model_name,metric,granularity,n_common_instances,mean_delta,mean_delta_ci_low,mean_delta_ci_high,p_value,test,wins,ties,losses,n_discordant
openai/gpt-5-nano,exact_match,instance,1004,0.04880478087649402,0.026892430278884463,0.07071713147410359,2.2318496164502244e-05,binomial_discordant,90,873,41,131
openai/gpt-5-nano,similarity,instance,1004,-0.0014145542356610301,-0.009892591889592918,0.006840285618794626,0.26377380949488083,wilcoxon_signed_rank,483,57,464,947
openai/gpt-5-nano,bleu3,instance,1004,-0.006857851712424299,-0.015581655235436703,0.002062951374344447,0.0025403703811919687,wilcoxon_signed_rank,398,142,464,862
openai/gpt-5-nano,rouge_l,instance,1004,-0.0015290926079068088,-0.008082246923845524,0.005291546900303668,0.13199455534539495,wilcoxon_signed_rank,410,150,444,854
openrouter/meta-llama/llama-3.1-8b-instruct,exact_match,instance,1004,0.1145418326693227,0.09163346613545817,0.13844621513944222,3.47329518420462e-21,binomial_discordant,138,843,23,161
openrouter/meta-llama/llama-3.1-8b-instruct,similarity,instance,1004,0.15658988541023136,0.13912111322749315,0.17360397895126325,7.578372618703578e-83,wilcoxon_signed_rank,796,10,198,994
openrouter/meta-llama/llama-3.1-8b-instruct,bleu3,instance,1004,0.14103660480465985,0.12189325336082496,0.15960364686993092,7.847464540752585e-47,wilcoxon_signed_rank,678,52,274,952
openrouter/meta-llama/llama-3.1-8b-instruct,rouge_l,instance,1004,0.12824736404090847,0.1125275988517778,0.14459977892975603,1.3900042744916845e-73,wilcoxon_signed_rank,743,58,203,946
