stratify_by,stratum,label,display_name,n_samples,delta_exact_match,bypass_win_rate_exact_match,delta_similarity,bypass_win_rate_similarity,delta_bleu3,bypass_win_rate_bleu3,delta_rouge_l,bypass_win_rate_rouge_l
difficulty,easy,favored simplicity,Favored Simplicity,12,0.3333333333333333,33.333333333333336,0.23218052361620653,83.33333333333333,0.26492691706198906,75.0,0.16865146333356484,83.33333333333333
difficulty,easy,favored complexity,Favored Complexity,39,0.7948717948717948,79.48717948717949,0.34606201708791245,94.87179487179488,0.40193656358567775,94.87179487179488,0.258811684657626,94.87179487179488
difficulty,easy,structural-change-bias,Structural Change Bias,22,0.7727272727272727,77.27272727272727,0.3831078590044532,100.0,0.4275852343216991,95.45454545454545,0.2963653712683985,100.0
difficulty,easy,vague-commit-message,Vague Commit Message,19,0.5789473684210527,57.89473684210526,0.2775545187788976,94.73684210526316,0.31693846166544143,89.47368421052632,0.196911728386553,89.47368421052632
difficulty,easy,simple-commit-message,Simple Commit Message,12,0.6666666666666666,66.66666666666667,0.3439799188746921,91.66666666666667,0.38506602944344565,91.66666666666667,0.26270382115393126,91.66666666666667
difficulty,easy,modification-bias,Modification Bias,14,0.6428571428571429,64.28571428571429,0.30714174052818644,85.71428571428571,0.36535237539191573,85.71428571428571,0.23494588299538294,85.71428571428571
difficulty,hard,favored simplicity,Favored Simplicity,49,0.3877551020408163,38.775510204081634,0.27244221203795876,89.79591836734694,0.3162615382785016,89.79591836734694,0.1986925946817524,91.83673469387755
difficulty,hard,favored complexity,Favored Complexity,73,0.4383561643835616,43.83561643835616,0.31664485306343704,89.04109589041096,0.3725471732554326,90.41095890410959,0.24947493274058105,90.41095890410959
difficulty,hard,structural-change-bias,Structural Change Bias,45,0.35555555555555557,35.55555555555556,0.2928939754041781,82.22222222222223,0.3486783969621795,84.44444444444444,0.23659177733485284,84.44444444444444
difficulty,hard,unclear,Unclear,15,0.4666666666666667,46.666666666666664,0.3036599430595148,100.0,0.34856831629550744,100.0,0.24483484007059098,100.0
difficulty,hard,vague-commit-message,Vague Commit Message,26,0.34615384615384615,34.61538461538461,0.3494778600214555,96.15384615384616,0.3947587351488925,92.3076923076923,0.269582834071544,96.15384615384616
difficulty,hard,simple-commit-message,Simple Commit Message,22,0.5909090909090909,59.09090909090909,0.33379571169914174,90.9090909090909,0.37632963139868153,90.9090909090909,0.2527699963208822,90.9090909090909
difficulty,hard,modification-bias,Modification Bias,36,0.4722222222222222,47.22222222222222,0.3861424596196599,97.22222222222223,0.44625931672085034,97.22222222222223,0.28465205884397304,97.22222222222223
