method,count,min,q1,median,q3,max,mean
base_a,150,0.0,0.0,0.0,0.0,0.0,0.0
base_b,150,0.0,0.0,0.0,0.0,0.0,0.0
agent,148,1.2e-05,0.0019485,0.0068305,0.024646500000000002,0.21967,0.022518614864864863
bypass7,150,9e-05,0.0007307500000000001,0.002733,0.0080725,0.03435,0.0056153466666666665
prep,150,0.0,0.0,0.0,0.0,0.0,0.0
