method,count,min,q1,median,q3,max,mean,std
base_a,160,0.0,0.9459155652653447,0.9840668205452261,0.9978400750073597,1.0,0.926757582435533,0.1534987508216119
base_b,160,0.0,0.8950203559506248,0.9659752429450033,0.9944966150080571,1.0,0.8751287262625329,0.2264616986790306
agent,160,0.0314751747625022,0.09611808914547246,0.1369303313729046,0.21365310521326428,0.7140303842716713,0.18833733347649906,0.14214638632502882
agent2,160,0.0406905055487053,0.09135359019300515,0.1252915296299047,0.19075727994018185,0.8244972577696528,0.172504734811533,0.13091673106260257
agent3,160,0.0271142672692059,0.0998171442324001,0.132573304967163,0.20167299488869309,0.7879088206144699,0.17246068097754513,0.12365750323918079
bypass7,160,0.0,0.9459155652653447,0.9840668205452261,0.9978400750073597,1.0,0.9267575824355327,0.1534987508216119
new_bypass2,160,0.0,0.9459155652653447,0.9840668205452261,0.9978400750073597,1.0,0.9267575824355327,0.1534987508216119
new_bypass3,160,0.0,0.9433373225667867,0.9832076045434204,0.9977541016356681,1.0,0.9207181243085529,0.16884698185679597
