id,cost_in_sum,cost_out_sum,total_cost_sum
82648174939,0.003878,0.004908,0.008784
83730485587,0.001397,0.001309,0.002706
84610062414,0.0032170000000000002,0.003719,0.0069359999999999995
85017808410,0.018159,0.013602,0.031761
85311272678,0.014321,0.013380999999999999,0.027702
86104070416,0.003168,0.0034739999999999997,0.006641
88735190035,0.009188,0.008798,0.017985
88758928628,0.001927,0.002065,0.003993
89131174501,0.001624,0.001241,0.0028640000000000002
89262165359,0.000946,0.0010179999999999998,0.001964
90481119682,0.000946,0.001008,0.001953
90978330761,0.0020930000000000002,0.002457,0.004551
91113407743,0.004305,0.0044410000000000005,0.008746
91948446558,0.007761,0.007745,0.015507
93229686577,0.005107,0.005282,0.01039
93704189610,0.001247,0.001207,0.002454
94521994707,0.001957,0.002174,0.00413
94594690080,0.015881,0.00233,0.01821
95467147775,0.005943,0.0042910000000000005,0.010235
97195059516,0.003303,0.0037070000000000002,0.007010000000000001
99052394563,0.012577,0.008951,0.021526
100481555501,0.000837,0.000749,0.001586
100702357793,0.006873,0.007332,0.014207000000000001
103625249220,0.018156,0.014963,0.033118999999999996
104485770187,0.002338,0.001828,0.0041659999999999996
104633279411,0.003683,0.003983,0.007665999999999999
106787601062,0.005472,0.005505,0.010977
108124719169,0.002127,0.001993,0.004118999999999999
108448580341,0.002608,0.0024,0.005006999999999999
108732355623,0.004205,0.004974,0.009178
109118376335,0.015617,0.012924,0.028541000000000004
112212174510,0.004077,0.003825,0.007901
114696003092,0.003629,0.002628,0.006255999999999999
117923408695,0.002469,0.002451,0.004920000000000001
118933290022,0.004677000000000001,0.006421,0.011097000000000001
122452473986,0.004353,0.004857,0.00921
122551116258,0.004114,0.005085,0.009198
122652690251,0.003061,0.003357,0.006419
123445760440,0.0028469999999999997,0.003445,0.006291
124574080199,0.009064,0.009476,0.018543
124730945978,0.001955,0.002108,0.004062
126278076726,0.0012829999999999999,0.001138,0.002421
127059606359,0.031777,0.032531,0.064307
129197397136,0.004165,0.005261,0.009425
130162681168,0.005717,0.0066300000000000005,0.012347
131613920227,0.006069,0.01037,0.01644
132184586686,0.002309,0.001973,0.004283
133010115673,0.010443000000000001,0.010772,0.021217
133308252787,0.008662,0.009431,0.018094
133455273030,0.0024809999999999997,0.002474,0.004957
134436009948,0.0029389999999999998,0.0035240000000000002,0.006463
134963597789,0.007445,0.0067659999999999994,0.014211000000000001
136154638399,0.003966,0.004161,0.008126
138351982802,0.001071,0.001046,0.002116
138570956340,0.011472,0.014067,0.025539
139454189342,0.00211,0.002159,0.004269
141223742059,0.002184,0.002516,0.0047
141262868756,0.015633,0.009669,0.0253
144678396522,0.0023109999999999997,0.002973,0.0052829999999999995
147973441913,0.009905,0.008204000000000001,0.018106999999999998
149744801243,0.006646,0.0066229999999999995,0.013269
150322896552,0.000507,0.000243,0.0007499999999999999
151045148271,0.005268,0.006771,0.012039
154147719151,0.009179,0.003238,0.012418
154218355744,0.006106,0.001292,0.007397
154850606167,0.000908,0.000937,0.001845
156105790470,0.002532,0.002862,0.005394
157483638854,0.004801,0.006519,0.011321
158198558377,0.003336,0.00415,0.0074860000000000005
158542700451,0.0088,0.010654,0.019452999999999998
158835573244,0.006785,0.008279,0.015065
159964539453,0.004992,0.004366,0.009358
161191755453,0.002214,0.0028539999999999998,0.005069
162606963186,0.001681,0.001442,0.0031230000000000003
163620756693,0.005359,0.006639,0.011999
164055698589,0.0034010000000000004,0.004061,0.007462
164741081532,0.005409,0.005538,0.010947
165423911792,0.003176,0.0036580000000000002,0.006834
166417504069,0.013359,0.008439,0.021799
166500344508,0.002308,0.002508,0.004815
166698700358,0.00604,0.0074010000000000005,0.013439
168279246672,0.011316,0.013103,0.024419999999999997
169548734203,0.0015279999999999998,0.001528,0.003056
169641362148,0.002672,0.002803,0.005475
169669963514,0.001147,0.001103,0.002251
172291313111,0.0009880000000000002,0.001003,0.0019909999999999997
176813977255,0.001444,0.0014320000000000001,0.002876
177017978808,0.0018780000000000001,0.002003,0.003881
177059102994,0.007051,0.008913,0.015962
177580464838,0.002691,0.0028799999999999997,0.00557
177763739960,0.002985,0.003496,0.006481
178219331093,0.0011380000000000001,0.00089,0.002029
178596695273,0.002549,0.002879,0.005428
180461355095,0.002326,0.004292,0.006618
181135393856,0.002253,0.002121,0.004373999999999999
183214629526,0.002567,0.002038,0.0046029999999999995
189126684662,0.010453,0.011661,0.022115
190380261632,0.01057,0.0070680000000000005,0.017637
191306356106,0.003045,0.0030139999999999998,0.006062
191925012528,0.005215,0.004413,0.009629
193225830013,0.002908,0.003228,0.006136
194561682063,0.004436,0.003944,0.008378
195337724631,0.00191,0.001658,0.003568
198369780066,0.00043200000000000004,0.000206,0.00064
198847058757,0.00041,0.00019,0.000599
200596465256,0.001424,0.001443,0.0028669999999999998
201792251646,0.002,0.00191,0.0039109999999999995
204983900703,0.002894,0.003078,0.005972
207326046556,0.011027,0.0131,0.024125999999999998
207786300640,0.001991,0.001968,0.003958
208351512460,0.001666,0.001605,0.00327
209129719596,0.0016179999999999999,0.0018360000000000002,0.003454
209288721649,0.005611,0.006866,0.012476000000000001
209795700612,0.0033439999999999998,0.003019,0.006365
212404015965,0.001278,0.00151,0.0027879999999999997
212975601732,0.002313,0.0021490000000000003,0.004463
213884666046,0.007364000000000001,0.007825,0.015191
215181344784,0.002908,0.0033499999999999997,0.0062580000000000005
216579043865,0.008621,0.010966,0.019584999999999998
218473818383,0.002599,0.002758,0.005354
219032907249,0.007299,0.006057,0.013356
219292316416,0.0024720000000000002,0.002447,0.00492
220556313728,0.011613,0.0075379999999999996,0.019152
223555746682,0.006836,0.008271,0.015106999999999999
224784885254,0.002194,0.002666,0.00486
224834635430,0.002422,0.002324,0.004743000000000001
225287568789,0.007899,0.005063,0.012962000000000001
225883708051,0.006456,0.007323,0.013779
226484147194,0.001724,0.001392,0.003117
227064369924,0.000397,0.000185,0.000582
227426517806,0.001903,0.002812,0.0047139999999999994
227645430002,0.0013740000000000002,0.001645,0.003019
229679848352,0.004704,0.006533000000000001,0.011236
231735869422,0.0006789999999999999,0.000502,0.001179
232442880771,0.006409,0.00588,0.012289
235207020272,0.002993,0.003742,0.006735
235586125419,0.003901,0.004768,0.008668
236518370785,0.000985,0.000882,0.001866
236638053113,0.000436,0.00020999999999999998,0.000646
236746823613,0.004607,0.0070810000000000005,0.011687
236966261499,0.01014,0.010676,0.020814
237953220235,0.002541,0.002672,0.005211
242205598234,0.004198,0.004392,0.008589
243924731349,0.011027,0.013098,0.024125
244269185544,0.006554,0.002323,0.008877
244431598828,0.000685,0.000539,0.0012230000000000001
244984410621,0.000986,0.001068,0.0020540000000000003
246241115131,0.005047,0.009839,0.014887
247167854710,0.001216,0.001192,0.00241
250179069438,0.005089,0.006286,0.011375
250263598943,0.032243,0.013857000000000001,0.0461
250855176313,0.000437,0.000207,0.000644
252559299688,0.001232,0.001226,0.002458
253058199484,0.004567,0.005039,0.009606
254172877667,0.010216,0.018022,0.028239
254248179280,0.008625,0.010021,0.018646
255148234917,0.004246,0.003123,0.00737
255226932188,0.001741,0.0016849999999999999,0.0034260000000000002
257918639859,0.010815,0.013588,0.024404000000000002
258329359607,0.007746,0.008448,0.016195
258862573653,0.002568,0.001881,0.00445
259043443878,0.001155,0.00118,0.0023350000000000003
260927922552,0.0006309999999999999,0.000443,0.001073
262127654262,0.003641,0.003828,0.007469
262757849318,0.00207,0.002371,0.004443
262990335496,0.007771,0.010054,0.017825
263942539477,0.008657999999999999,0.011494,0.020152
264662984781,0.0035659999999999997,0.003943,0.007511
265395821821,0.017457,0.010163,0.02762
266192776868,0.000638,0.00048300000000000003,0.001118
268250475251,0.008708,0.006038,0.014745
268508828701,0.004205,0.0068070000000000006,0.011011
269765867914,0.001307,0.001438,0.002744
271097119797,0.001339,0.001341,0.0026769999999999997
272233278626,0.001116,0.001523,0.002637
272309121177,0.011208,0.013106,0.024315000000000003
273796445484,0.002631,0.002338,0.0049700000000000005
273891891190,0.018965000000000003,0.013319,0.032283
273937941169,0.002274,0.002476,0.004751
274206554937,0.022259,0.014310999999999999,0.036571
275453854510,0.008107,0.010109,0.018215
277145183926,0.002915,0.003309,0.006224
277659099096,0.001851,0.001276,0.0031279999999999997
278391895673,0.00331,0.0038900000000000002,0.0072
279501602319,0.008199999999999999,0.01001,0.018210999999999998
279538478350,0.003222,0.003743,0.006966
281933075532,0.0011849999999999999,0.0010580000000000001,0.002242
283695747046,0.00219,0.0025640000000000003,0.004754
284205689155,0.004574,0.005226,0.0098
284585477712,0.000436,0.000207,0.000643
287481325767,0.007291,0.010394,0.017686
287900187052,0.00387,0.002069,0.005941
288975469411,0.0041270000000000005,0.004135,0.00826
289673612950,0.000781,0.0007279999999999999,0.001509
291502155663,0.038724,0.03073,0.069454
292969351686,0.013138,0.014240000000000001,0.027378
294310445247,0.003914,0.003409,0.007325
294569002167,0.002404,0.0028060000000000003,0.005213
297387412514,0.002199,0.002632,0.00483
299308035542,0.004403000000000001,0.006397,0.0108
299601747979,0.002216,0.002372,0.004588
299729321458,0.003219,0.006478,0.009694
299843807162,0.005436,0.007091,0.012528000000000001
299965380253,0.006639,0.00601,0.012649
300046475571,0.0034549999999999997,0.004131,0.007586000000000001
300314186752,0.006456999999999999,0.007916000000000001,0.014372
300426444051,0.004326,0.0034289999999999998,0.007756
301081071159,0.008226,0.01503,0.023256
301189964672,0.006464,0.008199,0.014662
301552287121,0.0065179999999999995,0.007935,0.014452
301639072043,0.001682,0.001732,0.003414
302365429491,0.002245,0.002649,0.004894
302434053147,0.001255,0.0012439999999999999,0.002503
303789119954,0.003399,0.003359,0.006757
303865660258,0.0061860000000000005,0.001602,0.007787
306336411119,0.0025709999999999995,0.0029189999999999997,0.0054919999999999995
309528819965,0.002094,0.003719,0.0058130000000000005
310598937222,0.003029,0.003378,0.0064069999999999995
310629403811,0.001224,0.001167,0.002391
311609286694,0.005477,0.004429,0.009906
312050069725,0.0026709999999999998,0.003445,0.006117
313432643619,0.0020670000000000003,0.001807,0.003876
314555864369,0.002618,0.003294,0.00591
315428974315,0.052028,0.021038,0.07306599999999999
315956451546,0.003548,0.004063,0.0076100000000000004
315979050554,0.002047,0.002455,0.004502
316380302513,0.000438,0.000208,0.000648
316994497652,0.0008259999999999999,0.000653,0.001479
319819280711,0.01373,0.013339,0.027069
320820139313,0.001223,0.001165,0.002388
320832089374,0.012622,0.013678,0.026299000000000003
323267291032,0.002548,0.002081,0.004629
325470751099,0.0047279999999999996,0.005866,0.010594
327788952589,0.004791999999999999,0.005563,0.010353999999999999
330114825968,0.00116,0.001611,0.002768
330290639496,0.001215,0.00128,0.002495
330488374162,0.00266,0.002741,0.0054
333754737946,0.0050100000000000006,0.0062710000000000005,0.011278
334344170020,0.0029240000000000004,0.0032170000000000002,0.006139
334726759461,0.00184,0.00191,0.003747
335942026350,0.001509,0.001297,0.002806
336382694539,0.015092000000000001,0.015568,0.03066
337011665651,0.003261,0.004582,0.007844
338045454398,0.001049,0.000933,0.001983
339764246836,0.01057,0.013131,0.023701
342140184932,0.00394,0.0038,0.007738999999999999
343094570691,0.005101,0.009194,0.014294999999999999
344132013144,0.004281999999999999,0.005006,0.009287
344436003865,0.002957,0.003575,0.006535
345004204995,0.003786,0.003829,0.0076159999999999995
345424252825,0.008357999999999999,0.012119,0.020477
345840280438,0.012267,0.013460000000000001,0.025726
346984950201,0.0010400000000000001,0.000863,0.001899
347491327578,0.00112,0.0010609999999999999,0.002182
347833388984,0.0006100000000000001,0.000373,0.000983
348486338993,0.005569,0.007671000000000001,0.013241
348973759709,0.004361,0.005346,0.009708
350664434608,0.001497,0.001456,0.0029519999999999998
351837833463,0.002781,0.0033190000000000003,0.0061
354914867051,0.000717,0.000998,0.001716
355244909824,0.0017720000000000001,0.001842,0.003614
356120686987,0.006845,0.00795,0.014794999999999999
356307678972,0.010635,0.013193000000000002,0.023829
356628896770,0.000794,0.000621,0.001416
359040360815,0.00149,0.001219,0.0027069999999999998
361257405609,0.003654,0.004373,0.008027
362740289649,0.013949,0.014242,0.028191
363190529419,0.0026,0.002813,0.005412
365332449757,0.0044729999999999995,0.004752,0.009224
366574819707,0.010499,0.0057020000000000005,0.0162
367953882346,0.007626,0.009392000000000001,0.017018
368010398158,0.0018030000000000001,0.002123,0.003926
368347856585,0.006347,0.006477,0.012826
369141670590,0.001847,0.0019560000000000003,0.003803
369271814449,0.0024140000000000003,0.002369,0.004783
369385030770,0.000588,0.000429,0.001018
369973874913,0.000634,0.000526,0.00116
370121006800,0.003494,0.004136,0.007631
371885203066,0.0033129999999999995,0.003984,0.007299
372810971017,0.004170999999999999,0.005271,0.009441
373664205151,0.0026880000000000003,0.002669,0.005357
374470655056,0.00043500000000000006,0.000225,0.000662
375667817949,0.000462,0.000233,0.000693
376070307562,0.005159,0.005799,0.010957
378676849008,0.001041,0.0008619999999999999,0.001903
380190966399,0.012379000000000001,0.009874,0.022253000000000002
380290248928,0.001354,0.0012599999999999998,0.002615
380458473571,0.003371,0.004003,0.007376
381001718867,0.0034289999999999998,0.005426,0.008855
382435335278,0.0015700000000000002,0.001545,0.003116
384830780436,0.011711,0.008454,0.020166
385103889340,0.001616,0.00167,0.003287
385862963511,0.003368,0.003519,0.006888
386328100774,0.0032879999999999997,0.003631,0.006918
388500736066,0.011008,0.014499999999999999,0.025508
388958089498,0.001327,0.001572,0.002899
389044325873,0.002173,0.002202,0.004375
389072900598,0.012849,0.013454999999999998,0.026304
389204613521,0.004692,0.005618,0.010312
389595919589,0.0030559999999999997,0.0031450000000000002,0.006202
391623213199,0.010663,0.002432,0.013094
392461569196,0.002929,0.0033829999999999997,0.006312
393207828837,0.00961,0.011551,0.021162
393344996437,0.002443,0.003236,0.005679999999999999
393529986420,0.002321,0.002278,0.0046
394959114260,0.0022199999999999998,0.002735,0.004954
395180378363,0.000449,0.000507,0.000955
395751702010,0.000433,0.00021799999999999999,0.000653
399496610732,0.001583,0.001748,0.0033309999999999998
400595379515,0.011385,0.0017460000000000002,0.013132000000000001
401299141776,0.001788,0.001829,0.003617
401489163463,0.002401,0.002778,0.005180000000000001
402177814468,0.013389,0.009729999999999999,0.023119
402529440133,0.0013700000000000001,0.001438,0.0028079999999999997
402795625955,0.012724000000000001,0.013405,0.02613
403638381395,0.011316,0.008943,0.020261
403977732378,0.003828,0.002381,0.00621
406921652951,0.001574,0.0015040000000000001,0.003078
407069817427,0.004631,0.005974,0.010604
407994915753,0.004989,0.0036479999999999998,0.008637
411018925917,0.0067659999999999994,0.0061779999999999995,0.012944
411434927400,0.000396,0.000183,0.0005790000000000001
412259273862,0.002073,0.002798,0.004873000000000001
413098392793,0.0017560000000000002,0.001886,0.00364
413520880922,0.001961,0.0018570000000000001,0.0038179999999999998
413824758974,0.003081,0.003351,0.0064329999999999995
414220643847,0.001565,0.001377,0.002942
414328025010,0.00043200000000000004,0.00023,0.00066
414532066327,0.002767,0.002267,0.005035
415486395721,0.00106,0.000822,0.001882
415856298597,0.000624,0.000424,0.001047
416735176773,0.002707,0.002944,0.00565
418196046656,0.006482999999999999,0.008021,0.014504
419704601293,0.000546,0.000697,0.0012439999999999999
420883095504,0.003438,0.003725,0.00716
421132277763,0.007625,0.00936,0.016985
421576398219,0.0015379999999999999,0.001518,0.003056
421976851937,0.002979,0.001724,0.004704
423962057905,0.001408,0.00137,0.0027749999999999997
425092905167,0.002224,0.002164,0.0043879999999999995
425477515729,0.00043,0.000204,0.000634
428571746903,0.0053419999999999995,0.0029100000000000003,0.00825
428987089401,0.018625,0.013706000000000001,0.03233
430537228580,0.001688,0.001745,0.003433
430651524290,0.003027,0.003372,0.006399
430741928265,0.006712999999999999,0.007546,0.01426
431117472132,0.000504,0.000241,0.0007440000000000001
431495440072,0.002537,0.002221,0.004758
432543201184,0.00391,0.003703,0.007613
433845640390,0.01103,0.013111000000000001,0.024139999999999998
434351298741,0.00043,0.000232,0.000662
434561402185,0.000623,0.000401,0.001024
434855639825,0.00168,0.001717,0.003398
435294867913,0.005018,0.0054859999999999996,0.010505
435537916000,0.003431,0.0038109999999999997,0.007240999999999999
436046126257,0.00078,0.000697,0.001478
436767388471,0.006424,0.0072380000000000005,0.013663999999999999
438803167612,0.0009029999999999999,0.000711,0.001615
439420998072,0.001683,0.00175,0.003433
439564362564,0.003166,0.003959,0.007125
439631869923,0.006796999999999999,0.009536000000000001,0.016332
440024446487,0.000998,0.001366,0.002363
444114218674,0.010862,0.014675,0.025537999999999998
444405682796,0.001255,0.001168,0.002423
444962862371,0.0026420000000000003,0.003025,0.005666
446910843876,0.0035919999999999997,0.0032240000000000003,0.006818
448556784267,0.0165,0.013318,0.029818
448864379968,0.004219,0.004816,0.009035
450238112755,0.00039799999999999997,0.00018800000000000002,0.000586
450283225563,0.009205999999999999,0.008935,0.018141
451324531489,0.004065,0.005658,0.009721
452536955263,0.003565,0.0033179999999999998,0.006885
452547098087,0.0011819999999999999,0.001194,0.002378
453306900108,0.000589,0.000435,0.001024
453446944500,0.011326,0.012841,0.024168000000000002
454754907233,0.068121,0.014771000000000001,0.08288999999999999
454871794939,0.000779,0.000651,0.0014299999999999998
458043835907,0.0016929999999999998,0.001358,0.003052
458312768430,0.000504,0.000246,0.00075
461470561161,0.003053,0.003134,0.00619
465161859107,0.004173,0.005074,0.009246
466255606919,0.005714,0.006909,0.012624999999999999
466818562799,0.00154,0.001359,0.0028970000000000003
467292899201,0.001047,0.0009189999999999999,0.001966
468956994819,0.004299,0.001431,0.00573
469496300554,0.0066300000000000005,0.006558,0.013188
469749579201,0.004194,0.005186,0.009380000000000001
473470556437,0.008794,0.011287,0.020080999999999998
476490257606,0.0005020000000000001,0.00023799999999999998,0.000744
476756159834,0.002722,0.002995,0.005718
476795141535,0.004097,0.0037730000000000003,0.007871
478628976733,0.007778,0.009942,0.01772
480885715080,0.004716,0.005681,0.010396
484232155312,0.00118,0.001189,0.002372
484859140681,0.0,0.0,0.0
485169143381,0.011092000000000001,0.01391,0.025001000000000002
485311902138,0.003973,0.002817,0.006791
486903724296,0.019337,0.003991,0.023328
487516477954,0.015590999999999999,0.004641,0.020232
489254498018,0.004425999999999999,0.003724,0.008150000000000001
489989490596,0.002624,0.0029549999999999997,0.00558
492914198727,0.005086,0.005902,0.010988
493899302792,0.003453,0.00411,0.007564
494566596231,0.004982,0.0061790000000000005,0.011161
494710149662,0.003608,0.003876,0.007483
495302428688,0.014679,0.013831,0.028509999999999997
496975775550,0.009047,0.011556,0.020602
497137131946,0.0015840000000000001,0.00168,0.003264
497138330793,0.00251,0.0032300000000000002,0.00574
499241610081,0.009407,0.005714,0.015119
500269812984,0.000431,0.000214,0.000645
500448627286,0.001499,0.002033,0.0035310000000000003
501574610459,0.001198,0.001336,0.002534
502911546434,0.001589,0.0020369999999999997,0.003627
503574559143,0.014696,0.00728,0.021976
503903731240,0.010232,0.011694,0.021926
504605366648,0.004316,0.004667,0.008982
507503677379,0.007866,0.014468000000000002,0.022333
508419029195,0.003447,0.003752,0.007199
508649503994,0.008022999999999999,0.009271999999999999,0.017297
508818785971,0.003978000000000001,0.0031249999999999997,0.007105
509517515085,0.000902,0.000514,0.0014160000000000002
515280382084,0.001116,0.001012,0.002129
516365730597,0.003464,0.004517,0.007982
516395111760,0.010046,0.011134999999999999,0.021181
516926123968,0.003772,0.004622,0.008395
517870313247,0.000933,0.000883,0.001818
519391305421,0.000784,0.000806,0.00159
519549558859,0.0013870000000000002,0.001276,0.002663
519575273527,0.0065320000000000005,0.011874,0.018406
521705467748,0.00281,0.003266,0.006076
521877636061,0.002157,0.002358,0.004514000000000001
524154283024,0.0021539999999999997,0.002361,0.004515
525967112070,0.001093,0.000988,0.002081
526477760011,0.000861,0.000821,0.001682
527222164375,0.006464,0.008197,0.014661
528426067364,0.0016840000000000002,0.001372,0.003056
529490750763,0.0018900000000000002,0.001433,0.003323
529877978802,0.003116,0.003732,0.006849
532365100121,0.00328,0.0026650000000000003,0.005946
533780547968,0.00156,0.0016380000000000001,0.003198
535229138470,0.000431,0.00020899999999999998,0.000643
536479448242,0.003633,0.0019490000000000002,0.005581
537358312782,0.001499,0.0014810000000000001,0.00298
539321466256,0.009482,0.00997,0.019456
539624858846,0.002775,0.002185,0.004962
539981220022,0.002125,0.004162,0.006287
540617341810,0.00031999999999999997,0.00024799999999999996,0.0005679999999999999
542381840111,0.002069,0.002422,0.004494
542665542561,0.003735,0.004104,0.007839
543616124352,0.0005859999999999999,0.00045,0.001037
545350375010,0.005752,0.006723,0.012475
545554887783,0.000802,0.000706,0.001507
545587263523,0.000943,0.000771,0.001714
547968656623,0.00241,0.007871,0.010283
548720148431,0.006134,0.006366,0.012502
549305593758,0.0030020000000000003,0.002591,0.005593
550141924005,0.006469,0.008721,0.015189000000000001
550372011974,0.017266,0.01134,0.028607
551704263960,0.002011,0.0016719999999999999,0.003685
553443792172,0.0005059999999999999,0.000314,0.0008179999999999999
553466309036,0.002607,0.002917,0.005525
553994512048,0.005045,0.005717,0.010763
554837660039,0.001369,0.0013809999999999998,0.00275
556703308462,0.009770000000000001,0.007850000000000001,0.01762
557793684690,0.003865,0.004149,0.008014
558228326803,0.011306,0.012218,0.023523
558739068527,0.011347,0.007646,0.018993
561947681407,0.0007930000000000001,0.000608,0.001402
562280295335,0.003102,0.003436,0.006539
562743802326,0.002981,0.002858,0.005838
564445498256,0.004581,0.003343,0.007925999999999999
566554655292,0.001697,0.001695,0.003395
567325701641,0.001705,0.002134,0.003839
567443968558,0.004932,0.005777,0.010709999999999999
567474927445,0.004091,0.0049700000000000005,0.009061
567814067388,0.014997,0.009379,0.024376000000000002
568320554761,0.003447,0.004129,0.007576
570632311571,0.006643,0.008698,0.015341
572043516809,0.007515,0.009618000000000002,0.017134
572643725426,0.0024790000000000003,0.0025199999999999997,0.004997
573012047339,0.002789,0.0030889999999999997,0.0058779999999999995
574628786878,0.014821999999999998,0.014360000000000001,0.029181000000000002
577228836284,0.0062640000000000005,0.007316,0.01358
577851646103,0.008827999999999999,0.010964999999999999,0.019792999999999998
578142464415,0.0008439999999999999,0.000807,0.001653
579712315178,0.001965,0.0017820000000000002,0.003747
579725706269,0.006289,0.007112,0.013399
581184912747,0.010824,0.012805,0.023629
583905488256,0.0019360000000000002,0.001967,0.003903
584133943211,0.001218,0.000828,0.002045
586988729274,0.002816,0.002705,0.005519
587837150519,0.004057,0.00564,0.009698
588943297813,0.0005579999999999999,0.000339,0.000897
589911034568,0.005604,0.00805,0.013652
590009040548,0.001116,0.001063,0.0021780000000000002
590482842646,0.002047,0.002474,0.004521
591533191959,0.003729,0.00349,0.007217
592131271714,0.002422,0.002623,0.005044
593768497443,0.008228,0.006459,0.014687
594477477310,0.0017139999999999998,0.0016359999999999999,0.0033480000000000003
594803335789,0.001758,0.001698,0.003456
594964005369,0.003679,0.004475,0.008154
597571838266,0.003438,0.003635,0.007073
598639614479,0.0008160000000000001,0.000721,0.001537
599332233288,0.000504,0.000242,0.0007459999999999999
600009074655,0.001279,0.001292,0.00257
600144867723,0.0023940000000000003,0.0027340000000000003,0.005127
602415778957,0.002372,0.001703,0.004076
605160888924,0.000393,0.00021499999999999997,0.0006079999999999999
606059303814,0.002776,0.003641,0.006417
606588159829,0.005613,0.006613,0.012226
607660730632,0.0069429999999999995,0.008695,0.015641
607961197687,0.001686,0.001586,0.0032719999999999997
608795591649,0.002197,0.002549,0.004745999999999999
608909941870,0.0023049999999999998,0.002591,0.004896
611480535840,0.010034,0.013176,0.023211000000000002
613064312245,0.006392999999999999,0.007187,0.013582
615046784114,0.0069700000000000005,0.010438,0.017407
616019502547,0.006063,0.010398,0.016461
617104076567,0.004907,0.004769,0.009676
617326991796,0.0036309999999999997,0.004039,0.007671
618591802210,0.000586,0.000398,0.000982
619512105928,0.003584,0.005545,0.009129
620523790344,0.004267,0.0050799999999999994,0.009349
621318152710,0.007911999999999999,0.011748,0.01966
621845199792,0.000507,0.000314,0.000821
622014433754,0.001641,0.001122,0.002764
622874681411,0.0005059999999999999,0.000314,0.0008179999999999999
624300588551,0.001614,0.001649,0.003263
625210384664,0.003234,0.0035299999999999997,0.006764
