sample_id,gt_sloc,agent_sloc,bypass_sloc,agent_diff_sloc,bypass_diff_sloc,gt_lloc,agent_lloc,bypass_lloc,agent_diff_lloc,bypass_diff_lloc,gt_cc_total,agent_cc_total,bypass_cc_total,agent_diff_cc_total,bypass_diff_cc_total,gt_cc_avg,agent_cc_avg,bypass_cc_avg,agent_diff_cc_avg,bypass_diff_cc_avg,gt_cc_max,agent_cc_max,bypass_cc_max,agent_diff_cc_max,bypass_diff_cc_max,gt_mi_score,agent_mi_score,bypass_mi_score,agent_diff_mi_score,bypass_diff_mi_score,gt_h_difficulty,agent_h_difficulty,bypass_h_difficulty,agent_diff_h_difficulty,bypass_diff_h_difficulty,gt_h_bugs,agent_h_bugs,bypass_h_bugs,agent_diff_h_bugs,bypass_diff_h_bugs
136304482098,407,387.0,393.0,-20.0,-14.0,415,420.0,397.0,5.0,-18.0,96.0,99.0,95.0,3.0,-1.0,2.5945945945945947,2.675675675675676,2.638888888888889,0.08108108108108114,0.0442942942942941,10.0,12.0,10.0,2.0,0.0,42.40848844630775,41.74880265776055,42.63017710250387,-0.6596857885472005,0.22168865619612177,5.318181818181818,5.858490566037736,5.289473684210527,0.5403087478559181,-0.028708133971290906,0.198,0.2083968708635406,0.2055094000581874,0.010396870863540603,0.007509400058187399
141616630456,1020,996.0,1033.0,-24.0,13.0,653,632.0,634.0,-21.0,-19.0,137.0,131.0,131.0,-6.0,-6.0,3.341463414634146,3.275,3.119047619047619,-0.06646341463414629,-0.22241579558652713,28.0,28.0,28.0,0.0,0.0,31.29559092604636,32.44305545662605,33.05948123656738,1.1474645305796898,1.7638903105210204,8.682692307692308,8.54,8.272727272727273,-0.14269230769230923,-0.409965034965035,0.4634312986570307,0.4350273309018219,0.4183043096947982,-0.028403967755208814,-0.045126988962232495
147440192254,184,197.0,198.0,13.0,14.0,93,93.0,94.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,66.99539339819907,65.68304453235817,66.34401590094427,-1.312348865840903,-0.6513774972547992,2.85,2.85,2.85,0.0,0.0,0.043171796711646,0.043171796711646,0.043171796711646,0.0,0.0
153867800458,718,796.0,833.0,78.0,115.0,518,578.0,608.0,60.0,90.0,168.0,190.0,200.0,22.0,32.0,3.36,3.2758620689655173,3.333333333333333,-0.08413793103448253,-0.02666666666666684,14.0,14.0,14.0,0.0,0.0,14.180403691107228,12.697894704556209,10.99352726023458,-1.4825089865510197,-3.1868764308726476,6.00925925925926,6.631578947368421,6.554216867469879,0.6223196881091608,0.5449576082106189,0.931359269987619,1.004175105642282,1.0998231215300742,0.0728158356546631,0.16846385154245525
157321321819,449,442.0,448.0,-7.0,-1.0,281,279.0,278.0,-2.0,-3.0,83.0,83.0,84.0,0.0,1.0,3.32,3.32,3.36,0.0,0.040000000000000036,15.0,15.0,15.0,0.0,0.0,32.74769055236385,32.726539367323134,32.30565360576063,-0.021151185040714893,-0.442036946603217,6.901960784313726,6.901960784313726,6.8,0.0,-0.10196078431372602,0.1964884782427668,0.1964884782427668,0.2115537941775458,0.0,0.015065315934779
157961687120,124,125.0,89.0,1.0,-35.0,70,71.0,51.0,1.0,-19.0,18.0,18.0,14.0,0.0,-4.0,6.0,6.0,4.666666666666667,0.0,-1.333333333333333,8.0,8.0,7.0,0.0,-1.0,67.91807566763573,67.72089264135504,71.99218436406403,-0.1971830262806975,4.074108696428297,2.833333333333333,2.833333333333333,1.7727272727272727,0.0,-1.0606060606060603,0.040337995552282,0.040337995552282,0.0279206027617557,0.0,-0.0124173927905263
160767656621,559,557.0,549.0,-2.0,-10.0,391,391.0,390.0,0.0,-1.0,91.0,91.0,91.0,0.0,0.0,3.7916666666666665,3.7916666666666665,3.7916666666666665,0.0,0.0,13.0,13.0,13.0,0.0,0.0,23.29223243967813,23.31483274200401,23.430618030609907,0.022600302325880506,0.13838559093177594,6.871794871794871,6.871794871794871,6.871794871794871,0.0,0.0,0.4674151503615502,0.4674151503615502,0.4674151503615502,0.0,0.0
164866621823,168,154.0,160.0,-14.0,-8.0,183,167.0,174.0,-16.0,-9.0,96.0,94.0,92.0,-2.0,-4.0,2.526315789473684,2.5405405405405403,2.628571428571429,0.014224751066856278,0.10225563909774493,13.0,13.0,13.0,0.0,0.0,51.86956118156132,53.814950419559146,52.62024573263546,1.9453892379978228,0.7506845510741371,11.447368421052632,10.36904761904762,11.31578947368421,-1.0783208020050115,-0.13157894736842124,0.2797032667320515,0.2042747098778713,0.2755899833977566,-0.07542855685418018,-0.004113283334294893
165342132729,311,284.0,285.0,-27.0,-26.0,210,205.0,204.0,-5.0,-6.0,71.0,69.0,71.0,-2.0,0.0,4.176470588235294,4.0588235294117645,4.176470588235294,-0.11764705882352988,0.0,13.0,12.0,13.0,-1.0,0.0,40.2006222313611,40.66899247019347,39.99635976178043,0.46837023883237094,-0.2042624695806694,10.52158273381295,9.671641791044776,10.52158273381295,-0.8499409427681748,0.0,0.8286797123703833,0.7908807014768019,0.8286797123703833,-0.0377990108935814,0.0
172409570361,558,558.0,531.0,0.0,-27.0,472,472.0,457.0,0.0,-15.0,117.0,115.0,115.0,-2.0,-2.0,8.357142857142858,8.846153846153847,8.846153846153847,0.48901098901098905,0.48901098901098905,49.0,49.0,49.0,0.0,0.0,29.96769329242822,30.14846997678197,30.97645545931454,0.18077668435375216,1.0087621668863207,12.27777777777778,12.27777777777778,11.808724832214764,0.0,-0.4690529455630159,0.8249121908899976,0.8249121908899976,0.7694624473371959,0.0,-0.055449743552801634
173479270170,431,527.0,408.0,96.0,-23.0,413,545.0,390.0,132.0,-23.0,145.0,200.0,142.0,55.0,-3.0,2.013888888888889,2.1739130434782608,2.057971014492753,0.16002415458937191,0.04408212560386415,14.0,14.0,14.0,0.0,0.0,26.613915344230595,14.78453450392568,27.067474251649795,-11.829380840304914,0.45355890741920035,9.57920792079208,10.41015625,9.642857142857142,0.8309483292079207,0.06364922206506307,1.5378561704580769,2.199092104891825,1.3728782126305292,0.661235934433748,-0.16497795782754765
173524980836,156,154.0,170.0,-2.0,14.0,88,88.0,88.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,76.99012973103507,77.0894903394096,76.31709063405036,0.09936060837452487,-0.6730390969847093,0.5,0.5,0.5,0.0,0.0,0.0021132833342948,0.0021132833342948,0.0021132833342948,0.0,0.0
181756214525,107,107.0,100.0,0.0,-7.0,60,61.0,54.0,1.0,-6.0,4.0,4.0,3.0,0.0,-1.0,1.3333333333333333,1.3333333333333333,1.0,0.0,-0.33333333333333326,2.0,2.0,1.0,0.0,-1.0,64.37407008337918,64.21747669647297,100.0,-0.15659338690620928,35.62592991662082,0.5,0.5,0.0,0.0,-0.5,0.0015849625007211,0.0015849625007211,0.0,0.0,-0.0015849625007211
18212518336,180,183.0,158.0,3.0,-22.0,258,264.0,242.0,6.0,-16.0,56.0,58.0,45.0,2.0,-11.0,2.8,3.8666666666666663,2.25,1.0666666666666664,-0.5499999999999998,9.0,10.0,7.0,1.0,-2.0,49.530499881224834,50.20142798409322,52.85886864896428,0.6709281028683876,3.3283687677394482,7.137931034482759,7.137931034482759,4.8,0.0,-2.337931034482759,0.1242009511514981,0.1242009511514981,0.0790288412032824,0.0,-0.0451721099482157
192668479653,147,147.0,147.0,0.0,0.0,128,128.0,128.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,3.363636363636364,3.363636363636364,3.363636363636364,0.0,0.0,11.0,11.0,11.0,0.0,0.0,61.45364124203388,61.51123708487293,61.51123708487293,0.05759584283904928,0.05759584283904928,5.0,5.0,5.0,0.0,0.0,0.0809954916892628,0.0809954916892628,0.0809954916892628,0.0,0.0
192974181015,379,361.0,338.0,-18.0,-41.0,242,226.0,221.0,-16.0,-21.0,103.0,98.0,93.0,-5.0,-10.0,5.421052631578948,5.444444444444445,5.8125,0.023391812865496853,0.3914473684210522,32.0,32.0,32.0,0.0,0.0,41.67131565070959,43.514184307312526,44.91555588005926,1.8428686566029384,3.2442402293496713,6.296052631578948,6.317567567567568,5.757575757575758,0.021514935988620643,-0.53847687400319,0.2770465703214953,0.2691944193177835,0.235338603006375,-0.007852151003711838,-0.04170796731512033
193733771823,340,333.0,315.0,-7.0,-25.0,205,198.0,192.0,-7.0,-13.0,93.0,86.0,89.0,-7.0,-4.0,15.5,14.333333333333334,14.833333333333334,-1.166666666666666,-0.6666666666666661,60.0,55.0,57.0,-5.0,-3.0,39.92571333644075,42.38690546279884,41.72168337256136,2.4611921263580925,1.7959700361206075,10.079710144927535,10.2578125,10.183333333333334,0.17810235507246475,0.10362318840579832,0.3433078082493765,0.31960611357544,0.2929850291203208,-0.023701694673936513,-0.050322779129055695
195941536019,201,201.0,194.0,0.0,-7.0,141,141.0,136.0,0.0,-5.0,22.0,22.0,21.0,0.0,-1.0,1.6923076923076923,1.6923076923076923,1.75,0.0,0.05769230769230771,8.0,8.0,8.0,0.0,0.0,60.13530718984047,60.42025502214171,61.25142171827085,0.284947832301242,1.11611452843038,2.6515151515151514,2.6515151515151514,2.661290322580645,0.0,0.009775171065493637,0.0909640768996888,0.0909640768996888,0.0844421083568911,0.0,-0.006521968542797699
199378705901,186,320.0,103.0,134.0,-83.0,176,305.0,87.0,129.0,-89.0,66.0,127.0,35.0,61.0,-31.0,3.882352941176471,4.535714285714286,3.1818181818181817,0.6533613445378146,-0.7005347593582893,8.0,18.0,6.0,10.0,-2.0,49.39191393760758,32.22113741045724,51.13819135504814,-17.170776527150345,1.7462774174405595,3.759493670886076,5.826086956521739,2.333333333333333,2.0665932856356632,-1.426160337552743,0.3183330831615059,0.7261722804468819,0.0915743311425061,0.407839197285376,-0.22675875201899978
20234665134,281,276.0,272.0,-5.0,-9.0,189,185.0,180.0,-4.0,-9.0,0.0,44.0,40.0,44.0,40.0,0.0,8.8,8.0,8.8,8.0,0.0,27.0,23.0,27.0,23.0,0.0,48.49883170385176,49.48806016895109,48.49883170385176,49.48806016895109,0.0,8.721649484536082,8.580645161290322,8.721649484536082,8.580645161290322,0.0,0.4805410870591617,0.4520925315228522,0.4805410870591617,0.4520925315228522
202587321267,254,254.0,253.0,0.0,-1.0,232,232.0,231.0,0.0,-1.0,92.0,92.0,92.0,0.0,0.0,3.68,3.68,3.68,0.0,0.0,8.0,8.0,8.0,0.0,0.0,44.226391567271975,44.226391567271975,44.22705465697971,0.0,0.0006630897077357645,10.275229357798166,10.275229357798166,10.275229357798166,0.0,0.0,0.4922487561161209,0.4922487561161209,0.4922487561161209,0.0,0.0
203339145749,790,789.0,790.0,-1.0,0.0,570,570.0,570.0,0.0,0.0,142.0,142.0,142.0,0.0,0.0,47.333333333333336,47.333333333333336,47.333333333333336,0.0,0.0,103.0,103.0,103.0,0.0,0.0,20.44176699198281,20.270533364017894,20.44176699198281,-0.17123362796491648,0.0,16.560109289617486,16.560109289617486,16.560109289617486,0.0,0.0,1.2304193115621218,1.2304193115621218,1.2304193115621218,0.0,0.0
206266701606,42,42.0,18.0,0.0,-24.0,65,65.0,23.0,0.0,-42.0,17.0,17.0,11.0,0.0,-6.0,1.5454545454545454,1.5454545454545454,2.2,0.0,0.6545454545454548,4.0,4.0,4.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207238523129,641,641.0,627.0,0.0,-14.0,351,352.0,347.0,1.0,-4.0,82.0,82.0,81.0,0.0,-1.0,9.11111111111111,9.11111111111111,9.0,0.0,-0.11111111111111072,15.0,15.0,15.0,0.0,0.0,41.01702952625562,41.10722526868818,41.44561354211352,0.09019574243256301,0.4285840158579006,7.470149253731344,7.470149253731344,7.416666666666667,0.0,-0.05348258706467668,0.2912236361406175,0.2912236361406175,0.2840943231781689,0.0,-0.0071293129624486196
221307964536,198,200.0,206.0,2.0,8.0,162,163.0,170.0,1.0,8.0,24.0,25.0,26.0,1.0,2.0,2.6666666666666665,2.5,2.6,-0.16666666666666652,-0.06666666666666643,4.0,4.0,4.0,0.0,0.0,60.617197711269455,60.79196318513408,59.36615503778204,0.1747654738646247,-1.2510426734874116,2.1538461538461537,2.1666666666666665,2.6724137931034484,0.012820512820512775,0.5185676392572947,0.0686964683385192,0.0624956139867488,0.0797035845129219,-0.006200854351770396,0.011007116174402698
223868938267,605,604.0,603.0,-1.0,-2.0,407,406.0,407.0,-1.0,0.0,162.0,162.0,160.0,0.0,-2.0,4.153846153846154,4.153846153846154,4.102564102564102,0.0,-0.05128205128205199,23.0,23.0,23.0,0.0,0.0,29.25276576092409,29.26619946201792,29.519144201273967,0.013433701093831019,0.2663784403498788,8.265536723163843,8.265536723163843,8.265536723163843,0.0,0.0,0.7931042173344084,0.7931042173344084,0.7931042173344084,0.0,0.0
225336541252,20,20.0,20.0,0.0,0.0,11,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231040798896,505,551.0,313.0,46.0,-192.0,452,486.0,248.0,34.0,-204.0,144.0,160.0,68.0,16.0,-76.0,4.965517241379311,5.517241379310345,3.7777777777777777,0.5517241379310338,-1.1877394636015337,21.0,21.0,12.0,0.0,-9.0,32.69486356332171,29.798631830802293,49.44465316356852,-2.896231732519418,16.749789600246807,8.0,8.021052631578947,6.176470588235294,0.021052631578946546,-1.8235294117647056,0.3775378500413462,0.4381953541160745,0.2067411708462981,0.06065750407472831,-0.17079667919504812
236822274021,149,147.0,139.0,-2.0,-10.0,136,136.0,136.0,0.0,0.0,46.0,46.0,46.0,0.0,0.0,6.571428571428571,6.571428571428571,6.571428571428571,0.0,0.0,16.0,16.0,16.0,0.0,0.0,56.908152458124974,56.98966058047783,57.312170601561085,0.08150812235285798,0.40401814343611164,5.318181818181818,5.318181818181818,5.318181818181818,0.0,0.0,0.1546538522732063,0.1546538522732063,0.1546538522732063,0.0,0.0
239379983732,1,1.0,1.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240107024706,230,232.0,221.0,2.0,-9.0,220,221.0,215.0,1.0,-5.0,70.0,70.0,69.0,0.0,-1.0,2.333333333333333,2.333333333333333,2.3793103448275863,0.0,0.04597701149425326,6.0,6.0,6.0,0.0,0.0,33.67967594630264,34.55748335153361,34.23095390086176,0.8778074052309748,0.5512779545591258,11.577586206896552,11.577586206896552,11.482456140350877,0.0,-0.09513006654567491,0.5691261164637627,0.5691261164637627,0.5532959427876127,0.0,-0.015830173676149917
240343331150,388,422.0,324.0,34.0,-64.0,282,322.0,225.0,40.0,-57.0,94.0,113.0,79.0,19.0,-15.0,4.476190476190476,4.035714285714286,4.157894736842105,-0.4404761904761907,-0.31829573934837097,27.0,27.0,27.0,0.0,0.0,38.93233086232085,34.94253729228952,43.31418672728863,-3.989793570031331,4.3818558649677755,5.833333333333333,6.031746031746032,4.2,0.1984126984126986,-1.6333333333333329,0.2186110942710371,0.2414031577963206,0.1558120189625232,0.022792063525283512,-0.06279907530851389
247272567499,132,133.0,162.0,1.0,30.0,104,105.0,119.0,1.0,15.0,20.0,20.0,23.0,0.0,3.0,3.333333333333333,3.333333333333333,3.2857142857142856,0.0,-0.04761904761904745,5.0,5.0,5.0,0.0,0.0,49.31380600939709,49.18597019909888,47.62574151228298,-0.12783581029820823,-1.6880644971141123,2.9411764705882355,2.9411764705882355,2.9166666666666665,0.0,-0.024509803921568984,0.0460807933925854,0.0460807933925854,0.0497591815166271,0.0,0.003678388124041705
247402917526,144,144.0,140.0,0.0,-4.0,89,89.0,85.0,0.0,-4.0,38.0,38.0,38.0,0.0,0.0,9.5,9.5,9.5,0.0,0.0,24.0,24.0,24.0,0.0,0.0,66.35859961701343,66.35859961701343,66.78544708558285,0.0,0.42684746856942013,4.0,4.0,4.0,0.0,0.0,0.0746693961872389,0.0746693961872389,0.0746693961872389,0.0,0.0
255106664924,1363,1357.0,1353.0,-6.0,-10.0,722,717.0,714.0,-5.0,-8.0,233.0,232.0,231.0,-1.0,-2.0,4.314814814814815,4.377358490566038,4.277777777777778,0.06254367575122277,-0.0370370370370372,18.0,18.0,18.0,0.0,0.0,7.872046933685753,8.173568974849257,8.119013548766072,0.301522041163504,0.2469666150803187,10.218579234972678,10.23756906077348,10.81967213114754,0.01898982580080144,0.6010928961748618,0.8510159891282527,0.8417723470821168,0.8492667377208611,-0.009243642046135925,-0.0017492514073915721
257344572820,787,783.0,761.0,-4.0,-26.0,571,569.0,560.0,-2.0,-11.0,204.0,202.0,199.0,-2.0,-5.0,4.25,4.208333333333333,4.145833333333333,-0.04166666666666696,-0.10416666666666696,13.0,13.0,13.0,0.0,0.0,7.858324065772222,8.329198054573219,8.701089545707829,0.47087398880099673,0.8427654799356068,7.273809523809524,7.28,7.28,0.006190476190476524,0.006190476190476524,0.5196826983088161,0.5141832690402877,0.5141832690402877,-0.005499429268528422,-0.005499429268528422
258610168409,245,247.0,237.0,2.0,-8.0,31,31.0,31.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,1.75,1.75,1.75,0.0,0.0,3.0,3.0,3.0,0.0,0.0,62.77864665277036,62.763080514166845,62.84285749171083,-0.015566138603517743,0.0642108389404683,0.5,0.5,0.5,0.0,0.0,0.0046438561897747,0.0046438561897747,0.0046438561897747,0.0,0.0
260153519765,180,164.0,147.0,-16.0,-33.0,158,142.0,133.0,-16.0,-25.0,51.0,49.0,43.0,-2.0,-8.0,3.642857142857143,4.083333333333333,3.909090909090909,0.44047619047619024,0.2662337662337664,17.0,17.0,17.0,0.0,0.0,57.34534907737834,57.77401692324956,59.9016115540184,0.42866784587122453,2.5562624766400646,4.8375,4.8375,4.885714285714286,0.0,0.048214285714285765,0.1291383264146498,0.1291383264146498,0.1091886323727459,0.0,-0.019949694041903915
26064677954,1,1.0,1.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263056810,62,62.0,23.0,0.0,-39.0,59,59.0,25.0,0.0,-34.0,9.0,9.0,2.0,0.0,-7.0,1.8,1.8,1.0,0.0,-0.8,4.0,4.0,1.0,0.0,-3.0,60.568085953424,60.568085953424,63.87946046390329,0.0,3.3113745104792898,5.361702127659575,5.361702127659575,3.5,0.0,-1.8617021276595747,0.1645417227916321,0.1645417227916321,0.0686964683385192,0.0,-0.0958452544531129
27785054052,975,978.0,943.0,3.0,-32.0,596,600.0,579.0,4.0,-17.0,182.0,185.0,177.0,3.0,-5.0,5.2,5.285714285714286,5.057142857142857,0.08571428571428541,-0.14285714285714324,48.0,50.0,44.0,2.0,-4.0,18.040896600034667,17.44464735874215,19.16822322606684,-0.5962492412925187,1.127326626032172,6.63013698630137,6.657894736842105,6.119402985074627,0.027757750540735593,-0.5107340012267425,0.2919158289735634,0.3071136399687894,0.2673828924029824,0.015197810995225991,-0.024532936570580977
285547976270,91,91.0,85.0,0.0,-6.0,128,128.0,122.0,0.0,-6.0,20.0,20.0,18.0,0.0,-2.0,2.2222222222222223,2.2222222222222223,2.0,0.0,-0.22222222222222232,5.0,5.0,5.0,0.0,0.0,62.52643892087482,62.36925075230424,63.58177478697758,-0.1571881685705776,1.0553358661027659,8.96875,8.96875,8.76923076923077,0.0,-0.19951923076922995,0.0934869470918449,0.0934869470918449,0.0807106227554281,0.0,-0.012776324336416789
288458015299,147,146.0,146.0,-1.0,-1.0,125,123.0,124.0,-2.0,-1.0,43.0,42.0,42.0,-1.0,-1.0,7.166666666666667,7.0,7.0,-0.16666666666666696,-0.16666666666666696,18.0,17.0,18.0,-1.0,0.0,56.702329456072185,57.04212363097395,56.98570080128879,0.3397941749017619,0.283371345216608,5.765625,5.765625,5.125,0.0,-0.640625,0.1107227414287737,0.1107227414287737,0.1099865139610054,0.0,-0.0007362274677683023
289830531066,449,452.0,423.0,3.0,-26.0,357,358.0,340.0,1.0,-17.0,107.0,107.0,101.0,0.0,-6.0,5.631578947368421,5.631578947368421,5.315789473684211,0.0,-0.3157894736842106,14.0,14.0,12.0,0.0,-2.0,20.806205941032808,20.74197147184263,22.7194203461752,-0.06423446919017906,1.9132144051423907,9.570093457943925,9.570093457943925,9.731958762886595,0.0,0.16186530494267082,0.4443209283417113,0.4443209283417113,0.4023905587824961,0.0,-0.0419303695592152
291724734374,674,679.0,634.0,5.0,-40.0,299,300.0,283.0,1.0,-16.0,118.0,119.0,112.0,1.0,-6.0,10.727272727272728,10.818181818181818,10.181818181818182,0.09090909090908994,-0.5454545454545467,29.0,29.0,29.0,0.0,0.0,25.193934213492952,24.93182454385862,26.814862465335,-0.2621096696343308,1.6209282518420487,14.205479452054794,14.18581081081081,13.229323308270676,-0.019668641243983487,-0.9761561437841184,0.9063431390218328,0.918334836042645,0.7590259625020674,0.011991697020812153,-0.1473171765197654
293493941862,216,211.0,198.0,-5.0,-18.0,105,104.0,101.0,-1.0,-4.0,24.0,22.0,25.0,-2.0,1.0,6.0,5.5,6.25,-0.5,0.25,12.0,12.0,13.0,0.0,1.0,47.52267727698988,45.21401227898584,45.97064678222207,-2.3086649980040406,-1.5520304947678127,3.3529411764705883,3.4285714285714284,4.375,0.07563025210084007,1.0220588235294117,0.0467434735459224,0.0374567101556904,0.0482513275312748,-0.009286763390231996,0.0015078539853524003
294497416859,3084,3147.0,3024.0,63.0,-60.0,818,848.0,809.0,30.0,-9.0,206.0,215.0,205.0,9.0,-1.0,1.3205128205128205,1.3271604938271604,1.3225806451612905,0.006647673314339908,0.002067824648469996,11.0,11.0,11.0,0.0,0.0,12.412584039629936,11.756758250972265,12.571312164044498,-0.6558257886576708,0.1587281244145622,9.533333333333331,9.836065573770492,9.533333333333331,0.3027322404371606,0.0,0.5126598121837745,0.5402478587151409,0.5126598121837745,0.027588046531366373,0.0
