label,display_name,n_bypass_wins,n_agent_wins,n_ties,count_in_bypass_wins,count_in_agent_wins,count_in_ties,pct_in_bypass_wins,pct_in_agent_wins,pct_in_ties,pct_diff_vs_agent,pct_diff_vs_tie,odds_ratio_vs_agent,odds_ratio_vs_tie,chi2_pval_vs_agent,chi2_pval_vs_tie
favored simplicity,Favored Simplicity,226,0,646,82,0,362,36.283185840707965,0,56.03715170278638,36.283185840707965,-19.753965862078417,,0.4467464702271332,,4.762772770012427e-07
favored complexity,Favored Complexity,226,0,646,124,0,296,54.86725663716814,0,45.82043343653251,54.86725663716814,9.046823200635629,,1.4374668786433493,,0.023485613142448434
detailed-commit-message,Detailed Commit Message,226,0,646,55,0,124,24.336283185840706,0,19.195046439628484,24.336283185840706,5.141236746212222,,1.3539898132427843,,0.12081419022159547
unclear,Unclear,226,0,646,28,0,66,12.389380530973451,0,10.21671826625387,12.389380530973451,2.1726622647195803,,1.2427303336394246,,0.4342744894020486
simple-commit-message,Simple Commit Message,226,0,646,54,0,144,23.893805309734514,0,22.291021671826623,23.893805309734514,1.6027836379078906,,1.0944767441860466,,0.6870935169560772
test-oriented,Test-Oriented,226,0,646,1,0,12,0.4424778761061947,0,1.8575851393188854,0.4424778761061947,-1.4151072632126906,,0.2348148148148148,,0.23322803962541544
vague-commit-message,Vague Commit Message,226,0,646,45,0,120,19.911504424778762,0,18.575851393188856,19.911504424778762,1.3356530315899064,,1.089779005524862,,0.731914476941917
fix-oriented,Fix-Oriented,226,0,646,22,0,57,9.734513274336283,0,8.823529411764707,9.734513274336283,0.9109838625715767,,1.1143790849673203,,0.7825158183510479
feature-oriented,Feature-Oriented,226,0,646,12,0,40,5.3097345132743365,0,6.191950464396285,5.3097345132743365,-0.8822159511219487,,0.8495327102803738,,0.7498222552407114
modification-bias,Modification Bias,226,0,646,47,0,131,20.79646017699115,0,20.278637770897834,20.79646017699115,0.5178224060933161,,1.0322401808179453,,0.9439042682385297
accurate,Accurate,226,0,646,0,0,3,0.0,0,0.46439628482972134,0.0,-0.46439628482972134,,0.0,,0.7141439383204006
misprioritization,Misprioritization,226,0,646,4,0,14,1.7699115044247788,0,2.1671826625387,1.7699115044247788,-0.397271158113921,,0.8133848133848134,,0.928477569897644
refactor-oriented,Refactor-Oriented,226,0,646,4,0,13,1.7699115044247788,0,2.0123839009287927,1.7699115044247788,-0.24247239650401387,,0.8773388773388774,,1.0
structural-change-bias,Structural Change Bias,226,0,646,76,0,216,33.6283185840708,0,33.43653250773993,33.6283185840708,0.19178607633086386,,1.008641975308642,,1.0
lost information (compression),Lost Information,226,0,646,0,0,1,0.0,0,0.15479876160990713,0.0,-0.15479876160990713,,0.0,,1.0
