model,n,mean_advantage_exact_match,median_advantage_exact_match,std_advantage_exact_match,pct_bypass_better_exact_match,pct_agent_better_exact_match,pct_tied_exact_match,wilcoxon_p_exact_match,mean_advantage_similarity,median_advantage_similarity,std_advantage_similarity,pct_bypass_better_similarity,pct_agent_better_similarity,pct_tied_similarity,wilcoxon_p_similarity,mean_advantage_bleu3,median_advantage_bleu3,std_advantage_bleu3,pct_bypass_better_bleu3,pct_agent_better_bleu3,pct_tied_bleu3,wilcoxon_p_bleu3,mean_advantage_rouge_l,median_advantage_rouge_l,std_advantage_rouge_l,pct_bypass_better_rouge_l,pct_agent_better_rouge_l,pct_tied_rouge_l,wilcoxon_p_rouge_l
GPT-5-nano,1888,0.017478813559322032,0.0,0.3057679041521762,5.561440677966101,3.8135593220338984,90.625,0.013122333015067898,-0.012906971850092486,0.0001733517869687562,0.2032012672560673,51.271186440677965,48.09322033898305,0.6355932203389831,0.644940945331171,-0.028990395165318532,-0.0030127471984608967,0.21651009138365807,39.61864406779661,55.402542372881356,4.978813559322034,6.834448179342755e-13,-0.014753662155722378,0.0,0.18011778030187262,46.92796610169492,47.66949152542373,5.402542372881356,0.3247794363747537
LLaMA-3.1-8B,1888,0.11970338983050847,0.0,0.3247003705414154,11.970338983050848,0.0,88.02966101694916,4.443329675833845e-51,0.386360050476125,0.39024802687772153,0.3330662456188069,90.78389830508475,9.216101694915254,0.0,2.857044567002708e-258,0.44785773939794477,0.449236428365399,0.3983719588001116,88.61228813559322,11.38771186440678,0.0,1.0082273182259144e-249,0.3157267599498969,0.2758728614220799,0.3073695716714211,89.88347457627118,10.116525423728813,0.0,1.448202806401516e-249
Qwen3-32B,1888,0.11334745762711865,0.0,0.317101041496516,11.334745762711865,0.0,88.66525423728814,1.8416935909950807e-48,0.3189104921663928,0.30264539318744943,0.25954665011379197,95.60381355932203,4.396186440677966,0.0,2.210632672138318e-273,0.2956680200628929,0.27138211198276013,0.2741268859527219,93.48516949152543,6.514830508474577,0.0,3.1188390880489494e-260,0.2788463976059675,0.2501793645287103,0.2525558417456783,95.97457627118644,4.025423728813559,0.0,6.279907501526037e-271
