stratify_by,stratum,label,display_name,n_samples,delta_exact_match,bypass_win_rate_exact_match,delta_similarity,bypass_win_rate_similarity,delta_bleu3,bypass_win_rate_bleu3,delta_rouge_l,bypass_win_rate_rouge_l
project_size,large,favored simplicity,Favored Simplicity,61,0.0,0.0,0.44086009312077634,85.24590163934427,0.5393106495388574,86.88524590163935,0.3820836965814794,90.1639344262295
project_size,large,favored complexity,Favored Complexity,38,0.0,0.0,0.5341751705116526,94.73684210526316,0.6381795195211444,100.0,0.46682024493485813,100.0
project_size,large,fix-oriented,Fix-Oriented,11,0.0,0.0,0.4371927924558505,81.81818181818181,0.5224303397417778,90.9090909090909,0.36823252216512103,90.9090909090909
project_size,large,structural-change-bias,Structural Change Bias,20,0.0,0.0,0.55670705566385,95.0,0.6352196383132983,100.0,0.4735495240960879,100.0
project_size,large,vague-commit-message,Vague Commit Message,25,0.0,0.0,0.5314249448959972,92.0,0.6488040556941129,100.0,0.49591057462828236,100.0
project_size,large,simple-commit-message,Simple Commit Message,33,0.0,0.0,0.41536998996390284,81.81818181818181,0.5036096405873801,81.81818181818181,0.3344904589720685,84.84848484848484
project_size,large,detailed-commit-message,Detailed Commit Message,14,0.0,0.0,0.6648997911334648,100.0,0.7776915584894647,100.0,0.5950632687420299,100.0
project_size,large,modification-bias,Modification Bias,24,0.0,0.0,0.5152508378404236,95.83333333333333,0.6044673522923201,95.83333333333333,0.4564654247973336,95.83333333333333
project_size,medium,favored simplicity,Favored Simplicity,110,0.0,0.0,0.3071816040755032,80.0,0.35489809850998627,74.54545454545455,0.24839239789402953,77.27272727272727
project_size,medium,favored complexity,Favored Complexity,85,0.0,0.0,0.4124594086202682,91.76470588235294,0.46680942035386536,85.88235294117646,0.33950989055469627,89.41176470588235
project_size,medium,feature-oriented,Feature-Oriented,11,0.0,0.0,0.24310867196993005,81.81818181818181,0.27973225156094705,72.72727272727273,0.1472214556341644,81.81818181818181
project_size,medium,structural-change-bias,Structural Change Bias,53,0.0,0.0,0.44291888462062257,96.22641509433963,0.5105227208044004,88.67924528301887,0.3634275438088609,92.45283018867924
project_size,medium,vague-commit-message,Vague Commit Message,31,0.0,0.0,0.28524373347525145,80.64516129032258,0.34262182581621087,77.41935483870968,0.22109494017086714,74.19354838709677
project_size,medium,simple-commit-message,Simple Commit Message,59,0.0,0.0,0.3267486270685814,83.05084745762711,0.3753429497428422,79.66101694915254,0.26759433322147064,84.7457627118644
project_size,medium,detailed-commit-message,Detailed Commit Message,41,0.0,0.0,0.31681069307563625,82.92682926829268,0.3408974377457306,75.60975609756098,0.24732293310752326,80.48780487804878
project_size,medium,modification-bias,Modification Bias,58,0.0,0.0,0.33112563037063697,86.20689655172414,0.3893874847867863,79.3103448275862,0.2734930799761933,82.75862068965517
