method,sloc_mean,sloc_std,sloc_min,sloc_max,lloc_mean,lloc_std,lloc_min,lloc_max,comments_mean,comments_std,comments_min,comments_max,blank_mean,blank_std,blank_min,blank_max,cc_total_mean,cc_total_std,cc_total_min,cc_total_max,cc_avg_mean,cc_avg_std,cc_avg_min,cc_avg_max,cc_max_mean,cc_max_std,cc_max_min,cc_max_max,cc_count_mean,cc_count_std,cc_count_min,cc_count_max,h_vocabulary_mean,h_vocabulary_std,h_vocabulary_min,h_vocabulary_max,h_length_mean,h_length_std,h_length_min,h_length_max,h_difficulty_mean,h_difficulty_std,h_difficulty_min,h_difficulty_max,h_effort_mean,h_effort_std,h_effort_min,h_effort_max,h_bugs_mean,h_bugs_std,h_bugs_min,h_bugs_max,mi_score_mean,mi_score_std,mi_score_min,mi_score_max,n_samples
a_only,523.4257425742575,622.1832848906962,0,3888,344.4092409240924,412.69534509289343,0,2685,56.91089108910891,132.657111576622,0,1788,117.77557755775578,157.6459561201603,0,1285,104.99339933993399,150.9560480176539,0.0,1189.0,4.1108487713159425,3.4564060559648304,0.0,30.2,16.056105610561055,20.22227856465303,0.0,175.0,26.85148514851485,36.003877496832175,0,246,105.4059405940594,153.20288099787624,0.0,1296.0,195.55115511551156,313.0265151639413,0.0,2644.0,6.089701216720127,4.214006368783875,0.0,16.327298050139277,16739.072341950825,41052.120717163256,0.0,405765.2240775651,0.5096316482219947,0.9990334155769319,0.0,9.112854469208981,44.71642311498614,27.933752548048208,0.0,100.0,303
agent,252.12457912457913,398.8118434232318,0,2502,169.5151515151515,266.353670223028,0,1663,22.141414141414142,51.4127462310707,0,551,53.794612794612796,106.71970852235393,0,1022,22.767676767676768,45.99335181456568,0.0,278.0,1.7026215126796767,3.1435489947228166,0.0,29.4,4.831649831649831,9.274271023218104,0.0,93.0,6.494949494949495,13.893932472175024,0,86,24.75084175084175,54.79475100285373,0.0,455.0,44.572390572390574,106.56964943683627,0.0,950.0,2.109647383616676,3.518559017935211,0.0,16.26923076923077,2823.2392397790495,9185.561884038789,0.0,71233.73833617171,0.10111982311443933,0.2802447320011342,0.0,2.796078866110585,24.73588004862745,32.06783177575276,0.0,100.0,297
b_only,527.3774834437086,641.7598907419149,1,3892,347.4834437086093,429.18299660573336,1,2684,52.019867549668874,89.99973940151833,0,682,117.23841059602648,155.76627472056506,0,1164,106.91059602649007,159.07958460943598,0.0,1169.0,4.194534530595727,3.521279223649453,0.0,29.4,15.97019867549669,19.0670030142943,0.0,174.0,26.75496688741722,36.53605453378773,0,245,108.77814569536424,166.47139304855617,0.0,1273.0,202.28476821192052,335.06414078250486,0.0,2600.0,6.0854165330986385,4.226171981421392,0.0,16.46472392638037,17617.731258980166,43956.24487948136,0.0,415801.9189093324,0.5340519811346127,1.0796994821534138,0.0,8.935376471146544,45.61475122810947,27.73786456446975,0.0,100.0,302
bypass,517.5379537953795,622.6192146638639,1,3888,340.036303630363,411.7124575286797,1,2685,56.51815181518152,132.7561581136736,0,1788,116.61386138613861,157.69968758008022,0,1285,103.82178217821782,150.77453866857158,0.0,1189.0,4.1468272420134475,3.4918340677477526,0.0,30.2,15.930693069306932,20.23696903548627,0.0,175.0,26.462046204620464,35.7594665617276,0,245,104.51815181518151,152.5108361166403,0.0,1296.0,193.88448844884488,311.9460438842251,0.0,2644.0,6.077882547687805,4.206532319457546,0.0,16.327298050139277,16578.369332626182,40933.929707195966,0.0,405765.2240775651,0.5048723432467064,0.9951597554766123,0.0,9.112854469208981,45.56473315067888,27.81028669509304,0.0,100.0,303
ground_truth,536.4918032786885,638.0930735337938,0,3990,352.5606557377049,424.91119477714045,0,2756,58.868852459016395,134.2972541811139,0,1787,119.41967213114754,157.67901566205725,0,1185,107.16065573770491,156.8811476869308,0.0,1215.0,4.125934210568405,3.5684370849399407,0.0,30.2,16.0,19.121667236272486,0.0,174.0,27.20655737704918,36.822118053039716,0,246,107.20327868852459,158.33555927624127,0.0,1322.0,199.36065573770492,323.633068336073,0.0,2695.0,6.101004177437105,4.258663938057033,0.0,16.327298050139277,17400.961203567957,43822.322759722,0.0,419823.85961009876,0.5223998842439457,1.0397924410187112,0.0,9.31437497125441,44.01316823808735,27.97316104316639,0.0,100.0,305
