method,sloc_mean,sloc_std,sloc_min,sloc_max,lloc_mean,lloc_std,lloc_min,lloc_max,comments_mean,comments_std,comments_min,comments_max,blank_mean,blank_std,blank_min,blank_max,cc_total_mean,cc_total_std,cc_total_min,cc_total_max,cc_avg_mean,cc_avg_std,cc_avg_min,cc_avg_max,cc_max_mean,cc_max_std,cc_max_min,cc_max_max,cc_count_mean,cc_count_std,cc_count_min,cc_count_max,h_vocabulary_mean,h_vocabulary_std,h_vocabulary_min,h_vocabulary_max,h_length_mean,h_length_std,h_length_min,h_length_max,h_difficulty_mean,h_difficulty_std,h_difficulty_min,h_difficulty_max,h_effort_mean,h_effort_std,h_effort_min,h_effort_max,h_bugs_mean,h_bugs_std,h_bugs_min,h_bugs_max,mi_score_mean,mi_score_std,mi_score_min,mi_score_max,n_samples
a_only,536.8271739130435,723.8650292318175,0,8679,359.925,566.1549596441824,0,9055,54.85,108.68596535063867,0,1788,115.15978260869565,176.5509895674735,0,2248,111.27173913043478,201.63779371273063,0.0,3138.0,4.373077367161179,4.295182612164819,0.0,47.333333333333336,17.657608695652176,21.950957968965973,0.0,175.0,27.778260869565216,56.01586093215964,0,1000,113.37717391304348,187.87907960569865,0.0,2584.0,215.66086956521738,400.4665453720777,0.0,5569.0,6.350397976713306,4.4580226375188134,0.0,20.3943661971831,20571.148210586955,67882.82102313077,0.0,1159430.3344052841,0.5754758798071433,1.3755644412219326,0.0,21.04226296176349,44.521596638281856,28.32615519112389,0.0,100.0,920
agent,396.97055616139585,551.8487528982423,0,7710,268.89203925845146,410.90215783069334,0,8060,37.01526717557252,62.6543316047845,0,619,83.13522355507088,130.0796415111755,0,2039,57.267175572519086,122.46013317051614,0.0,2799.0,3.0484262890454867,4.381487485574888,0.0,47.333333333333336,10.668484187568158,15.627459428902322,0.0,139.0,15.038167938931299,35.93823036656178,0,879,59.9803707742639,115.6536561169807,0.0,2310.0,111.57797164667393,242.8984676445918,0.0,5059.0,4.11101204139035,4.4952274753918235,0.0,18.720227670753065,9373.46574720608,40266.75402548753,0.0,1058210.1525701948,0.2776176738320292,0.794042720515474,0.0,18.842544210853,34.94931135439922,31.95815373157274,0.0,100.0,917
b_only,536.5092896174864,738.9494751155617,1,8756,360.87540983606556,579.2163326017741,1,9133,51.85027322404372,84.06977465367167,0,682,114.5846994535519,172.88100088169307,0,2248,111.83497267759563,207.64424234616382,0.0,3164.0,4.366385805520301,4.332472265944738,0.0,47.333333333333336,17.4,21.20530052229159,0.0,175.0,27.63606557377049,56.22981339539975,0,993,114.76393442622951,196.77673151989887,0.0,2617.0,218.90273224043716,416.3765080269637,0.0,5641.0,6.270674947435206,4.4673986383703,0.0,20.77777777777778,21217.497967140465,70488.60075747776,0.0,1174831.472324825,0.589203518169829,1.4340660732898645,0.0,21.34873719907999,45.40338274208192,28.680664083748347,0.0,100.0,915
bypass,533.9584699453552,727.8993263807695,1,8756,357.8459016393443,569.6151213865184,1,9133,53.321311475409836,100.42077521388806,0,1788,114.82076502732241,177.569404575865,0,2248,110.77486338797814,202.97079594466084,0.0,3164.0,4.376616401761839,4.326790505102512,0.0,47.333333333333336,17.511475409836066,21.92668881010696,0.0,175.0,27.54863387978142,56.00037693090115,0,1000,113.14207650273224,189.63829884115796,0.0,2617.0,215.4775956284153,404.50923650606603,0.0,5641.0,6.3190549957932864,4.472347355949088,0.0,20.77777777777778,20649.68662213356,68674.04346189488,0.0,1174831.472324825,0.5761546852648526,1.3909655018095792,0.0,21.34873719907999,45.17652974539488,28.592010979096926,0.0,100.0,915
ground_truth,547.8855291576674,735.3949627285904,0,8719,367.2473002159827,574.5747159263902,0,9093,56.33477321814255,110.2048128654337,0,1787,117.02159827213823,178.23765964799392,0,2255,112.40820734341253,206.0156113151128,0.0,3151.0,4.317973108025508,4.405372648613651,0.0,47.333333333333336,17.45680345572354,21.540804073883496,0.0,175.0,27.90388768898488,56.49756221485035,0,1002,114.30561555075595,193.11174894149323,0.0,2604.0,217.9449244060475,409.67382700261317,0.0,5606.0,6.280915540134757,4.555494471236725,0.0,20.3943661971831,21140.041446642146,69634.55199198978,0.0,1166913.5170296575,0.5848067022908094,1.4094019235831883,0.0,21.202851996042185,42.94163826815145,28.684705775360946,0.0,100.0,926
