sample_id,full_sample_id,method,sloc,lloc,comments,multi_comments,blank,cc_total,cc_avg,cc_max,cc_count,h_vocabulary,h_length,h_difficulty,h_effort,h_bugs,h_time,h_volume,mi_score,parse_error,error_message,source
110606214242,110606214242-1,agent,628,413,65,264,176,97.0,5.105263157894737,19.0,19,172.0,297.0,11.454545454545455,25264.152695496537,0.7352002107155077,1403.5640386386965,2205.600632146523,36.31611293493754,False,,2025-11-11-gpt5nano-pass-classifications
110606214242,110606214242-1,bypass,638,493,66,265,171,108.0,4.5,19.0,24,197.0,387.0,12.871508379888269,37967.52659617117,0.9832446847098725,2109.3070331206204,2949.7340541296176,32.124717259332115,False,,2025-11-11-gpt5nano-pass-classifications
110606214242,110606214242-1,a_only,638,493,66,265,171,108.0,4.5,19.0,24,197.0,387.0,12.871508379888269,37967.52659617117,0.9832446847098725,2109.3070331206204,2949.7340541296176,32.124717259332115,False,,2025-11-11-gpt5nano-pass-classifications
110606214242,110606214242-1,b_only,630,415,65,265,176,98.0,5.157894736842105,19.0,19,174.0,300.0,11.423076923076923,25506.394826158532,0.744294349584873,1417.021934786585,2232.883048754619,36.098233485801686,False,,2025-11-11-gpt5nano-pass-classifications
110606214242,110606214242-1,ground_truth,638,493,66,265,171,108.0,4.5,19.0,24,197.0,387.0,12.871508379888269,37967.52659617117,0.9832446847098725,2109.3070331206204,2949.7340541296176,32.124717259332115,False,,2025-11-11-gpt5nano-pass-classifications
111549708192,111549708192-1,agent,63,61,29,0,17,11.0,2.2,3.0,5,8.0,12.0,1.3333333333333333,48.0,0.012,2.6666666666666665,36.0,77.78993945966808,False,,2025-11-11-gpt5nano-pass-classifications
111549708192,111549708192-1,bypass,48,46,60,0,20,7.0,2.3333333333333335,3.0,3,8.0,12.0,1.3333333333333333,48.0,0.012,2.6666666666666665,36.0,73.6356761297677,False,,2025-11-11-gpt5nano-pass-classifications
111549708192,111549708192-1,a_only,45,50,33,0,14,10.0,2.0,3.0,5,3.0,3.0,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297,4.754887502163469,85.75702770341564,False,,2025-11-11-gpt5nano-pass-classifications
111549708192,111549708192-1,b_only,48,46,60,0,20,7.0,2.3333333333333335,3.0,3,8.0,12.0,1.3333333333333333,48.0,0.012,2.6666666666666665,36.0,73.6356761297677,False,,2025-11-11-gpt5nano-pass-classifications
111549708192,111549708192-1,ground_truth,48,46,60,0,20,7.0,2.3333333333333335,3.0,3,8.0,12.0,1.3333333333333333,48.0,0.012,2.6666666666666665,36.0,73.6356761297677,False,,2025-11-11-gpt5nano-pass-classifications
112177815245,112177815245-1,agent,89,52,7,14,26,34.0,11.333333333333334,20.0,3,27.0,38.0,3.5714285714285716,645.3061610078994,0.06022857502740395,35.85034227821663,180.68572508221183,67.16690148283489,False,,2025-11-11-gpt5nano-pass-classifications
112177815245,112177815245-1,bypass,91,52,7,13,25,34.0,11.333333333333334,20.0,3,27.0,38.0,3.5714285714285716,645.3061610078994,0.06022857502740395,35.85034227821663,180.68572508221183,66.60273337728364,False,,2025-11-11-gpt5nano-pass-classifications
112177815245,112177815245-1,a_only,91,52,7,13,25,34.0,11.333333333333334,20.0,3,27.0,38.0,3.5714285714285716,645.3061610078994,0.06022857502740395,35.85034227821663,180.68572508221183,66.60273337728364,False,,2025-11-11-gpt5nano-pass-classifications
112177815245,112177815245-1,b_only,91,52,7,13,25,34.0,11.333333333333334,20.0,3,27.0,38.0,3.5714285714285716,645.3061610078994,0.06022857502740395,35.85034227821663,180.68572508221183,66.60273337728364,False,,2025-11-11-gpt5nano-pass-classifications
112177815245,112177815245-1,ground_truth,91,52,7,13,25,34.0,11.333333333333334,20.0,3,27.0,38.0,3.5714285714285716,645.3061610078994,0.06022857502740395,35.85034227821663,180.68572508221183,66.60273337728364,False,,2025-11-11-gpt5nano-pass-classifications
126300906186,126300906186-1,agent,151,121,39,4,46,32.0,2.6666666666666665,5.0,12,15.0,15.0,2.5,146.50839733531944,0.019534452978042596,8.139355407517748,58.60335893412778,65.49697733323052,False,,2025-11-11-gpt5nano-pass-classifications
126300906186,126300906186-1,bypass,151,121,39,4,46,32.0,2.6666666666666665,5.0,12,15.0,15.0,2.5,146.50839733531944,0.019534452978042596,8.139355407517748,58.60335893412778,65.49697733323052,False,,2025-11-11-gpt5nano-pass-classifications
126300906186,126300906186-1,a_only,151,121,41,4,46,32.0,2.6666666666666665,5.0,12,15.0,15.0,2.5,146.50839733531944,0.019534452978042596,8.139355407517748,58.60335893412778,65.82187073660786,False,,2025-11-11-gpt5nano-pass-classifications
126300906186,126300906186-1,b_only,151,121,39,4,46,32.0,2.6666666666666665,5.0,12,15.0,15.0,2.5,146.50839733531944,0.019534452978042596,8.139355407517748,58.60335893412778,65.49697733323052,False,,2025-11-11-gpt5nano-pass-classifications
126300906186,126300906186-1,ground_truth,151,121,39,4,46,32.0,2.6666666666666665,5.0,12,15.0,15.0,2.5,146.50839733531944,0.019534452978042596,8.139355407517748,58.60335893412778,65.49697733323052,False,,2025-11-11-gpt5nano-pass-classifications
128880763285,128880763285-1,agent,329,223,33,237,94,57.0,5.181818181818182,15.0,11,62.0,98.0,7.68,4481.366311049577,0.1945037461393046,248.96479505830985,583.5112384179138,50.82879473105963,False,,2025-11-11-gpt5nano-pass-classifications
128880763285,128880763285-1,bypass,594,381,71,354,161,98.0,4.454545454545454,15.0,22,120.0,213.0,7.722222222222222,11360.683881343411,0.49038923228820486,631.1491045190784,1471.1676968646145,39.78589936926252,False,,2025-11-11-gpt5nano-pass-classifications
128880763285,128880763285-1,a_only,594,381,71,354,161,98.0,4.454545454545454,15.0,22,120.0,213.0,7.722222222222222,11360.683881343411,0.49038923228820486,631.1491045190784,1471.1676968646145,39.78589936926252,False,,2025-11-11-gpt5nano-pass-classifications
128880763285,128880763285-1,b_only,595,381,75,352,161,98.0,4.454545454545454,15.0,22,120.0,213.0,7.722222222222222,11360.683881343411,0.49038923228820486,631.1491045190784,1471.1676968646145,39.77182291827828,False,,2025-11-11-gpt5nano-pass-classifications
128880763285,128880763285-1,ground_truth,594,381,71,354,161,98.0,4.454545454545454,15.0,22,120.0,213.0,7.722222222222222,11360.683881343411,0.49038923228820486,631.1491045190784,1471.1676968646145,39.78589936926252,False,,2025-11-11-gpt5nano-pass-classifications
139754256322,139754256322-1,agent,24,6,10,52,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,False,,2025-11-11-gpt5nano-pass-classifications
139754256322,139754256322-1,bypass,23,5,10,45,21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,False,,2025-11-11-gpt5nano-pass-classifications
139754256322,139754256322-1,a_only,23,6,10,51,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,False,,2025-11-11-gpt5nano-pass-classifications
139754256322,139754256322-1,b_only,23,5,10,45,21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,False,,2025-11-11-gpt5nano-pass-classifications
139754256322,139754256322-1,ground_truth,24,6,10,52,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,False,,2025-11-11-gpt5nano-pass-classifications
150759969909,150759969909-1,agent,72,54,3,0,19,11.0,2.75,4.0,4,9.0,9.0,1.5,42.793987519471216,0.009509775004326938,2.377443751081734,28.529325012980813,62.94546098834681,False,,2025-11-11-gpt5nano-pass-classifications
150759969909,150759969909-1,bypass,58,39,0,0,14,9.0,2.25,3.0,4,9.0,9.0,1.5,42.793987519471216,0.009509775004326938,2.377443751081734,28.529325012980813,54.29558614094047,False,,2025-11-11-gpt5nano-pass-classifications
150759969909,150759969909-1,a_only,58,39,0,0,14,9.0,2.25,3.0,4,9.0,9.0,1.5,42.793987519471216,0.009509775004326938,2.377443751081734,28.529325012980813,54.29558614094047,False,,2025-11-11-gpt5nano-pass-classifications
150759969909,150759969909-1,b_only,73,55,3,0,17,11.0,2.75,4.0,4,9.0,9.0,1.5,42.793987519471216,0.009509775004326938,2.377443751081734,28.529325012980813,62.694067262198175,False,,2025-11-11-gpt5nano-pass-classifications
150759969909,150759969909-1,ground_truth,73,55,3,0,17,11.0,2.75,4.0,4,9.0,9.0,1.5,42.793987519471216,0.009509775004326938,2.377443751081734,28.529325012980813,62.694067262198175,False,,2025-11-11-gpt5nano-pass-classifications
156461963067,156461963067-1,agent,374,364,143,300,150,108.0,6.0,18.0,18,229.0,494.0,11.355140186915888,43973.537436015584,1.2908555571066302,2442.974302000866,3872.5666713198907,29.156323555452754,False,,2025-11-11-gpt5nano-pass-classifications
156461963067,156461963067-1,bypass,376,367,135,300,152,108.0,6.0,18.0,18,230.0,497.0,11.372093023255815,44342.162408166616,1.2997361851064515,2463.4534671203673,3899.2085553193547,29.537860229767723,False,,2025-11-11-gpt5nano-pass-classifications
156461963067,156461963067-1,a_only,376,367,135,300,152,108.0,6.0,18.0,18,230.0,497.0,11.372093023255815,44342.162408166616,1.2997361851064515,2463.4534671203673,3899.2085553193547,29.537860229767723,False,,2025-11-11-gpt5nano-pass-classifications
156461963067,156461963067-1,b_only,376,365,134,300,151,107.0,5.944444444444445,18.0,18,229.0,494.0,11.355140186915888,43973.537436015584,1.2908555571066302,2442.974302000866,3872.5666713198907,29.79073434290919,False,,2025-11-11-gpt5nano-pass-classifications
156461963067,156461963067-1,ground_truth,376,367,135,300,152,108.0,6.0,18.0,18,230.0,497.0,11.372093023255815,44342.162408166616,1.2997361851064515,2463.4534671203673,3899.2085553193547,29.537860229767723,False,,2025-11-11-gpt5nano-pass-classifications
156891706841,156891706841-1,agent,431,200,46,0,61,53.0,10.6,29.0,5,64.0,119.0,7.037037037037037,5024.444444444444,0.238,279.1358024691358,714.0,41.414608503993435,False,,2025-11-11-gpt5nano-pass-classifications
