label,quantitative_metric,mean_with_label,mean_without_label,diff_means,mann_whitney_u,mann_whitney_p,n_with,n_without
modification_bias,gt_sloc,558.5730337078652,511.56340057636885,47.009633131496344,66361.0,0.1253701500623024,178,694
accurate,bypass_vs_gt_diff_lines_removed,0.0,-23.327546296296298,23.327546296296298,1920.0,0.1294701968981352,3,869
feature_oriented,agent_vs_gt_diff_lines_added,36.36,36.085470085470085,0.27452991452991427,17875.5,0.13126377542863277,52,820
test_oriented,agent_vs_bypass_diff_lines_added,149.69230769230768,74.36662749706228,75.3256801952454,6868.0,0.13456090252612132,13,859
misprioritization,agent_vs_bypass_diff_total_change,54.705882352941174,143.71074380165288,-89.00486144871171,5690.0,0.1385199792115893,18,854
structural_change_bias,bypass_vs_gt_diff_hunks,-3.1164383561643834,-2.773913043478261,-0.3425253126861225,88660.0,0.14694148770999924,292,580
fix_oriented,gt_diff_lines_added,126.18987341772151,100.78562421185372,25.4042492058678,34416.5,0.14739876699092985,79,793
feature_oriented,agent_vs_bypass_diff_lines_removed,166.02,60.34398034398034,105.67601965601966,22822.5,0.14778438281256362,52,820
misprioritization,agent_vs_gt_loc,-45.333333333333336,-6.484136310223267,-38.849197023110065,6136.5,0.14824740534235387,18,854
misprioritization,agent_vs_gt_loc_delta,-45.333333333333336,-6.484136310223267,-38.849197023110065,6136.5,0.14824740534235387,18,854
accurate,agent_vs_gt_sloc_delta,-66.33333333333333,-9.347575057736721,-56.98575827559661,673.0,0.14842674354787444,3,869
accurate,agent_vs_gt_sloc,-66.33333333333333,-9.347575057736721,-56.98575827559661,673.0,0.14842674354787444,3,869
feature_oriented,n_commits_total,15.365384615384615,13.292682926829269,2.0727016885553464,23826.0,0.15299732657790455,52,820
accurate,bypass_vs_gt_loc_delta,0.3333333333333333,-16.269675925925927,16.60300925925926,1887.0,0.16187477458204946,3,869
accurate,bypass_vs_gt_loc,0.3333333333333333,-16.269675925925927,16.60300925925926,1887.0,0.16187477458204946,3,869
fix_oriented,bypass_vs_gt_diff_lines_removed,-48.782051282051285,-20.722433460076047,-28.059617821975237,27991.0,0.16540246872464215,79,793
test_oriented,gt_diff_hunks,10.23076923076923,7.542491268917345,2.6882779618518846,6810.5,0.1707249596964261,13,859
test_oriented,bypass_vs_gt_diff_total_change,-97.15384615384616,-61.659250585480095,-35.494595568366066,4344.0,0.17100150547442683,13,859
feature_oriented,gt_diff_hunks,9.711538461538462,7.447560975609756,2.263977485928706,23705.5,0.17281668497709723,52,820
favored_complexity,agent_vs_gt_loc,-29.595693779904305,13.385809312638582,-42.98150309254289,99263.5,0.17543634534386465,420,452
favored_complexity,agent_vs_gt_loc_delta,-29.595693779904305,13.385809312638582,-42.98150309254289,99263.5,0.17543634534386465,420,452
test_oriented,bypass_vs_gt_diff_hunks,-5.461538461538462,-2.850117096018735,-2.6114213655197265,4420.0,0.1757407952509572,13,859
feature_oriented,bypass_vs_gt_diff_total_change,-73.9423076923077,-61.441717791411044,-12.50058990089665,18872.0,0.17833382607283732,52,820
accurate,bypass_vs_gt_diff_hunks,0.0,-2.8993055555555554,2.8993055555555554,1839.0,0.17872102733466255,3,869
misprioritization,gt_diff_total_change,353.22222222222223,151.6592505854801,201.56297163674213,9092.0,0.18378600197755712,18,854
feature_oriented,agent_vs_gt_diff_hunks,-1.28,-0.11355311355311355,-1.1664468864468864,18246.0,0.18750022050682957,52,820
feature_oriented,agent_vs_bypass_loc_delta,-94.02,15.378378378378379,-109.39837837837837,18133.0,0.19547137328749598,52,820
feature_oriented,agent_vs_bypass_loc,-94.02,15.378378378378379,-109.39837837837837,18133.0,0.19547137328749598,52,820
favored_complexity,agent_vs_gt_diff_lines_removed,60.29425837320574,26.747228381374722,33.547029991831025,98995.0,0.19757997461414156,420,452
test_oriented,bypass_vs_gt_diff_lines_added,-70.61538461538461,-38.46252927400469,-32.152855341379926,4435.0,0.204177537139962,13,859
structural_change_bias,agent_vs_gt_diff_lines_added,34.391752577319586,36.96193771626297,-2.570185138943387,88396.5,0.21827385807147304,292,580
detailed_commit_message,bypass_vs_gt_diff_total_change,-55.022346368715084,-64.05668604651163,9.034339677796545,65157.0,0.22253134641912153,179,693
detailed_commit_message,gt_loc_delta,57.0,49.298701298701296,7.701298701298704,65671.5,0.22455541538568013,179,693
modification_bias,gt_sloc_delta,40.29213483146067,37.46685878962536,2.825276041835309,65405.5,0.22461959495473993,178,694
favored_complexity,agent_vs_gt_sloc_delta,-31.19138755980861,10.518847006651885,-41.7102345664605,98717.0,0.22668202267854787,420,452
favored_complexity,agent_vs_gt_sloc,-31.19138755980861,10.518847006651885,-41.7102345664605,98717.0,0.22668202267854787,420,452
detailed_commit_message,gt_diff_hunks,6.837988826815643,7.774891774891775,-0.9369029480761322,58440.0,0.22986567342504027,179,693
misprioritization,agent_vs_bypass_loc_delta,37.1764705882353,8.482880755608027,28.693589832627268,5990.5,0.2353547457445181,18,854
misprioritization,agent_vs_bypass_loc,37.1764705882353,8.482880755608027,28.693589832627268,5990.5,0.2353547457445181,18,854
modification_bias,gt_loc_delta,50.11797752808989,51.07492795389049,-0.9569504258005992,65291.5,0.2395312969733534,178,694
simple_commit_message,agent_vs_gt_diff_lines_removed,45.775510204081634,42.04160475482912,3.7339054492525108,69556.0,0.2414056648957622,198,674
detailed_commit_message,bypass_vs_gt_diff_lines_added,-37.69832402234637,-39.26889534883721,1.5705713264908425,64955.0,0.24823552495228263,179,693
accurate,gt_diff_hunks,8.333333333333334,7.579976985040276,0.7533563482930576,1796.5,0.25492783028547883,3,869
vague_commit_message,agent_vs_gt_diff_total_change,93.88484848484849,75.49289772727273,18.391950757575756,61355.0,0.2590140688535516,165,707
feature_oriented,agent_vs_gt_loc,-89.66,-2.26007326007326,-87.39992673992674,18558.5,0.2656502129031423,52,820
feature_oriented,agent_vs_gt_loc_delta,-89.66,-2.26007326007326,-87.39992673992674,18558.5,0.2656502129031423,52,820
refactor_oriented,agent_vs_bypass_sloc,54.375,1.4846698113207548,52.89033018867924,7880.5,0.26731284476328787,17,855
refactor_oriented,agent_vs_bypass_sloc_delta,54.375,1.4846698113207548,52.89033018867924,7880.5,0.26731284476328787,17,855
fix_oriented,gt_loc,642.367088607595,661.8461538461538,-19.47906523855886,33667.0,0.27242032122077575,79,793
simple_commit_message,bypass_vs_gt_diff_lines_removed,-26.040816326530614,-22.43070044709389,-3.610115879436723,62570.5,0.27659531870251464,198,674
accurate,gt_loc_delta,106.33333333333333,50.68814729574223,55.645186037591095,1771.5,0.28292962615630135,3,869
feature_oriented,gt_diff_lines_added,109.4423076923077,102.68414634146342,6.758161350844276,23194.5,0.2872593157754888,52,820
feature_oriented,agent_vs_bypass_diff_lines_added,71.94,75.71867321867322,-3.7786732186732195,18536.0,0.2896116289580589,52,820
unclear,bypass_vs_gt_sloc_delta,-7.836956521739131,-12.43741935483871,4.600462833099579,37936.0,0.29845415810068154,94,778
unclear,bypass_vs_gt_sloc,-7.836956521739131,-12.43741935483871,4.600462833099579,37936.0,0.29845415810068154,94,778
misprioritization,gt_diff_lines_added,232.22222222222223,100.36533957845434,131.8568826437679,8783.0,0.29972712398370416,18,854
misprioritization,n_commits_a,5.277777777777778,9.11592505854801,-3.838147280770232,6613.5,0.3029225159209422,18,854
feature_oriented,bypass_vs_gt_diff_lines_removed,-38.42307692307692,-22.278527607361962,-16.144549315714958,19500.5,0.30975036858493166,52,820
accurate,bypass_vs_gt_sloc,0.0,-11.99074074074074,11.99074074074074,1722.0,0.3099830520201914,3,869
accurate,bypass_vs_gt_sloc_delta,0.0,-11.99074074074074,11.99074074074074,1722.0,0.3099830520201914,3,869
feature_oriented,bypass_vs_gt_diff_hunks,-3.519230769230769,-2.849079754601227,-0.6701510146295422,19535.5,0.3106258212217812,52,820
unclear,n_commits_a,12.74468085106383,8.588688946015424,4.155991905048406,34270.5,0.3119450990092909,94,778
accurate,agent_vs_gt_diff_lines_removed,-1.6666666666666667,43.03810623556582,-44.704772902232484,863.0,0.3127911698274204,3,869
feature_oriented,agent_vs_gt_diff_lines_removed,126.08,37.804639804639805,88.2753601953602,22204.5,0.31279177791163004,52,820
refactor_oriented,n_commits_a,4.764705882352941,9.121637426900584,-4.356931544547643,6277.0,0.32787937462089356,17,855
test_oriented,gt_sloc,810.3846153846154,516.7823050058207,293.60231037879464,6458.5,0.33192953232436506,13,859
accurate,agent_vs_bypass_diff_hunks,0.6666666666666666,2.7166085946573753,-2.0499419279907087,876.5,0.33201398458000875,3,869
unclear,bypass_vs_gt_loc_delta,-9.847826086956522,-16.967741935483872,7.11991584852735,37774.0,0.33751397924762516,94,778
unclear,bypass_vs_gt_loc,-9.847826086956522,-16.967741935483872,7.11991584852735,37774.0,0.33751397924762516,94,778
vague_commit_message,agent_vs_gt_diff_lines_removed,56.63636363636363,39.66051136363637,16.975852272727266,55313.5,0.3376783244946422,165,707
detailed_commit_message,gt_sloc_delta,44.927374301675975,36.265512265512264,8.661862036163711,64874.5,0.34250046080312013,179,693
fix_oriented,agent_vs_bypass_loc_delta,15.692307692307692,8.388040712468193,7.304266979839499,28692.5,0.3507204771900855,79,793
fix_oriented,agent_vs_bypass_loc,15.692307692307692,8.388040712468193,7.304266979839499,28692.5,0.3507204771900855,79,793
test_oriented,gt_loc,979.5384615384615,655.2467986030268,324.2916629354347,6425.0,0.35078581364651995,13,859
feature_oriented,bypass_vs_gt_loc,2.9038461538461537,-17.4319018404908,20.335747994336952,19607.0,0.35388790410307236,52,820
feature_oriented,bypass_vs_gt_loc_delta,2.9038461538461537,-17.4319018404908,20.335747994336952,19607.0,0.35388790410307236,52,820
feature_oriented,agent_vs_bypass_sloc,-83.18,7.724815724815725,-90.90481572481573,18767.5,0.3552395809095875,52,820
feature_oriented,agent_vs_bypass_sloc_delta,-83.18,7.724815724815725,-90.90481572481573,18767.5,0.3552395809095875,52,820
fix_oriented,agent_vs_bypass_diff_lines_removed,62.6025641025641,66.84223918575064,-4.23967508318654,32559.5,0.36344910462777913,79,793
accurate,gt_diff_lines_added,126.33333333333333,103.00690448791714,23.32642884541619,1697.0,0.36677148174426366,3,869
refactor_oriented,agent_vs_gt_sloc_delta,40.5,-10.483001172332942,50.98300117233294,7713.0,0.37046393433505354,17,855
refactor_oriented,agent_vs_gt_sloc,40.5,-10.483001172332942,50.98300117233294,7713.0,0.37046393433505354,17,855
refactor_oriented,n_commits_b,3.7058823529411766,4.392982456140351,-0.6871001031991746,8136.5,0.3723154349835127,17,855
fix_oriented,gt_sloc,488.0126582278481,524.4615384615385,-36.448880233690375,33218.0,0.3749783400273453,79,793
simple_commit_message,gt_diff_lines_removed,55.025252525252526,52.0593471810089,2.965905344243623,69486.5,0.37510001927975123,198,674
test_oriented,bypass_vs_gt_sloc,-33.92307692307692,-11.614754098360656,-22.308322824716264,4782.5,0.37592414520733164,13,859
test_oriented,bypass_vs_gt_sloc_delta,-33.92307692307692,-11.614754098360656,-22.308322824716264,4782.5,0.37592414520733164,13,859
misprioritization,agent_vs_bypass_sloc,30.0,1.911452184179457,28.088547815820544,6306.5,0.3805657251676914,18,854
misprioritization,agent_vs_bypass_sloc_delta,30.0,1.911452184179457,28.088547815820544,6306.5,0.3805657251676914,18,854
test_oriented,bypass_vs_gt_loc_delta,-44.07692307692308,-15.788056206088992,-28.288866870834088,4797.5,0.38875474593716,13,859
test_oriented,bypass_vs_gt_loc,-44.07692307692308,-15.788056206088992,-28.288866870834088,4797.5,0.38875474593716,13,859
refactor_oriented,agent_vs_bypass_loc_delta,70.9375,7.879716981132075,63.05778301886792,7635.0,0.38960317320422866,17,855
refactor_oriented,agent_vs_bypass_loc,70.9375,7.879716981132075,63.05778301886792,7635.0,0.38960317320422866,17,855
fix_oriented,bypass_vs_gt_diff_hunks,-2.5641025641025643,-2.9214195183776934,0.3573169542751291,29079.5,0.38967592891171343,79,793
structural_change_bias,agent_vs_bypass_diff_total_change,125.3298969072165,150.4048865619546,-25.07498965473812,86349.0,0.39046147002154163,292,580
fix_oriented,agent_vs_bypass_sloc,7.628205128205129,1.9516539440203562,5.676551184184772,28871.5,0.3961783804749994,79,793
fix_oriented,agent_vs_bypass_sloc_delta,7.628205128205129,1.9516539440203562,5.676551184184772,28871.5,0.3961783804749994,79,793
misprioritization,bypass_vs_gt_sloc,-8.764705882352942,-12.012941176470589,3.248235294117647,6415.0,0.4133315820730755,18,854
misprioritization,bypass_vs_gt_sloc_delta,-8.764705882352942,-12.012941176470589,3.248235294117647,6415.0,0.4133315820730755,18,854
refactor_oriented,agent_vs_gt_diff_hunks,1.25,-0.20750293083235638,1.4575029308323564,7622.0,0.4139206586709818,17,855
feature_oriented,agent_vs_gt_diff_total_change,162.44,73.89010989010988,88.54989010989011,19072.0,0.4155131189157252,52,820
vague_commit_message,bypass_vs_gt_diff_lines_added,-52.876543209876544,-35.743262411347516,-17.13328079852903,59371.0,0.4213953461531682,165,707
vague_commit_message,bypass_vs_gt_diff_total_change,-84.04320987654322,-57.170212765957444,-26.87299711058577,59361.5,0.424807995167092,165,707
vague_commit_message,agent_vs_bypass_diff_lines_added,90.79629629629629,71.97008547008546,18.826210826210826,59130.0,0.4282958260817147,165,707
vague_commit_message,gt_diff_total_change,182.36363636363637,149.62517680339462,32.73845956024175,60569.5,0.441597447366873,165,707
fix_oriented,agent_vs_gt_diff_lines_added,7.924050632911392,38.91898734177215,-30.99493670886076,29602.0,0.45100668760793405,79,793
refactor_oriented,agent_vs_bypass_diff_lines_added,79.75,75.41981132075472,4.330188679245282,7520.0,0.4569627430194265,17,855
misprioritization,bypass_vs_gt_diff_hunks,-1.588235294117647,-2.915294117647059,1.327058823529412,7933.5,0.45732134057493035,18,854
accurate,n_commits_total,14.666666666666666,13.411967779056386,1.2546988876102798,981.0,0.45763676097239614,3,869
refactor_oriented,agent_vs_gt_diff_lines_added,51.0625,35.82063305978898,15.241866940211018,7525.5,0.4807660528624227,17,855
refactor_oriented,bypass_vs_gt_loc_delta,-16.176470588235293,-16.21294117647059,0.036470588235296475,6524.0,0.4821866387489778,17,855
refactor_oriented,bypass_vs_gt_loc,-16.176470588235293,-16.21294117647059,0.036470588235296475,6524.0,0.4821866387489778,17,855
accurate,gt_diff_total_change,146.33333333333334,155.85270425776756,-9.519370924434213,1608.5,0.48439077038222467,3,869
fix_oriented,gt_sloc_delta,31.645569620253166,38.680958385876416,-7.035388765623249,29835.5,0.4857822375575469,79,793
feature_oriented,agent_vs_bypass_diff_hunks,2.24,2.7383292383292384,-0.49832923832923814,19197.5,0.4970149134650902,52,820
fix_oriented,bypass_vs_gt_loc,-21.641025641025642,-15.67553865652725,-5.965486984498392,29387.0,0.5012137797995221,79,793
fix_oriented,bypass_vs_gt_loc_delta,-21.641025641025642,-15.67553865652725,-5.965486984498392,29387.0,0.5012137797995221,79,793
feature_oriented,agent_vs_gt_sloc_delta,-80.12,-5.235653235653236,-74.88434676434677,19329.0,0.5050313357648448,52,820
feature_oriented,agent_vs_gt_sloc,-80.12,-5.235653235653236,-74.88434676434677,19329.0,0.5050313357648448,52,820
detailed_commit_message,n_commits_b,3.553072625698324,4.593073593073593,-1.0400009673752693,60139.5,0.5077880834804749,179,693
misprioritization,gt_diff_lines_removed,121.0,51.29391100702576,69.70608899297423,8385.0,0.5083607985749747,18,854
refactor_oriented,bypass_vs_gt_sloc,-13.058823529411764,-11.927058823529412,-1.1317647058823521,6577.0,0.5128961180943193,17,855
refactor_oriented,bypass_vs_gt_sloc_delta,-13.058823529411764,-11.927058823529412,-1.1317647058823521,6577.0,0.5128961180943193,17,855
simple_commit_message,n_commits_b,3.7777777777777777,4.556379821958457,-0.7786020441806789,68656.0,0.5130366753944777,198,674
fix_oriented,agent_vs_gt_loc,-5.746835443037975,-7.443037974683544,1.696202531645569,29827.5,0.5169739981942265,79,793
fix_oriented,agent_vs_gt_loc_delta,-5.746835443037975,-7.443037974683544,1.696202531645569,29827.5,0.5169739981942265,79,793
test_oriented,n_commits_total,39.07692307692308,13.027939464493597,26.04898361242948,6164.5,0.5176479406922816,13,859
accurate,gt_sloc_delta,82.33333333333333,37.890678941311855,44.442654392021474,1585.5,0.5178729373864458,3,869
vague_commit_message,agent_vs_gt_diff_lines_added,37.24848484848485,35.83238636363637,1.416098484848483,59945.0,0.5203466225599107,165,707
refactor_oriented,agent_vs_gt_loc,53.75,-8.433763188745603,62.1837631887456,7461.0,0.521824323513497,17,855
refactor_oriented,agent_vs_gt_loc_delta,53.75,-8.433763188745603,62.1837631887456,7461.0,0.521824323513497,17,855
vague_commit_message,agent_vs_bypass_diff_total_change,179.64814814814815,133.26210826210826,46.386039886039896,58691.0,0.5230188062939034,165,707
favored_complexity,gt_loc,631.6571428571428,686.4933628318585,-54.83621997471562,97278.5,0.5257516982055854,420,452
test_oriented,agent_vs_bypass_diff_lines_removed,208.3846153846154,64.29142185663925,144.09319352797615,6094.0,0.5279375470472512,13,859
favored_complexity,gt_sloc,498.752380952381,541.9800884955753,-43.2277075431943,97255.0,0.5298849459677004,420,452
feature_oriented,gt_diff_total_change,180.42307692307693,154.25975609756097,26.163320825515967,22413.0,0.5350304272256254,52,820
feature_oriented,bypass_vs_gt_sloc,1.9230769230769231,-12.83435582822086,14.757432751297783,20139.5,0.5355290629382152,52,820
feature_oriented,bypass_vs_gt_sloc_delta,1.9230769230769231,-12.83435582822086,14.757432751297783,20139.5,0.5355290629382152,52,820
structural_change_bias,agent_vs_gt_diff_hunks,-0.17525773195876287,-0.18339100346020762,0.008133271501444744,86182.5,0.5432725426861498,292,580
simple_commit_message,gt_loc,670.6868686868687,656.9658753709199,13.720993315948817,68612.0,0.5450926157473269,198,674
favored_simplicity,agent_vs_gt_diff_lines_removed,49.74492099322799,35.748826291079816,13.996094702148177,92140.5,0.5463934009794315,444,428
test_oriented,agent_vs_bypass_diff_hunks,4.230769230769231,2.6862514688601644,1.5445177619090664,6048.0,0.5595468228611393,13,859
modification_bias,agent_vs_bypass_diff_hunks,2.440677966101695,2.7787481804949055,-0.3380702143932104,59095.0,0.5610898088621132,178,694
vague_commit_message,n_commits_total,19.927272727272726,11.896746817538897,8.030525909733829,59999.0,0.5644753066449328,165,707
vague_commit_message,agent_vs_gt_loc,-22.024242424242424,-3.835227272727273,-18.18901515151515,59746.5,0.5655076305924567,165,707
vague_commit_message,agent_vs_gt_loc_delta,-22.024242424242424,-3.835227272727273,-18.18901515151515,59746.5,0.5655076305924567,165,707
simple_commit_message,bypass_vs_gt_loc_delta,-17.591836734693878,-15.809239940387481,-1.7825967943063965,67448.0,0.5742183425126861,198,674
simple_commit_message,bypass_vs_gt_loc,-17.591836734693878,-15.809239940387481,-1.7825967943063965,67448.0,0.5742183425126861,198,674
test_oriented,gt_diff_lines_removed,42.15384615384615,52.89289871944121,-10.73905256559506,6084.0,0.5785740876661656,13,859
structural_change_bias,agent_vs_gt_loc_delta,-15.525773195876289,-3.141868512110727,-12.38390468376556,86024.5,0.5810696034414051,292,580
structural_change_bias,agent_vs_gt_loc,-15.525773195876289,-3.141868512110727,-12.38390468376556,86024.5,0.5810696034414051,292,580
feature_oriented,gt_loc_delta,38.46153846153846,51.667073170731705,-13.205534709193245,22284.5,0.5840517148140709,52,820
misprioritization,n_commits_total,8.444444444444445,13.521077283372366,-5.076632838927921,7110.5,0.5849244171695986,18,854
fix_oriented,agent_vs_bypass_diff_lines_added,78.3076923076923,75.22137404580153,3.0863182618907814,29515.0,0.5880418963858194,79,793
accurate,n_commits_a,7.666666666666667,9.041426927502878,-1.3747602608362106,1074.0,0.5930778166723809,3,869
fix_oriented,agent_vs_bypass_diff_hunks,2.923076923076923,2.688295165394402,0.23478175768252108,31760.5,0.5952148567452509,79,793
simple_commit_message,bypass_vs_gt_diff_hunks,-2.9030612244897958,-2.8852459016393444,-0.0178153228504514,64235.0,0.5962503349485246,198,674
detailed_commit_message,n_commits_a,8.486033519553073,9.178932178932179,-0.6928986593791056,63586.0,0.5972121972623907,179,693
simple_commit_message,gt_sloc,531.0151515151515,518.2640949554897,12.751056559661833,68349.0,0.6025592185872106,198,674
structural_change_bias,agent_vs_bypass_diff_lines_removed,66.5085910652921,66.43455497382199,0.0740360914701057,85159.5,0.6050983252461508,292,580
refactor_oriented,gt_diff_lines_added,117.29411764705883,102.8046783625731,14.489439284485726,7789.0,0.612346943310597,17,855
detailed_commit_message,gt_diff_lines_removed,48.19553072625698,53.904761904761905,-5.709231178504922,60505.0,0.612868102721907,179,693
fix_oriented,agent_vs_gt_diff_total_change,21.569620253164558,84.72658227848102,-63.15696202531646,30143.5,0.6178125639943738,79,793
simple_commit_message,bypass_vs_gt_sloc,-9.494897959183673,-12.666169895678092,3.171271936494419,67213.5,0.6259889245147581,198,674
simple_commit_message,bypass_vs_gt_sloc_delta,-9.494897959183673,-12.666169895678092,3.171271936494419,67213.5,0.6259889245147581,198,674
vague_commit_message,bypass_vs_gt_diff_hunks,-4.611111111111111,-2.4936170212765956,-2.117494089834515,58372.0,0.6362627073549691,165,707
feature_oriented,gt_sloc_delta,33.25,38.34756097560975,-5.097560975609753,22144.0,0.6399729176052807,52,820
misprioritization,n_commits_b,3.1666666666666665,4.405152224824356,-1.2384855581576892,7217.5,0.6401637558539666,18,854
unclear,agent_vs_gt_diff_lines_removed,25.45744680851064,44.99741935483871,-19.539972546328073,35360.5,0.6414242269178416,94,778
feature_oriented,n_commits_a,7.038461538461538,9.163414634146342,-2.1249530956848037,20523.5,0.6460231245119568,52,820
vague_commit_message,gt_diff_lines_removed,68.0969696969697,49.147100424328144,18.94986927264155,59664.0,0.6460823699318019,165,707
vague_commit_message,gt_loc,696.6484848484848,651.5473833097595,45.10110153872529,56994.0,0.6472571417478861,165,707
refactor_oriented,gt_diff_total_change,159.1764705882353,155.75321637426902,3.4232542139662883,7737.5,0.6479488496081958,17,855
modification_bias,agent_vs_bypass_diff_lines_removed,68.02824858757062,66.05531295487627,1.9729356326943446,62146.0,0.6484253848775154,178,694
favored_complexity,agent_vs_bypass_diff_lines_added,59.473684210526315,90.5201793721973,-31.04649516167099,91549.5,0.6498236850584138,420,452
refactor_oriented,gt_diff_hunks,6.117647058823529,7.6116959064327485,-1.4940488476092195,6811.5,0.6556501858012973,17,855
vague_commit_message,agent_vs_bypass_sloc_delta,-10.734567901234568,5.50997150997151,-16.244539411206077,55603.0,0.659966524936749,165,707
vague_commit_message,agent_vs_bypass_sloc,-10.734567901234568,5.50997150997151,-16.244539411206077,55603.0,0.659966524936749,165,707
structural_change_bias,agent_vs_bypass_sloc,-11.412371134020619,9.511343804537521,-20.923714938558142,81876.5,0.6661216509992016,292,580
structural_change_bias,agent_vs_bypass_sloc_delta,-11.412371134020619,9.511343804537521,-20.923714938558142,81876.5,0.6661216509992016,292,580
fix_oriented,agent_vs_gt_diff_lines_removed,13.645569620253164,45.80759493670886,-32.1620253164557,32085.0,0.6774782254743534,79,793
refactor_oriented,bypass_vs_gt_diff_lines_added,-27.0,-39.1835294117647,12.183529411764702,6813.5,0.6817577353327291,17,855
accurate,gt_diff_lines_removed,20.0,52.8457997698504,-32.8457997698504,1478.5,0.6882580092826567,3,869
structural_change_bias,agent_vs_gt_sloc,-18.051546391752577,-5.2612456747404845,-12.790300717012093,85490.5,0.6895970808241645,292,580
structural_change_bias,agent_vs_gt_sloc_delta,-18.051546391752577,-5.2612456747404845,-12.790300717012093,85490.5,0.6895970808241645,292,580
refactor_oriented,agent_vs_gt_diff_total_change,47.875,79.5685814771395,-31.693581477139503,7207.0,0.7004951322683404,17,855
misprioritization,gt_loc,606.8333333333334,661.2037470725995,-54.370413739266155,8090.0,0.7027876225296976,18,854
test_oriented,gt_diff_lines_added,110.6923076923077,102.9720605355064,7.7202471568012925,5926.5,0.703911718818889,13,859
fix_oriented,agent_vs_gt_diff_hunks,0.35443037974683544,-0.23417721518987342,0.5886075949367089,31996.5,0.7047246182401938,79,793
refactor_oriented,bypass_vs_gt_diff_hunks,-2.235294117647059,-2.9023529411764706,0.6670588235294117,6870.5,0.7101665392444827,17,855
structural_change_bias,agent_vs_bypass_diff_lines_added,58.8213058419244,83.97033158813264,-25.14902574620824,82111.5,0.7163346130761705,292,580
vague_commit_message,gt_sloc,547.7151515151515,514.961810466761,32.75334104839055,57271.0,0.71698499495227,165,707
fix_oriented,bypass_vs_gt_sloc_delta,-6.923076923076923,-12.446134347275033,5.523057424198109,31510.5,0.717449031959327,79,793
fix_oriented,bypass_vs_gt_sloc,-6.923076923076923,-12.446134347275033,5.523057424198109,31510.5,0.717449031959327,79,793
favored_simplicity,agent_vs_bypass_sloc_delta,-0.06349206349206349,5.099290780141844,-5.162782843633908,94589.5,0.7191296299896157,444,428
favored_simplicity,agent_vs_bypass_sloc,-0.06349206349206349,5.099290780141844,-5.162782843633908,94589.5,0.7191296299896157,444,428
refactor_oriented,n_commits_total,8.470588235294118,13.514619883040936,-5.044031647746818,6920.0,0.7346238534137846,17,855
vague_commit_message,bypass_vs_gt_loc_delta,-24.364197530864196,-14.339007092198582,-10.025190438665614,58047.5,0.7367477922505372,165,707
vague_commit_message,bypass_vs_gt_loc,-24.364197530864196,-14.339007092198582,-10.025190438665614,58047.5,0.7367477922505372,165,707
misprioritization,agent_vs_gt_sloc_delta,20.055555555555557,-10.17038777908343,30.225943334638988,7309.0,0.739484035259355,18,854
misprioritization,agent_vs_gt_sloc,20.055555555555557,-10.17038777908343,30.225943334638988,7309.0,0.739484035259355,18,854
refactor_oriented,agent_vs_bypass_diff_lines_removed,8.875,67.54599056603773,-58.67099056603773,7108.5,0.7424824004194576,17,855
fix_oriented,n_commits_b,4.1265822784810124,4.404791929382093,-0.27820965090108096,30661.5,0.7434372036086585,79,793
misprioritization,gt_sloc_delta,33.27777777777778,38.1440281030445,-4.866250325266719,7357.0,0.7559877139447471,18,854
vague_commit_message,gt_sloc_delta,37.2060606060606,38.23903818953324,-1.0329775834726362,59193.5,0.766307031524188,165,707
structural_change_bias,agent_vs_bypass_loc_delta,-7.65979381443299,17.532286212914485,-25.192080027347476,82415.0,0.7826567324876612,292,580
structural_change_bias,agent_vs_bypass_loc,-7.65979381443299,17.532286212914485,-25.192080027347476,82415.0,0.7826567324876612,292,580
simple_commit_message,bypass_vs_gt_diff_total_change,-69.56122448979592,-60.03874813710879,-9.522476352687129,64950.0,0.7900759055215321,198,674
vague_commit_message,bypass_vs_gt_diff_lines_removed,-31.166666666666668,-21.42695035460993,-9.73971631205674,57807.5,0.7970472318483767,165,707
test_oriented,n_commits_a,28.923076923076923,8.735739231664727,20.187337691412196,5359.0,0.800607612740767,13,859
favored_simplicity,gt_loc_delta,46.87162162162162,55.03738317757009,-8.165761555948471,95943.0,0.8031702539158991,444,428
favored_complexity,agent_vs_bypass_sloc,-18.332535885167463,21.955156950672645,-40.287692835840105,92320.0,0.8072592803271285,420,452
favored_complexity,agent_vs_bypass_sloc_delta,-18.332535885167463,21.955156950672645,-40.287692835840105,92320.0,0.8072592803271285,420,452
refactor_oriented,agent_vs_bypass_diff_total_change,88.625,142.96580188679246,-54.34080188679246,7016.5,0.8145069026241496,17,855
favored_complexity,agent_vs_bypass_diff_total_change,132.9976076555024,150.35874439461884,-17.361136739116432,92370.0,0.8179975189705836,420,452
vague_commit_message,agent_vs_gt_diff_hunks,-1.4242424242424243,0.11079545454545454,-1.535037878787879,57467.0,0.8297007526731236,165,707
modification_bias,bypass_vs_gt_diff_total_change,-63.99438202247191,-61.72568940493469,-2.2686926175372193,61947.5,0.830771544612922,178,694
vague_commit_message,n_commits_b,5.024242424242424,4.229137199434229,0.7951052248081956,58916.5,0.8310252060764931,165,707
vague_commit_message,agent_vs_bypass_diff_hunks,3.1604938271604937,2.6054131054131053,0.5550807217473883,56274.5,0.8359799673042421,165,707
