stratify_by,stratum,label,display_name,n_samples,delta_exact_match,bypass_win_rate_exact_match,delta_similarity,bypass_win_rate_similarity,delta_bleu3,bypass_win_rate_bleu3,delta_rouge_l,bypass_win_rate_rouge_l
project_size,large,favored simplicity,Favored Simplicity,22,0.5454545454545454,54.54545454545455,0.3642152724711165,86.36363636363636,0.419458848411324,81.81818181818181,0.2933932993354626,90.9090909090909
project_size,large,favored complexity,Favored Complexity,33,0.5454545454545454,54.54545454545455,0.35309139070669554,81.81818181818181,0.4152164945924633,81.81818181818181,0.27975768989461003,84.84848484848484
project_size,large,structural-change-bias,Structural Change Bias,21,0.42857142857142855,42.857142857142854,0.29545048424035847,76.19047619047619,0.3600443181412384,76.19047619047619,0.22939338877293758,80.95238095238095
project_size,large,vague-commit-message,Vague Commit Message,18,0.5,50.0,0.352621888644506,88.88888888888889,0.3989051914800687,83.33333333333333,0.2594406296379864,83.33333333333333
project_size,large,simple-commit-message,Simple Commit Message,12,0.75,75.0,0.5007961301489109,91.66666666666667,0.589710309448883,91.66666666666667,0.4155530029949201,91.66666666666667
project_size,large,modification-bias,Modification Bias,20,0.6,60.0,0.43099011530877174,90.0,0.5203821428057274,90.0,0.3307796384408318,90.0
project_size,medium,favored simplicity,Favored Simplicity,40,0.35,35.0,0.24223940773445393,87.5,0.2788402918579821,87.5,0.16529223139620391,87.5
project_size,medium,favored complexity,Favored Complexity,72,0.5972222222222222,59.72222222222222,0.35750902842880045,94.44444444444444,0.4149836677606812,95.83333333333333,0.2764710580135393,94.44444444444444
project_size,medium,structural-change-bias,Structural Change Bias,41,0.5365853658536586,53.65853658536585,0.3526331272150439,90.2439024390244,0.4023561622048463,90.2439024390244,0.28274656834307954,90.2439024390244
project_size,medium,unclear,Unclear,11,0.7272727272727273,72.72727272727273,0.28495402125462094,100.0,0.32527622387958294,100.0,0.21917930495372337,100.0
project_size,medium,vague-commit-message,Vague Commit Message,31,0.41935483870967744,41.935483870967744,0.3291146683486998,96.7741935483871,0.36992897565934385,93.54838709677419,0.24395541032365947,96.7741935483871
project_size,medium,simple-commit-message,Simple Commit Message,26,0.6153846153846154,61.53846153846154,0.2730444172637218,88.46153846153847,0.2947113296979127,88.46153846153847,0.1939410698169157,88.46153846153847
project_size,medium,modification-bias,Modification Bias,31,0.5161290322580645,51.61290322580645,0.32902282849561104,93.54838709677419,0.3706865322892836,93.54838709677419,0.23508599390295631,93.54838709677419
project_size,small,favored complexity,Favored Complexity,13,0.46153846153846156,46.15384615384615,0.17577387786572649,92.3076923076923,0.19690958154548538,92.3076923076923,0.1135850791666831,92.3076923076923
