method,sloc_mean,sloc_std,sloc_min,sloc_max,lloc_mean,lloc_std,lloc_min,lloc_max,comments_mean,comments_std,comments_min,comments_max,blank_mean,blank_std,blank_min,blank_max,cc_total_mean,cc_total_std,cc_total_min,cc_total_max,cc_avg_mean,cc_avg_std,cc_avg_min,cc_avg_max,cc_max_mean,cc_max_std,cc_max_min,cc_max_max,cc_count_mean,cc_count_std,cc_count_min,cc_count_max,h_vocabulary_mean,h_vocabulary_std,h_vocabulary_min,h_vocabulary_max,h_length_mean,h_length_std,h_length_min,h_length_max,h_difficulty_mean,h_difficulty_std,h_difficulty_min,h_difficulty_max,h_effort_mean,h_effort_std,h_effort_min,h_effort_max,h_bugs_mean,h_bugs_std,h_bugs_min,h_bugs_max,mi_score_mean,mi_score_std,mi_score_min,mi_score_max,n_samples
a_only,299.68888888888887,410.86487725514706,1,3300,200.74444444444444,251.1038896090314,1,1887,38.02777777777778,111.11569442750543,0,1360,65.05,90.8597221333262,0,783,56.22222222222222,79.40515972959304,0.0,642.0,3.804847367073732,3.430128657830868,0.0,29.4,11.61111111111111,14.615897401770912,0.0,112.0,14.2,17.269600636530406,0,143,61.26111111111111,89.2793847149015,0.0,642.0,108.96111111111111,176.9851921934199,0.0,1249.0,4.771854714906493,3.9451815532648786,0.0,16.8125,7772.749096141026,19658.86035079463,0.0,160324.52180389126,0.25764563779349575,0.5104442776904362,0.0,3.8829034764719186,54.6221128018115,23.9834050723936,0.0,100.0,180
agent,261.7955801104972,316.18494444148854,0,2428,179.88950276243094,212.36069669387257,0,1326,28.60220994475138,48.591915143480755,0,303,57.392265193370164,66.04649663394848,0,461,40.67403314917127,64.35136914522924,0.0,414.0,3.1738576472852458,3.628378254770611,0.0,30.6,9.591160220994475,14.812484572210177,0.0,111.0,10.303867403314918,14.481844436860646,0,104,45.4585635359116,73.4724037092431,0.0,445.0,81.47513812154696,148.70457547547733,0.0,873.0,3.741793734901958,3.8427708925023945,0.0,16.640287769784173,5392.307914686727,14894.885163421011,0.0,108374.55159051923,0.18786690398961564,0.4128601755020124,0.0,2.560119504023444,47.125426542467416,29.904697026992043,0.0,100.0,181
b_only,308.15168539325845,417.27322339594843,1,3295,205.75280898876406,256.64516518195705,1,1886,32.2752808988764,51.9170084817554,0,290,66.98876404494382,94.84664927497319,0,783,58.42134831460674,82.4174093998536,0.0,642.0,4.03878882294846,3.8840737725210785,0.0,30.6,12.292134831460674,15.712963626420725,0.0,112.0,14.365168539325843,18.369906618719472,0,143,63.5,91.64579628876129,0.0,642.0,113.37078651685393,182.09439918678746,0.0,1249.0,4.781359563205345,3.8935090061106017,0.0,15.969359331476323,8053.940383443131,19814.774824213237,0.0,160324.52180389126,0.27020112674737917,0.5249518024253125,0.0,3.8829034764719186,54.44024067291347,24.198812253415667,0.0,100.0,178
bypass,299.68888888888887,410.86487725514706,1,3300,200.74444444444444,251.1038896090314,1,1887,38.02777777777778,111.11569442750543,0,1360,65.05,90.8597221333262,0,783,56.22222222222222,79.40515972959304,0.0,642.0,3.804847367073732,3.430128657830868,0.0,29.4,11.61111111111111,14.615897401770912,0.0,112.0,14.2,17.269600636530406,0,143,61.26111111111111,89.2793847149015,0.0,642.0,108.96111111111111,176.9851921934199,0.0,1249.0,4.771854714906493,3.9451815532648786,0.0,16.8125,7772.749096141026,19658.86035079463,0.0,160324.52180389126,0.25764563779349575,0.5104442776904362,0.0,3.8829034764719186,54.6221128018115,23.9834050723936,0.0,100.0,180
ground_truth,299.9779005524862,411.47535305965505,0,3300,200.8342541436464,251.21335584213747,0,1887,38.13259668508287,110.81949331331457,0,1360,65.0,90.74463559290372,0,783,56.033149171270715,79.52168820534197,0.0,642.0,3.7524211167394728,3.5040902968870937,0.0,30.2,11.646408839779005,14.953515039345147,0.0,112.0,14.088397790055248,17.29845619883769,0,143,60.92265193370166,89.26654584031753,0.0,642.0,108.43646408839778,176.88258062808242,0.0,1249.0,4.748810296095934,3.9461287852745235,0.0,16.8125,7747.228245115026,19629.097260526556,0.0,160324.52180389126,0.25657997571821056,0.5098165225865354,0.0,3.8829034764719186,54.11004947235704,24.714576808304354,0.0,100.0,181
