quantitative_metric,complexity_metric,method,n_samples,spearman_r,spearman_p,pearson_r,pearson_p
agent_vs_bypass_diff_hunks,cc_max,ground_truth,1091,0.2591567213868553,3.340719438588905e-18,0.12973314793713703,1.720445181264257e-05
agent_vs_bypass_diff_lines_removed,cc_max,bypass,1091,0.25845066209416423,4.145913514263877e-18,0.38633486891085694,3.71536222480935e-40
agent_vs_bypass_diff_lines_removed,mi_score,bypass,1091,-0.25842980201532734,4.1724060636641785e-18,-0.22973928103972152,1.558395587899061e-14
agent_vs_bypass_diff_hunks,h_difficulty,ground_truth,1091,0.25753412766990713,5.481885235702387e-18,0.1640810717773558,5.025314824852477e-08
bypass_vs_gt_diff_total_change,h_difficulty,bypass,1094,-0.2566840319977346,6.3978335092783414e-18,-0.20133465063853187,1.809775953744229e-11
gt_diff_lines_removed,mi_score,agent,1100,-0.2560366490892018,6.336462804445676e-18,-0.21049209429464671,1.7578962402324781e-12
gt_loc_delta,mi_score,agent,1100,-0.2546295201821213,9.715250879411188e-18,-0.15962144841445505,1.0252854250024932e-07
agent_vs_bypass_diff_lines_removed,cc_total,ground_truth,1091,0.2536253469676836,1.781946731158199e-17,0.4791790147735162,1.0343531582859973e-63
gt_sloc_delta,mi_score,agent,1100,-0.25356029062733815,1.3419302815228001e-17,-0.13042761363401517,1.4285599706439738e-05
gt_sloc_delta,h_bugs,ground_truth,1100,0.2533073012091637,1.4481867290275214e-17,0.09913261852595373,0.0009939586878880955
gt_diff_lines_removed,cc_avg,ground_truth,1100,0.2529852612118991,1.5955076891464785e-17,0.04872012131750335,0.10631382589437577
bypass_vs_gt_diff_lines_added,h_bugs,bypass,1094,-0.252900815475305,2.0007670754998238e-17,-0.2665738220066001,2.969778907097155e-19
bypass_vs_gt_diff_lines_added,cc_max,ground_truth,1094,-0.2498684083824387,4.9226849238282567e-17,-0.2288077517374505,1.842426805411458e-14
bypass_vs_gt_diff_total_change,cc_max,ground_truth,1094,-0.24852379394030272,7.30988019274727e-17,-0.23218088576001703,7.410099810136616e-15
bypass_vs_gt_diff_total_change,cc_total,agent,1094,-0.2465885715734875,1.2860127567810876e-16,-0.13137383812868464,1.3052902138821677e-05
agent_vs_bypass_diff_lines_removed,h_difficulty,bypass,1091,0.24563419009024337,1.8645766485844648e-16,0.22120196325817568,1.4714220659851842e-13
agent_vs_bypass_diff_total_change,sloc,bypass,1091,0.2455180602470804,1.9281163164913877e-16,0.39537760825991786,3.8637679544347827e-42
gt_loc_delta,h_bugs,ground_truth,1100,0.24513198018375632,1.6240939545378595e-16,0.10053213306747798,0.0008409727346461431
gt_sloc_delta,mi_score,bypass,1100,-0.24244047635514815,3.5312581870416446e-16,-0.15278405762090277,3.5536919600453293e-07
bypass_vs_gt_diff_hunks,cc_total,agent,1094,-0.24204399372413096,4.75431778662816e-16,-0.14402600219640432,1.7246636324244099e-06
gt_diff_total_change,cc_avg,ground_truth,1100,0.24176408990896936,4.286046849163827e-16,0.07397788336879835,0.014122098385000826
gt_loc_delta,mi_score,bypass,1100,-0.24081936183419614,5.612151602255099e-16,-0.181962452065057,1.2095848630900819e-09
gt_diff_lines_added,cc_avg,ground_truth,1100,0.24049359527729153,6.157192407329368e-16,0.07501405715915789,0.012824244314445345
bypass_vs_gt_diff_lines_added,cc_total,agent,1094,-0.24027179271230278,7.859350123605208e-16,-0.10890888469113331,0.0003075505846975181
agent_vs_bypass_diff_total_change,sloc,ground_truth,1091,0.23999554784711613,9.299986187383887e-16,0.3979754221948733,1.0134941133310237e-42
bypass_vs_gt_diff_total_change,h_difficulty,ground_truth,1094,-0.239774004328549,9.044578225864537e-16,-0.19672856365498922,5.247636804831184e-11
agent_vs_bypass_diff_lines_removed,h_bugs,ground_truth,1091,0.23849061176514474,1.418251791318733e-15,0.526074752389458,1.102257099371767e-78
bypass_vs_gt_diff_hunks,mi_score,agent,1094,0.23591822263971668,2.6559778970033886e-15,0.22299987579811156,8.548298358707569e-14
bypass_vs_gt_diff_lines_removed,cc_total,agent,1094,-0.23500811641509595,3.415443073028302e-15,-0.13666002896947735,5.726258348312157e-06
agent_vs_bypass_diff_lines_removed,cc_max,ground_truth,1091,0.23299948321006644,6.45393891149106e-15,0.352862910815071,2.4441879018844196e-33
gt_sloc,cc_avg,agent,1100,0.2327223327706382,5.3956639455555e-15,0.015799728514852278,0.6006579374656548
agent_vs_bypass_diff_total_change,lloc,bypass,1091,0.23187065190540868,8.770946523440117e-15,0.3681017962607228,2.4192903660733206e-36
gt_diff_total_change,cc_avg,bypass,1100,0.23159023824842234,7.354691628894573e-15,0.07915635297047842,0.00862790526385184
agent_vs_bypass_diff_total_change,mi_score,ground_truth,1091,-0.23150060216690885,9.695413644663346e-15,-0.20260955657384255,1.430753422102958e-11
gt_loc,cc_avg,agent,1100,0.22919903842607361,1.4072293721467908e-14,0.008541970763930413,0.7771859005447874
bypass_vs_gt_diff_total_change,h_bugs,agent,1094,-0.22919730766979102,1.6596876500487924e-14,-0.12514807281266907,3.3109291800268306e-05
agent_vs_bypass_diff_total_change,lloc,ground_truth,1091,0.22709191644133656,3.1570484400087613e-14,0.37324581715097654,2.149288988022542e-37
gt_diff_lines_removed,h_bugs,agent,1100,0.22696656672686583,2.5621956945198167e-14,0.12557679255390386,2.957432623120589e-05
gt_sloc_delta,h_difficulty,ground_truth,1100,0.22619558376844084,3.1466733743237064e-14,0.1949943231409726,6.9105633788581e-11
bypass_vs_gt_diff_total_change,cc_max,agent,1094,-0.2252932203268013,4.687089016854989e-14,-0.049741815129567636,0.10009752119088373
bypass_vs_gt_diff_lines_added,h_difficulty,bypass,1094,-0.22527812830263413,4.705762421212808e-14,-0.17432592328706936,6.480925172839383e-09
bypass_vs_gt_diff_lines_added,h_difficulty,ground_truth,1094,-0.22509239313743895,4.9416414342424445e-14,-0.20039549310874813,2.2531894832407008e-11
gt_diff_lines_removed,cc_total,agent,1100,0.22493220393925029,4.399256837240879e-14,0.1261333078785874,2.7241649977731277e-05
bypass_vs_gt_diff_lines_removed,h_bugs,agent,1094,-0.22404039629702518,6.513673836438782e-14,-0.1416971419416588,2.5370512519670432e-06
gt_diff_lines_removed,h_difficulty,agent,1100,0.22307145528440517,7.180008450004213e-14,0.028594168762035348,0.34339588592487985
agent_vs_bypass_diff_lines_removed,h_difficulty,ground_truth,1091,0.2191901140272538,2.4646752691999207e-13,0.2236809734625129,7.739033103555243e-14
gt_loc_delta,lloc,agent,1100,0.21812211391961736,2.5870449991679935e-13,0.10128015945552422,0.0007684469544523137
bypass_vs_gt_diff_hunks,h_bugs,agent,1094,-0.2175557746098122,3.4671814413043265e-13,-0.1357048935631361,6.660758011130889e-06
gt_diff_lines_added,cc_avg,bypass,1100,0.21749424592112276,3.037189034841443e-13,0.05956515627254847,0.04826128833143781
gt_loc_delta,h_difficulty,ground_truth,1100,0.2174170640486135,3.0975699691709237e-13,0.19145849293359968,1.5330086432874185e-10
gt_loc_delta,sloc,agent,1100,0.21690684140851435,3.527413801614111e-13,0.1162247486193184,0.00011179403846621348
gt_sloc_delta,sloc,agent,1100,0.2167627822133942,3.6590230737036283e-13,0.0925090367148059,0.0021314519124532045
gt_diff_hunks,cc_avg,agent,1100,0.21660553555578313,3.8081792153533507e-13,0.013164005571123454,0.6627473658480756
bypass_vs_gt_diff_lines_added,cc_max,agent,1094,-0.2165783712447387,4.4407422557139173e-13,-0.05585128915338217,0.06479809710752878
gt_sloc_delta,lloc,agent,1100,0.21591136730679591,4.541080566491168e-13,0.08352316158146816,0.005573961235098599
bypass_vs_gt_diff_lines_added,h_bugs,agent,1094,-0.21318443018023725,1.039149969650224e-12,-0.09518990947960299,0.001621393201749064
bypass_vs_gt_diff_lines_removed,h_difficulty,agent,1094,-0.2121818223266718,1.33219839033135e-12,-0.05691052896620704,0.0598730623265671
bypass_vs_gt_diff_total_change,h_difficulty,agent,1094,-0.21197969427909327,1.4004086118147171e-12,-0.07056046319740181,0.0195917278173196
agent_vs_bypass_diff_hunks,cc_total,agent,1091,0.2115989764504851,1.649903405181172e-12,0.09911934643448031,0.0010444789401311218
agent_vs_bypass_diff_total_change,cc_total,bypass,1091,0.2115885647314276,1.6541308135483727e-12,0.400927348813435,2.1831950730529096e-43
bypass_vs_gt_diff_lines_removed,cc_max,agent,1094,-0.21027987695021366,2.126967126493115e-12,-0.03208035242728732,0.2890813597132946
bypass_vs_gt_diff_hunks,cc_max,agent,1094,-0.2100601868250426,2.244433253124649e-12,-0.07994730709418826,0.008156466045024268
agent_vs_bypass_diff_hunks,cc_max,agent,1091,0.20917654421238777,2.98174706152133e-12,0.10683157692533903,0.00040815668386649025
bypass_vs_gt_sloc,sloc,agent,1094,-0.20816310760364762,3.561515971321557e-12,-0.11682866394521313,0.00010748678258487972
bypass_vs_gt_sloc_delta,sloc,agent,1094,-0.20816310760364762,3.561515971321557e-12,-0.11682866394521313,0.00010748678258487972
agent_vs_bypass_diff_hunks,h_bugs,agent,1091,0.20749732422928419,4.4750857063727485e-12,0.1078923677241271,0.0003569039634100683
agent_vs_bypass_diff_hunks,cc_avg,bypass,1091,0.20731553522021642,4.6752074203542115e-12,0.11685871843344285,0.00010941076066812385
gt_sloc_delta,cc_total,bypass,1100,0.20682102683299905,4.307633436259475e-12,0.052010649155586265,0.08467104358949593
bypass_vs_gt_diff_lines_removed,cc_avg,bypass,1094,-0.2066085910120292,5.1823446775937466e-12,-0.07067907412202457,0.019386746999995156
agent_vs_bypass_diff_total_change,mi_score,bypass,1091,-0.2049370522652321,8.256106356530653e-12,-0.2091445117545569,3.0050274447894705e-12
gt_loc_delta,cc_total,bypass,1100,0.20373400791122756,9.036268255283283e-12,0.07056857210656635,0.019244926861995627
bypass_vs_gt_diff_hunks,h_difficulty,agent,1094,-0.20294364851698074,1.240199159807847e-11,-0.06802760824636425,0.02444301327102139
bypass_vs_gt_sloc_delta,sloc,ground_truth,1094,-0.20232358110520351,1.4351786455015296e-11,-0.13919395226676123,3.815571165508162e-06
bypass_vs_gt_sloc,sloc,ground_truth,1094,-0.20232358110520351,1.4351786455015296e-11,-0.13919395226676123,3.815571165508162e-06
agent_vs_bypass_diff_hunks,h_difficulty,agent,1091,0.2006116351563693,2.2817510917042056e-11,0.06369999728142606,0.035399895585631204
gt_diff_lines_added,cc_total,agent,1100,0.19928381196072711,2.5758129231038785e-11,0.11969201375102118,6.905003046758986e-05
bypass_vs_gt_sloc_delta,lloc,agent,1094,-0.19889216768957485,3.19284169540526e-11,-0.08468041258375424,0.005067759834031805
bypass_vs_gt_sloc,lloc,agent,1094,-0.19889216768957485,3.19284169540526e-11,-0.08468041258375424,0.005067759834031805
gt_sloc_delta,sloc,bypass,1100,0.19882807739756234,2.8635900371487933e-11,0.06812040093312285,0.023861360735563414
bypass_vs_gt_sloc_delta,mi_score,ground_truth,1094,0.19835070630670146,3.617512496576871e-11,0.12054552081385565,6.410970535607348e-05
bypass_vs_gt_sloc,mi_score,ground_truth,1094,0.19835070630670146,3.617512496576871e-11,0.12054552081385565,6.410970535607348e-05
bypass_vs_gt_loc,sloc,agent,1094,-0.19829477747455687,3.664401883554392e-11,-0.13183152046335478,1.216906273711721e-05
bypass_vs_gt_loc_delta,sloc,agent,1094,-0.19829477747455687,3.664401883554392e-11,-0.13183152046335478,1.216906273711721e-05
bypass_vs_gt_diff_hunks,cc_avg,bypass,1094,-0.1978116227576396,4.0949801996601535e-11,-0.11874843175548411,8.246122894811959e-05
gt_sloc_delta,lloc,bypass,1100,0.19653747448960698,4.8577963075706764e-11,0.053835749280739593,0.07429471439241485
gt_loc_delta,sloc,bypass,1100,0.195037366425456,6.843223081247246e-11,0.09974383868290698,0.0009242265134432312
n_commits_total,cc_total,bypass,1100,0.1949407031051232,6.995356524308731e-11,0.035398000138786766,0.2407750884053951
bypass_vs_gt_loc,mi_score,ground_truth,1094,0.1948624997884755,8.01876922344844e-11,0.14989209496676756,6.349387575943183e-07
bypass_vs_gt_loc_delta,mi_score,ground_truth,1094,0.1948624997884755,8.01876922344844e-11,0.14989209496676756,6.349387575943183e-07
gt_sloc_delta,h_bugs,bypass,1100,0.19419958072986385,8.276768662105275e-11,0.03858480081842233,0.2009906463857032
gt_loc_delta,lloc,bypass,1100,0.19414032672204432,8.388589277459551e-11,0.07048669979547405,0.019385697416630633
agent_vs_bypass_diff_total_change,cc_total,ground_truth,1091,0.19350122107028542,1.1553795738403883e-10,0.4131993465338129,3.119941679288138e-46
bypass_vs_gt_loc_delta,lloc,agent,1094,-0.1931821981483794,1.170484406673189e-10,-0.10588317615398708,0.0004514570795574024
bypass_vs_gt_loc,lloc,agent,1094,-0.1931821981483794,1.170484406673189e-10,-0.10588317615398708,0.0004514570795574024
agent_vs_bypass_diff_hunks,mi_score,agent,1091,-0.19291640352659153,1.3167174064269888e-10,-0.14714324242789611,1.0544001680916676e-06
n_commits_total,cc_total,ground_truth,1100,0.19279866526224798,1.1354287699007871e-10,0.03935470208991774,0.19214185695912253
gt_diff_lines_removed,cc_max,agent,1100,0.19135285103693578,1.5695766949279258e-10,0.004406682007414917,0.8839311404498121
agent_vs_bypass_diff_total_change,mi_score,agent,1091,-0.19114255426961463,1.9525131695094566e-10,-0.18055131393825635,1.898606536328384e-09
agent_vs_bypass_diff_total_change,h_bugs,bypass,1091,0.18994137038750286,2.5440878045697774e-10,0.43949475411419703,9.677301257138574e-53
gt_loc_delta,h_bugs,bypass,1100,0.18982239349371682,2.2052022380347226e-10,0.047053678094938566,0.11883468142104857
bypass_vs_gt_loc_delta,sloc,ground_truth,1094,-0.18976022055598293,2.5023017866208747e-10,-0.14734608963657447,9.843637071102653e-07
bypass_vs_gt_loc,sloc,ground_truth,1094,-0.18976022055598293,2.5023017866208747e-10,-0.14734608963657447,9.843637071102653e-07
agent_vs_bypass_diff_total_change,cc_max,bypass,1091,0.18779715487851434,4.0630616439999027e-10,0.3778908202095207,2.3250583068227e-38
agent_vs_bypass_diff_lines_removed,mi_score,agent,1091,-0.18734304353356027,4.4834198608956957e-10,-0.17716629433824335,3.819820268510629e-09
gt_diff_total_change,cc_total,agent,1100,0.18716204437061876,3.9557432674234253e-10,0.14116560274295462,2.5995076229018522e-06
bypass_vs_gt_diff_lines_added,mi_score,agent,1094,0.18678594960379064,4.788640570265573e-10,0.1658567341129385,3.432504080427087e-08
gt_sloc_delta,cc_max,ground_truth,1100,0.1864811472075064,4.5876469159055353e-10,0.11715560246577698,9.835575321687882e-05
bypass_vs_gt_diff_lines_added,h_difficulty,agent,1094,-0.18560512008287525,6.178067842286253e-10,-0.07075085795045949,0.019263602851987242
n_commits_total,lloc,bypass,1100,0.18446349449161653,7.094101848535975e-10,0.025491717163836962,0.39831152956464627
bypass_vs_gt_diff_total_change,mi_score,agent,1094,0.1842252641694645,8.302924268337197e-10,0.17770846885664976,3.253377868446897e-09
bypass_vs_gt_diff_hunks,cc_avg,ground_truth,1094,-0.18409138412418072,8.543479913181031e-10,-0.1194055786355196,7.524007590679674e-05
agent_vs_bypass_diff_hunks,cc_avg,ground_truth,1091,0.18395151145253122,9.280650832270432e-10,0.11923025524691293,7.88775090021215e-05
bypass_vs_gt_sloc_delta,lloc,ground_truth,1094,-0.18344068858444837,9.812716457543063e-10,-0.10785213464013975,0.0003520635451508764
bypass_vs_gt_sloc,lloc,ground_truth,1094,-0.18344068858444837,9.812716457543063e-10,-0.10785213464013975,0.0003520635451508764
n_commits_total,lloc,ground_truth,1100,0.18199316780877875,1.2017382960247798e-09,0.027285257657207525,0.3659481845740996
gt_diff_lines_added,h_bugs,agent,1100,0.18048925233292573,1.6505487891460663e-09,0.094960650014208,0.0016158238070606852
bypass_vs_gt_diff_total_change,cc_avg,bypass,1094,-0.18028200739507083,1.9085799212132383e-09,-0.06938908023456729,0.02171974432474113
gt_loc_delta,cc_max,ground_truth,1100,0.18025006650760095,1.7355613200925756e-09,0.10639406686147518,0.00040821211117771246
bypass_vs_gt_diff_lines_removed,mi_score,agent,1094,0.18005664519141115,2.000454352742537e-09,0.1599207672369535,1.0508768769774648e-07
gt_diff_total_change,h_bugs,agent,1100,0.17889841175059581,2.3022150954721225e-09,0.12418571856582716,3.6262354604018606e-05
n_commits_total,sloc,bypass,1100,0.17791302666981088,2.824943400681425e-09,0.024716104792375408,0.4128243277884392
bypass_vs_gt_diff_lines_removed,cc_avg,ground_truth,1094,-0.17672967327992115,3.976868855548324e-09,-0.04397690323030759,0.14605557885036724
agent_vs_bypass_diff_total_change,h_bugs,ground_truth,1091,0.17543288487844746,5.435753992086372e-09,0.4508798667037739,9.65889759047311e-56
n_commits_total,sloc,ground_truth,1100,0.17512317409501346,5.0107788923000395e-09,0.026913940729900537,0.37251028398559266
bypass_vs_gt_loc,lloc,ground_truth,1094,-0.17502136271015675,5.630883959243173e-09,-0.11807483210028381,9.053891850958301e-05
bypass_vs_gt_loc_delta,lloc,ground_truth,1094,-0.17502136271015675,5.630883959243173e-09,-0.11807483210028381,9.053891850958301e-05
n_commits_total,mi_score,agent,1100,-0.1713751712167472,1.0666553522268664e-08,0.0706084307701807,0.01917671770641087
n_commits_total,h_bugs,ground_truth,1100,0.17021356001057672,1.3435872780866296e-08,0.05137654028789298,0.08853914514661658
n_commits_total,h_bugs,bypass,1100,0.16962608809785357,1.5090413848364897e-08,0.04684269309460116,0.12049904182553177
bypass_vs_gt_sloc_delta,cc_total,ground_truth,1094,-0.16950619407978101,1.6907573574720164e-08,-0.10789064367866089,0.00035034096745222595
bypass_vs_gt_sloc,cc_total,ground_truth,1094,-0.16950619407978101,1.6907573574720164e-08,-0.10789064367866089,0.00035034096745222595
gt_sloc_delta,h_difficulty,bypass,1100,0.16849039114955058,1.886713848878986e-08,0.09639589247786093,0.0013699346789435866
agent_vs_bypass_diff_lines_removed,cc_avg,bypass,1091,0.1680597954888931,2.34420527895538e-08,0.06080757655009037,0.04463821420156407
agent_vs_bypass_diff_total_change,cc_max,ground_truth,1091,0.1676890434207132,2.5187796233369708e-08,0.34913429861195383,1.2549290246848775e-32
agent_vs_bypass_diff_total_change,h_difficulty,bypass,1091,0.16751110564461594,2.606976385008503e-08,0.18344646746842713,1.0330593569131998e-09
n_commits_total,h_difficulty,ground_truth,1100,0.16600659110674065,3.059023731953022e-08,-0.03294136238228523,0.27501095029863987
bypass_vs_gt_diff_lines_added,cc_avg,bypass,1094,-0.16413561542221075,4.7678549216659154e-08,-0.058640009417305176,0.052500236488080186
n_commits_total,h_difficulty,bypass,1100,0.16322571183021028,5.2103505498449176e-08,-0.0374418971446605,0.21466839016010522
gt_loc_delta,h_difficulty,bypass,1100,0.16267424860445534,5.78454414073583e-08,0.10113375948838803,0.0007821679956318515
agent_vs_bypass_diff_hunks,cc_avg,agent,1091,0.16161441181608963,7.989182504638532e-08,0.052482593663002966,0.08314504697250918
bypass_vs_gt_loc_delta,cc_total,ground_truth,1094,-0.16055107490700432,9.349485629764284e-08,-0.11614526348171636,0.00011800796879079154
bypass_vs_gt_loc,cc_total,ground_truth,1094,-0.16055107490700432,9.349485629764284e-08,-0.11614526348171636,0.00011800796879079154
n_commits_total,mi_score,ground_truth,1100,-0.1602881186489774,9.056486819740482e-08,0.0717745359082335,0.017272430541917135
bypass_vs_gt_diff_total_change,cc_avg,agent,1094,-0.1583728622549386,1.3975861389035196e-07,0.015271562412917113,0.6138614851338633
agent_vs_bypass_diff_lines_added,sloc,agent,1091,0.15776136524233203,1.6253500375236463e-07,0.03573039085797716,0.23831505232767322
bypass_vs_gt_sloc_delta,h_bugs,ground_truth,1094,-0.15709248846981366,1.7656459343133342e-07,-0.09851666209816388,0.0011034875385052384
bypass_vs_gt_sloc,h_bugs,ground_truth,1094,-0.15709248846981366,1.7656459343133342e-07,-0.09851666209816388,0.0011034875385052384
agent_vs_bypass_diff_total_change,sloc,agent,1091,0.15596587704855666,2.2499121083491855e-07,0.06187183370556004,0.04102674258914917
n_commits_b,h_difficulty,bypass,1100,0.15528920129489684,2.2677458322958319e-07,0.1219977335643158,4.975633732322349e-05
n_commits_b,lloc,bypass,1100,0.15469194270381617,2.525739599532082e-07,0.15747586771395106,1.5231973230745389e-07
bypass_vs_gt_diff_total_change,cc_avg,ground_truth,1094,-0.15434455788738216,2.897683244249485e-07,-0.04967697781273742,0.10054131926613721
gt_diff_lines_removed,cc_avg,agent,1100,0.1533946289114097,3.187275766040688e-07,-0.04933358923941478,0.10197662815619558
bypass_vs_gt_diff_lines_removed,cc_avg,agent,1094,-0.1533253611192739,3.474546451547348e-07,0.013836360479803026,0.6475663917061277
n_commits_b,sloc,bypass,1100,0.15328695585148752,3.2491317225493795e-07,0.1894109650700215,2.415108948976607e-10
bypass_vs_gt_sloc,cc_max,ground_truth,1094,-0.15310944503676893,3.61023912113243e-07,-0.11877189602994782,8.219249849757227e-05
bypass_vs_gt_sloc_delta,cc_max,ground_truth,1094,-0.15310944503676893,3.61023912113243e-07,-0.11877189602994782,8.219249849757227e-05
gt_diff_total_change,h_difficulty,agent,1100,0.15272372563182313,3.592027213771999e-07,0.06390015447854865,0.034083309460831726
agent_vs_bypass_diff_lines_removed,sloc,agent,1091,0.1525157648148836,4.159632793306406e-07,0.06213987548025819,0.04015716809747729
agent_vs_bypass_diff_total_change,h_difficulty,ground_truth,1091,0.15158692650295627,4.896720130435722e-07,0.18666864071275605,5.186932159709148e-10
gt_diff_lines_added,h_difficulty,agent,1100,0.15150721663088798,4.455673995396775e-07,0.07433320987619185,0.013664552435685368
n_commits_b,cc_total,bypass,1100,0.1487160595262484,7.258376583313452e-07,0.17705078824883916,3.375666098391085e-09
n_commits_a,cc_total,ground_truth,1100,0.14759098594722975,8.814044529701183e-07,-0.017530060679530907,0.5613820423734709
bypass_vs_gt_diff_lines_added,cc_avg,agent,1094,-0.14709605620539962,1.0272706900601384e-06,0.014183645676492083,0.639340667566534
n_commits_b,sloc,ground_truth,1100,0.14689074369116714,9.939176537693131e-07,0.20238468465008486,1.244610205492027e-11
bypass_vs_gt_loc,h_bugs,ground_truth,1094,-0.14655750911741242,1.125877519857104e-06,-0.10774421616748024,0.00035693317145214315
bypass_vs_gt_loc_delta,h_bugs,ground_truth,1094,-0.14655750911741242,1.125877519857104e-06,-0.10774421616748024,0.00035693317145214315
bypass_vs_gt_loc,cc_max,ground_truth,1094,-0.14654092872115523,1.1290532363476142e-06,-0.1187998066509218,8.187392152832733e-05
bypass_vs_gt_loc_delta,cc_max,ground_truth,1094,-0.14654092872115523,1.1290532363476142e-06,-0.1187998066509218,8.187392152832733e-05
n_commits_b,lloc,ground_truth,1100,0.14604677512493297,1.147925440624219e-06,0.16874904164005244,1.793374724303331e-08
agent_vs_bypass_diff_lines_added,lloc,agent,1091,0.1454307742571005,1.408621398590307e-06,0.03313663636539338,0.2741487444355564
bypass_vs_gt_sloc,cc_total,agent,1094,-0.14512378506946155,1.434734988312057e-06,0.01726335281983816,0.5684154366844199
bypass_vs_gt_sloc_delta,cc_total,agent,1094,-0.14512378506946155,1.434734988312057e-06,0.01726335281983816,0.5684154366844199
n_commits_b,h_difficulty,ground_truth,1100,0.14505959788157,1.3572139103475232e-06,0.13155399551015395,1.2019809998012571e-05
bypass_vs_gt_loc,cc_total,agent,1094,-0.14300816076898257,2.0431060515832504e-06,-0.008024508399721814,0.7909194519991027
bypass_vs_gt_loc_delta,cc_total,agent,1094,-0.14300816076898257,2.0431060515832504e-06,-0.008024508399721814,0.7909194519991027
bypass_vs_gt_diff_lines_added,cc_avg,ground_truth,1094,-0.14290135961609784,2.079615245834385e-06,-0.04690478853558538,0.12102462700282537
n_commits_total,cc_max,bypass,1100,0.14246165723665158,2.0978579241613836e-06,0.01326209244475457,0.6603912346748004
agent_vs_bypass_diff_total_change,lloc,agent,1091,0.14223502307254451,2.397265959091612e-06,0.0757235671439238,0.012352988700436161
n_commits_b,h_bugs,bypass,1100,0.14001002354206724,3.142107303206585e-06,0.19138378939690012,1.5587801095174557e-10
n_commits_b,mi_score,ground_truth,1100,-0.1397126132119268,3.298410140164021e-06,-0.12196959810437744,4.995745012662203e-05
n_commits_b,cc_total,ground_truth,1100,0.13960886846943563,3.354664125296993e-06,0.1910279968199543,1.6874395004818701e-10
gt_sloc_delta,cc_max,bypass,1100,0.1395640007821901,3.3792765106182774e-06,0.06556782466303862,0.02966711810777367
n_commits_total,cc_max,ground_truth,1100,0.13916383816575995,3.606570585193701e-06,0.0017493805266328693,0.9537848985451564
agent_vs_bypass_diff_lines_removed,lloc,agent,1091,0.13829269251339577,4.5473279866146615e-06,0.08197996291174449,0.006742957726911177
agent_vs_bypass_diff_lines_removed,cc_avg,ground_truth,1091,0.13804552012504312,4.730837907678845e-06,0.05861943074653439,0.052909132928134435
n_commits_a,cc_total,bypass,1100,0.137672326268556,4.589645703929096e-06,-0.01738256100210044,0.5646811772766605
bypass_vs_gt_sloc,cc_max,agent,1094,-0.1374531528584562,5.046836520034932e-06,-0.04094692993058684,0.1759385768459049
bypass_vs_gt_sloc_delta,cc_max,agent,1094,-0.1374531528584562,5.046836520034932e-06,-0.04094692993058684,0.1759385768459049
n_commits_b,mi_score,agent,1100,-0.13675997720740718,5.3122719432548785e-06,-0.10460883046708101,0.0005107087530721411
gt_loc_delta,cc_max,bypass,1100,0.13528781021673958,6.7126290063844025e-06,0.05668671923569445,0.06018176590063396
agent_vs_bypass_diff_total_change,cc_avg,bypass,1091,0.134481624847419,8.306191129611696e-06,0.07667015126519637,0.011300589062106983
bypass_vs_gt_loc_delta,cc_max,agent,1094,-0.13408612736239064,8.585915460305554e-06,-0.04113009420501434,0.17401179435246816
bypass_vs_gt_loc,cc_max,agent,1094,-0.13408612736239064,8.585915460305554e-06,-0.04113009420501434,0.17401179435246816
agent_vs_gt_sloc,sloc,ground_truth,1097,-0.13345838936992244,9.203460332137377e-06,-0.462399746525712,3.2803560821534505e-59
agent_vs_gt_sloc_delta,sloc,ground_truth,1097,-0.13345838936992244,9.203460332137377e-06,-0.462399746525712,3.2803560821534505e-59
gt_sloc_delta,cc_avg,ground_truth,1100,0.13277004054376293,9.959526083922264e-06,0.06073318924337328,0.04402412607353006
n_commits_b,h_bugs,ground_truth,1100,0.13212876498443168,1.0999936620255054e-05,0.20640301884305343,4.765446523789093e-12
agent_vs_gt_sloc_delta,h_bugs,ground_truth,1097,-0.12974603950942176,1.6277480626788446e-05,-0.5085653625870944,3.2811582727012556e-73
agent_vs_gt_sloc,h_bugs,ground_truth,1097,-0.12974603950942176,1.6277480626788446e-05,-0.5085653625870944,3.2811582727012556e-73
n_commits_total,mi_score,bypass,1100,-0.12951658004390929,1.6410155988481637e-05,0.09358969682459567,0.0018879690515764456
gt_diff_lines_added,cc_max,agent,1100,0.12785841284651067,2.107088619183649e-05,0.04372028882233758,0.1473146252320432
agent_vs_gt_loc,sloc,ground_truth,1097,-0.12777869385021193,2.188441992675125e-05,-0.47682667702784487,2.3378475314637026e-63
agent_vs_gt_loc_delta,sloc,ground_truth,1097,-0.12777869385021193,2.188441992675125e-05,-0.47682667702784487,2.3378475314637026e-63
bypass_vs_gt_diff_hunks,cc_avg,agent,1094,-0.12687534875266215,2.568343109615119e-05,0.0014929879898765272,0.960660173999925
agent_vs_gt_sloc,lloc,ground_truth,1097,-0.1261343529081203,2.7935378700823263e-05,-0.429574565605389,1.7457451470460493e-50
agent_vs_gt_sloc_delta,lloc,ground_truth,1097,-0.1261343529081203,2.7935378700823263e-05,-0.429574565605389,1.7457451470460493e-50
agent_vs_bypass_loc,sloc,agent,1091,0.12594301469002506,3.0222036353405322e-05,-0.045279963793872766,0.1350025590490324
agent_vs_bypass_loc_delta,sloc,agent,1091,0.12594301469002506,3.0222036353405322e-05,-0.045279963793872766,0.1350025590490324
