stratify_by,stratum,label,display_name,n_samples,delta_exact_match,bypass_win_rate_exact_match,delta_similarity,bypass_win_rate_similarity,delta_bleu3,bypass_win_rate_bleu3,delta_rouge_l,bypass_win_rate_rouge_l
project_size,huge,favored simplicity,Favored Simplicity,10,0.0,0.0,0.5595514166300607,90.0,0.6298106059993949,80.0,0.4974752587396186,90.0
project_size,large,favored simplicity,Favored Simplicity,65,0.06153846153846154,6.153846153846154,0.530327765457954,92.3076923076923,0.6271536498755046,89.23076923076923,0.4318085299781543,93.84615384615384
project_size,large,favored complexity,Favored Complexity,32,0.03125,3.125,0.47423311581019667,90.625,0.5456569598248908,81.25,0.39272953472978567,90.625
project_size,large,structural-change-bias,Structural Change Bias,20,0.0,0.0,0.3677512226673156,80.0,0.42530145050256235,70.0,0.30603405751369994,85.0
project_size,large,unclear,Unclear,18,0.1111111111111111,11.11111111111111,0.3860980691942014,88.88888888888889,0.48537076815253616,83.33333333333333,0.32519670083878993,88.88888888888889
project_size,large,vague-commit-message,Vague Commit Message,17,0.11764705882352941,11.764705882352942,0.5251310398359911,100.0,0.6016311304779692,94.11764705882354,0.4524716876616965,100.0
project_size,large,simple-commit-message,Simple Commit Message,14,0.14285714285714285,14.285714285714286,0.43050562479649107,85.71428571428571,0.5166643587595041,85.71428571428571,0.35903343879045735,85.71428571428571
project_size,large,detailed-commit-message,Detailed Commit Message,19,0.10526315789473684,10.526315789473685,0.41652116983921195,84.21052631578948,0.5102859935780801,84.21052631578948,0.35544594734948837,89.47368421052632
project_size,large,modification-bias,Modification Bias,10,0.0,0.0,0.646253661523737,100.0,0.7397820705779142,90.0,0.5562548180671871,100.0
project_size,medium,favored simplicity,Favored Simplicity,117,0.1111111111111111,11.11111111111111,0.3798588921529549,84.61538461538461,0.4298932087331972,80.34188034188034,0.30914810179632,84.61538461538461
project_size,medium,favored complexity,Favored Complexity,52,0.0,0.0,0.3731047421596542,84.61538461538461,0.42921381778555295,80.76923076923077,0.3231623952010731,86.53846153846153
project_size,medium,misprioritization,Misprioritization,16,0.25,25.0,0.31444543974383554,81.25,0.3540667488074305,81.25,0.2630062267638065,81.25
project_size,medium,feature-oriented,Feature-Oriented,13,0.23076923076923078,23.076923076923077,0.28646067091174365,84.61538461538461,0.32316047397855246,84.61538461538461,0.23883327963694262,92.3076923076923
project_size,medium,fix-oriented,Fix-Oriented,14,0.14285714285714285,14.285714285714286,0.4565154728912567,85.71428571428571,0.5584741673672775,85.71428571428571,0.36305681181023086,85.71428571428571
project_size,medium,structural-change-bias,Structural Change Bias,43,0.09302325581395349,9.30232558139535,0.4151713894526176,86.04651162790698,0.4723359809235838,83.72093023255815,0.3463986781275961,86.04651162790698
project_size,medium,unclear,Unclear,21,0.19047619047619047,19.047619047619047,0.1965712277964433,61.904761904761905,0.24043727822508257,57.142857142857146,0.13747848818990746,66.66666666666667
project_size,medium,vague-commit-message,Vague Commit Message,26,0.23076923076923078,23.076923076923077,0.3658359070341406,84.61538461538461,0.4085941844490334,80.76923076923077,0.29302271083187176,84.61538461538461
project_size,medium,simple-commit-message,Simple Commit Message,29,0.13793103448275862,13.793103448275861,0.32563952170030236,82.75862068965517,0.39018799019129174,79.3103448275862,0.2740326878406171,82.75862068965517
project_size,medium,detailed-commit-message,Detailed Commit Message,50,0.12,12.0,0.31372334727679624,80.0,0.34272825212870717,78.0,0.25951798393109654,82.0
project_size,medium,modification-bias,Modification Bias,23,0.043478260869565216,4.3478260869565215,0.34613874101543635,82.6086956521739,0.4094356383094502,78.26086956521739,0.2891546923876568,82.6086956521739
project_size,small,favored simplicity,Favored Simplicity,12,0.16666666666666666,16.666666666666668,0.08042595580165697,66.66666666666667,0.08279541876681988,66.66666666666667,0.04530421739058976,66.66666666666667
