stratify_by,stratum,label,display_name,n_samples,delta_exact_match,bypass_win_rate_exact_match,delta_similarity,bypass_win_rate_similarity,delta_bleu3,bypass_win_rate_bleu3,delta_rouge_l,bypass_win_rate_rouge_l
difficulty,easy,favored simplicity,Favored Simplicity,162,0.16049382716049382,16.049382716049383,0.42889159012108263,90.12345679012346,0.49316866391793496,87.65432098765432,0.35939930480510474,90.12345679012346
difficulty,easy,favored complexity,Favored Complexity,150,0.36666666666666664,36.666666666666664,0.37714168635849066,92.0,0.44232178932448124,92.0,0.2937968711456334,92.0
difficulty,easy,feature-oriented,Feature-Oriented,22,0.13636363636363635,13.636363636363637,0.5044118438218996,100.0,0.5729988582113621,100.0,0.43168011641981147,100.0
difficulty,easy,fix-oriented,Fix-Oriented,38,0.23684210526315788,23.68421052631579,0.4760148211125204,97.36842105263158,0.5564272917931357,97.36842105263158,0.38443813727827797,97.36842105263158
difficulty,easy,structural-change-bias,Structural Change Bias,103,0.3106796116504854,31.067961165048544,0.394387553544575,92.23300970873787,0.4552500251998911,92.23300970873787,0.32231035381378736,92.23300970873787
difficulty,easy,unclear,Unclear,37,0.3783783783783784,37.83783783783784,0.35433631726932885,94.5945945945946,0.4105925600768412,94.5945945945946,0.3042205887440344,91.89189189189189
difficulty,easy,vague-commit-message,Vague Commit Message,71,0.323943661971831,32.394366197183096,0.3823759743799426,90.14084507042253,0.45746533438416576,90.14084507042253,0.3251201005448867,90.14084507042253
difficulty,easy,simple-commit-message,Simple Commit Message,87,0.27586206896551724,27.586206896551722,0.3922835138745301,91.95402298850574,0.4504775321172918,89.65517241379311,0.3109977368104819,90.80459770114942
difficulty,easy,detailed-commit-message,Detailed Commit Message,74,0.33783783783783783,33.78378378378378,0.35475200372447807,93.24324324324324,0.417448802327679,91.89189189189189,0.2896260358895184,90.54054054054055
difficulty,easy,modification-bias,Modification Bias,52,0.36538461538461536,36.53846153846154,0.42664404968054437,94.23076923076923,0.4869206509772765,94.23076923076923,0.34733589327252284,94.23076923076923
difficulty,hard,favored simplicity,Favored Simplicity,213,0.22065727699530516,22.065727699530516,0.34138527706009464,85.91549295774648,0.3949231332163395,81.69014084507042,0.2772679627509466,87.32394366197182
difficulty,hard,favored complexity,Favored Complexity,214,0.24766355140186916,24.766355140186917,0.3509891535353777,88.3177570093458,0.4013616150512051,84.57943925233644,0.28352780862441435,89.25233644859813
difficulty,hard,feature-oriented,Feature-Oriented,24,0.25,25.0,0.343993012048625,79.16666666666667,0.3903660175984423,83.33333333333333,0.28469622733155586,83.33333333333333
difficulty,hard,fix-oriented,Fix-Oriented,22,0.3181818181818182,31.818181818181817,0.32952420684344835,81.81818181818181,0.3960695405794005,86.36363636363636,0.22324814320875513,81.81818181818181
difficulty,hard,structural-change-bias,Structural Change Bias,150,0.23333333333333334,23.333333333333332,0.35118283353756596,87.33333333333333,0.40339304632681466,85.33333333333333,0.2787632711115911,88.66666666666667
difficulty,hard,unclear,Unclear,44,0.2727272727272727,27.272727272727273,0.23911717470116328,81.81818181818181,0.275076931508127,72.72727272727273,0.1781620396651752,77.27272727272727
difficulty,hard,vague-commit-message,Vague Commit Message,66,0.2727272727272727,27.272727272727273,0.35186096162764957,92.42424242424242,0.39063649074352563,87.87878787878788,0.29443128745708275,92.42424242424242
difficulty,hard,simple-commit-message,Simple Commit Message,73,0.273972602739726,27.397260273972602,0.33634988121020154,86.3013698630137,0.37759647540305474,79.45205479452055,0.2793340672085389,87.67123287671232
difficulty,hard,detailed-commit-message,Detailed Commit Message,70,0.3,30.0,0.3288654487653165,84.28571428571429,0.37750412118523774,84.28571428571429,0.25303552945244506,87.14285714285714
difficulty,hard,modification-bias,Modification Bias,98,0.23469387755102042,23.46938775510204,0.3732530959805003,89.79591836734694,0.43283808228470827,86.73469387755102,0.296675899560381,89.79591836734694
difficulty,medium,favored simplicity,Favored Simplicity,69,0.13043478260869565,13.043478260869565,0.4501262778149658,91.30434782608695,0.5236876752171826,88.40579710144928,0.36364118338395385,91.30434782608695
difficulty,medium,favored complexity,Favored Complexity,56,0.2857142857142857,28.571428571428573,0.5258918863105047,96.42857142857143,0.5972214376068775,94.64285714285714,0.4364550414528479,96.42857142857143
difficulty,medium,fix-oriented,Fix-Oriented,19,0.3157894736842105,31.57894736842105,0.3548932952812379,84.21052631578948,0.4360441170938891,84.21052631578948,0.2658755113063888,78.94736842105263
difficulty,medium,structural-change-bias,Structural Change Bias,39,0.23076923076923078,23.076923076923077,0.5971676442982182,94.87179487179488,0.7172003026479005,94.87179487179488,0.4961173726286745,94.87179487179488
difficulty,medium,unclear,Unclear,13,0.15384615384615385,15.384615384615385,0.17572113349098417,69.23076923076923,0.2049401642362215,61.53846153846154,0.08411185116685728,76.92307692307692
difficulty,medium,vague-commit-message,Vague Commit Message,28,0.14285714285714285,14.285714285714286,0.40439189517207647,85.71428571428571,0.4745761243101055,85.71428571428571,0.3111824635868542,89.28571428571429
difficulty,medium,simple-commit-message,Simple Commit Message,38,0.2631578947368421,26.31578947368421,0.44239401140387946,92.10526315789474,0.5159881361985418,92.10526315789474,0.35930165168880646,89.47368421052632
difficulty,medium,detailed-commit-message,Detailed Commit Message,35,0.2571428571428571,25.714285714285715,0.4266812728960098,85.71428571428571,0.46248520319958886,82.85714285714286,0.34792798807775,88.57142857142857
difficulty,medium,modification-bias,Modification Bias,28,0.17857142857142858,17.857142857142858,0.5264584952383261,96.42857142857143,0.6122631568055346,96.42857142857143,0.4377995946587188,96.42857142857143
