label,display_name,n_bypass_wins,n_agent_wins,n_ties,count_in_bypass_wins,count_in_agent_wins,count_in_ties,pct_in_bypass_wins,pct_in_agent_wins,pct_in_ties,pct_diff_vs_agent,pct_diff_vs_tie,odds_ratio_vs_agent,odds_ratio_vs_tie,chi2_pval_vs_agent,chi2_pval_vs_tie
favored complexity,Favored Complexity,41,0,737,4,0,301,9.75609756097561,0,40.84124830393487,9.75609756097561,-31.085150742959257,,0.15659513333931938,,0.00014248593857969376
structural-change-bias,Structural Change Bias,41,0,737,6,0,218,14.634146341463413,0,29.579375848032562,14.634146341463413,-14.945229506569149,,0.40812581913499346,,0.06013058517333696
unclear,Unclear,41,0,737,8,0,55,19.51219512195122,0,7.462686567164178,19.51219512195122,12.04950855478704,,3.006060606060606,,0.01394722504220509
modification-bias,Modification Bias,41,0,737,4,0,154,9.75609756097561,0,20.8955223880597,9.75609756097561,-11.13942482708409,,0.4092664092664093,,0.126953831123448
vague-commit-message,Vague Commit Message,41,0,737,12,0,139,29.268292682926827,0,18.860244233378562,29.268292682926827,10.408048449548264,,1.780203423468122,,0.1506575192412941
favored simplicity,Favored Simplicity,41,0,737,28,0,438,68.29268292682927,0,59.430122116689276,68.29268292682927,8.862560810139996,,1.4703196347031964,,0.33542135992383443
misprioritization,Misprioritization,41,0,737,4,0,14,9.75609756097561,0,1.8995929443690638,9.75609756097561,7.8565046166065455,,5.583011583011583,,0.0064650389028312145
feature-oriented,Feature-Oriented,41,0,737,4,0,41,9.75609756097561,0,5.563093622795115,9.75609756097561,4.193003938180494,,1.8352010547132498,,0.43791917105414324
fix-oriented,Fix-Oriented,41,0,737,5,0,60,12.195121951219512,0,8.14111261872456,12.195121951219512,4.054009332494953,,1.5671296296296295,,0.5332082420177608
simple-commit-message,Simple Commit Message,41,0,737,9,0,184,21.951219512195124,0,24.96607869742198,21.951219512195124,-3.0148591852268574,,0.8452785326086957,,0.8031483715085047
detailed-commit-message,Detailed Commit Message,41,0,737,8,0,126,19.51219512195122,0,17.096336499321573,19.51219512195122,2.4158586226296457,,1.1755651755651755,,0.8522396719991083
test-oriented,Test-Oriented,41,0,737,0,0,13,0.0,0,1.7639077340569878,0.0,-1.7639077340569878,,0.0,,0.8167717811301749
accurate,Accurate,41,0,737,0,0,3,0.0,0,0.40705563093622793,0.0,-0.40705563093622793,,0.0,,1.0
refactor-oriented,Refactor-Oriented,41,0,737,1,0,16,2.4390243902439024,0,2.1709633649932156,2.4390243902439024,0.26806102525068676,,1.1265625,,1.0
lost information (compression),Lost Information,41,0,737,0,0,1,0.0,0,0.13568521031207598,0.0,-0.13568521031207598,,0.0,,1.0
