stratify_by,stratum,label,display_name,n_samples,delta_exact_match,bypass_win_rate_exact_match,delta_similarity,bypass_win_rate_similarity,delta_bleu3,bypass_win_rate_bleu3,delta_rouge_l,bypass_win_rate_rouge_l
project_size,huge,favored simplicity,Favored Simplicity,30,0.1,10.0,0.4622040146417777,90.0,0.5059773000822518,83.33333333333333,0.4115463173811373,93.33333333333333
project_size,huge,favored complexity,Favored Complexity,15,0.06666666666666667,6.666666666666667,0.47789266202628067,86.66666666666667,0.5558334904342004,93.33333333333333,0.431405986263617,86.66666666666667
project_size,huge,structural-change-bias,Structural Change Bias,10,0.0,0.0,0.45885964142313906,80.0,0.556079801303589,90.0,0.4019837552212916,80.0
project_size,huge,vague-commit-message,Vague Commit Message,12,0.08333333333333333,8.333333333333334,0.2789987304635099,66.66666666666667,0.3235723229858449,75.0,0.283584383436121,75.0
project_size,huge,simple-commit-message,Simple Commit Message,10,0.1,10.0,0.5947784617621272,100.0,0.6231086165619836,90.0,0.538835147078665,100.0
project_size,huge,modification-bias,Modification Bias,10,0.2,20.0,0.5448291371116059,90.0,0.554645615560164,90.0,0.4790266804280778,100.0
project_size,large,favored simplicity,Favored Simplicity,146,0.04794520547945205,4.794520547945205,0.4469299201139709,89.72602739726027,0.5315704401142173,86.98630136986301,0.3743347837357663,91.0958904109589
project_size,large,favored complexity,Favored Complexity,86,0.011627906976744186,1.1627906976744187,0.4650496169591048,94.18604651162791,0.5408149538445682,89.53488372093024,0.39005273263313867,93.02325581395348
project_size,large,feature-oriented,Feature-Oriented,16,0.0,0.0,0.5526943691627774,87.5,0.5930061117120047,87.5,0.49233390318989156,87.5
project_size,large,fix-oriented,Fix-Oriented,26,0.038461538461538464,3.8461538461538463,0.4283591818553643,92.3076923076923,0.5081328602302088,92.3076923076923,0.31880863280499727,88.46153846153847
project_size,large,structural-change-bias,Structural Change Bias,57,0.017543859649122806,1.7543859649122806,0.4582552557600852,91.2280701754386,0.5241095391459162,87.71929824561404,0.37989945450506774,91.2280701754386
project_size,large,unclear,Unclear,21,0.09523809523809523,9.523809523809524,0.3555233093706561,90.47619047619048,0.4473396897865993,80.95238095238095,0.2999456359696565,85.71428571428571
project_size,large,vague-commit-message,Vague Commit Message,49,0.061224489795918366,6.122448979591836,0.4954035473736859,95.91836734693878,0.5978442175108329,95.91836734693878,0.44592255941827946,100.0
project_size,large,simple-commit-message,Simple Commit Message,56,0.03571428571428571,3.5714285714285716,0.36661288335627423,83.92857142857143,0.4251086226353436,80.35714285714286,0.2909678988166471,83.92857142857143
project_size,large,detailed-commit-message,Detailed Commit Message,34,0.058823529411764705,5.882352941176471,0.44940116310994593,91.17647058823529,0.5228346148482784,85.29411764705883,0.3919986904464105,91.17647058823529
project_size,large,modification-bias,Modification Bias,35,0.0,0.0,0.48589082878427975,97.14285714285714,0.5689853619374051,88.57142857142857,0.4130905899240585,94.28571428571429
