sample_id,agent_vs_gt_sloc,bypass_vs_gt_sloc,agent_vs_bypass_sloc,agent_vs_gt_lloc,bypass_vs_gt_lloc,agent_vs_bypass_lloc,agent_vs_gt_cc_total,bypass_vs_gt_cc_total,agent_vs_bypass_cc_total,agent_vs_gt_cc_avg,bypass_vs_gt_cc_avg,agent_vs_bypass_cc_avg,agent_vs_gt_cc_max,bypass_vs_gt_cc_max,agent_vs_bypass_cc_max,agent_vs_gt_mi_score,bypass_vs_gt_mi_score,agent_vs_bypass_mi_score,agent_vs_gt_h_difficulty,bypass_vs_gt_h_difficulty,agent_vs_bypass_h_difficulty,agent_vs_gt_h_bugs,bypass_vs_gt_h_bugs,agent_vs_bypass_h_bugs,gt_sloc,gt_lloc,gt_cc_total,gt_cc_avg,gt_cc_max,gt_mi_score,gt_h_difficulty,gt_h_bugs
206266701606,0.0,-24.0,24.0,0.0,-42.0,42.0,0.0,-6.0,6.0,0.0,0.6545454545454548,-0.6545454545454548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,65.0,17.0,1.5454545454545454,4.0,100.0,0.0,0.0
207238523129,0.0,-14.0,14.0,1.0,-4.0,5.0,0.0,-1.0,1.0,0.0,-0.11111111111111072,0.11111111111111072,0.0,0.0,0.0,0.09019574243256301,0.4285840158579006,-0.3383882734253376,0.0,-0.05348258706467668,0.05348258706467668,0.0,-0.0071293129624486196,0.0071293129624486196,641.0,351.0,82.0,9.11111111111111,15.0,41.01702952625562,7.470149253731344,0.2912236361406175
221307964536,2.0,8.0,-6.0,1.0,8.0,-7.0,1.0,2.0,-1.0,-0.16666666666666652,-0.06666666666666643,-0.10000000000000009,0.0,0.0,0.0,0.1747654738646247,-1.2510426734874116,1.4258081473520363,0.012820512820512775,0.5185676392572947,-0.5057471264367819,-0.006200854351770417,0.011007116174402726,-0.017207970526173143,198.0,162.0,24.0,2.6666666666666665,4.0,60.617197711269455,2.1538461538461537,0.06869646833851926
223868938267,-1.0,-2.0,1.0,-1.0,0.0,-1.0,0.0,-2.0,2.0,0.0,-0.05128205128205199,0.05128205128205199,0.0,0.0,0.0,0.013433701093827466,0.2663784403498788,-0.2529447392560513,0.0,0.0,0.0,0.0,0.0,0.0,605.0,407.0,162.0,4.153846153846154,23.0,29.25276576092409,8.265536723163843,0.7931042173344084
225336541252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,0.0,0.0,0.0,100.0,0.0,0.0
231040798896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236822274021,-2.0,-10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08150812235285798,0.40401814343611164,-0.32251002108325366,0.0,0.0,0.0,0.0,0.0,0.0,149.0,136.0,46.0,6.571428571428571,16.0,56.908152458124974,5.318181818181818,0.15465385227320638
239379983732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0
240107024706,2.0,-9.0,11.0,1.0,-5.0,6.0,0.0,-1.0,1.0,0.0,0.04597701149425282,-0.04597701149425282,0.0,0.0,0.0,0.8778074052309748,0.5512779545591258,0.326529450671849,0.0,-0.09513006654567491,0.09513006654567491,0.0,-0.015830173676149917,0.015830173676149917,230.0,220.0,70.0,2.3333333333333335,6.0,33.67967594630264,11.577586206896552,0.5691261164637627
240343331150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247272567499,1.0,30.0,-29.0,1.0,15.0,-14.0,0.0,3.0,-3.0,0.0,-0.047619047619047894,0.047619047619047894,0.0,0.0,0.0,-0.12783581029820112,-1.6880644971141052,1.560228686815904,0.0,-0.024509803921568984,0.024509803921568984,0.0,0.003678388124041747,-0.003678388124041747,132.0,104.0,20.0,3.3333333333333335,5.0,49.313806009397084,2.9411764705882355,0.046080793392585404
247402917526,0.0,-4.0,4.0,0.0,-4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42684746856942013,-0.42684746856942013,0.0,0.0,0.0,0.0,0.0,0.0,144.0,89.0,38.0,9.5,24.0,66.35859961701343,4.0,0.07466939618723893
255106664924,-6.0,-10.0,4.0,-5.0,-8.0,3.0,-1.0,-2.0,1.0,0.06254367575122277,-0.0370370370370372,0.09958071278825997,0.0,0.0,0.0,0.301522041163504,0.2469666150803187,0.05455542608318531,0.018989825800803217,0.6010928961748636,-0.5821030703740604,-0.009243642046135925,-0.0017492514073915721,-0.007494390638744353,1363.0,722.0,233.0,4.314814814814815,18.0,7.872046933685753,10.218579234972678,0.8510159891282527
257344572820,-4.0,-26.0,22.0,-2.0,-11.0,9.0,-2.0,-5.0,3.0,-0.04166666666666696,-0.10416666666666696,0.0625,0.0,0.0,0.0,0.47087398880099673,0.8427654799356068,-0.37189149113461006,0.006190476190476524,0.006190476190476524,0.0,-0.005499429268528422,-0.005499429268528422,0.0,787.0,571.0,204.0,4.25,13.0,7.858324065772222,7.273809523809524,0.5196826983088161
258610168409,2.0,-8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015566138603517743,0.0642108389404683,-0.07977697754398605,0.0,0.0,0.0,0.0,0.0,0.0,245.0,31.0,7.0,1.75,3.0,62.77864665277036,0.5,0.004643856189774725
260153519765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26064677954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0
263056810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27785054052,3.0,-32.0,35.0,4.0,-17.0,21.0,3.0,-5.0,8.0,0.08571428571428541,-0.14285714285714324,0.22857142857142865,2.0,-4.0,6.0,-0.5962492412925187,1.127326626032172,-1.7235758673246906,0.027757750540735593,-0.5107340012267425,0.5384917517674781,0.015197810995225991,-0.02453293657058092,0.03973074756580691,975.0,596.0,182.0,5.2,48.0,18.040896600034667,6.63013698630137,0.2919158289735634
285547976270,0.0,-6.0,6.0,0.0,-6.0,6.0,0.0,-2.0,2.0,0.0,-0.22222222222222232,0.22222222222222232,0.0,0.0,0.0,-0.1571881685705776,1.0553358661027659,-1.2125240346733435,0.0,-0.19951923076922995,0.19951923076922995,0.0,-0.012776324336416817,0.012776324336416817,91.0,128.0,20.0,2.2222222222222223,5.0,62.52643892087482,8.96875,0.09348694709184494
288458015299,-1.0,-1.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.16666666666666696,-0.16666666666666696,0.0,-1.0,0.0,-1.0,0.3397941749017619,0.283371345216608,0.056422829685153886,0.0,-0.640625,0.640625,0.0,-0.0007362274677682468,0.0007362274677682468,147.0,125.0,43.0,7.166666666666667,18.0,56.702329456072185,5.765625,0.11072274142877374
289830531066,3.0,-26.0,29.0,1.0,-17.0,18.0,0.0,-6.0,6.0,0.0,-0.3157894736842106,0.3157894736842106,0.0,-2.0,2.0,-0.06423446919017906,1.9132144051423907,-1.9774488743325698,0.0,0.1618653049426726,-0.1618653049426726,0.0,-0.04193036955921525,0.04193036955921525,449.0,357.0,107.0,5.631578947368421,14.0,20.806205941032808,9.570093457943925,0.44432092834171133
291724734374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293493941862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294497416859,63.0,-60.0,123.0,30.0,-9.0,39.0,9.0,-1.0,10.0,0.006647673314339908,0.0020678246484697738,0.004579848665870134,0.0,0.0,0.0,-0.6558257886576744,0.1587281244145604,-0.8145539130722348,0.30273224043715885,0.0,0.30273224043715885,0.027588046531366373,0.0,0.027588046531366373,3084.0,818.0,206.0,1.3205128205128205,11.0,12.412584039629937,9.533333333333333,0.5126598121837745
29794561326,-611.0,-31.0,-580.0,-274.0,-7.0,-267.0,-85.0,-6.0,-79.0,-8.5,0.27777777777777857,-8.777777777777779,-35.0,-1.0,-34.0,-28.967990287142506,-0.3799518465859286,-28.588038440556577,-8.424050632911392,0.25680043091839444,-8.680851063829786,-0.39816698990822,0.06381688130511959,-0.4619838712133396,611.0,274.0,85.0,8.5,35.0,28.967990287142506,8.424050632911392,0.39816698990822
299612273952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300283092576,-5.0,-33.0,28.0,-4.0,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
304231110873,-461.0,-63.0,-398.0,-346.0,-31.0,-315.0,-1164.0,-12.0,-1152.0,-12.516129032258064,0.14321162708259472,-12.659340659340659,-116.0,-1.0,-115.0,0.0,0.0,0.0,-14.691532258064516,-0.017565315915755164,-14.67396694214876,-9.084910958209491,-0.24279453150421126,-8.84211642670528,3845.0,2797.0,1164.0,12.516129032258064,116.0,0.0,14.691532258064516,9.084910958209491
31104414942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311713717407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319938361487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320227862460,-9.0,-22.0,13.0,-4.0,-4.0,0.0,-3.0,-7.0,4.0,-0.09090909090909083,-0.21212121212121193,0.1212121212121211,-3.0,-7.0,4.0,0.8425210915844197,1.5920183824757501,-0.7494972908913304,-0.09180256260920316,0.01758191283045818,-0.10938447543966134,0.001945871102547958,-0.049000755387792694,0.05094662649034065,643.0,426.0,194.0,5.878787878787879,50.0,18.83025804016281,9.363861386138614,1.1286534250901978
325089916934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326847022784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12180473587443252,0.0,-0.12180473587443252,0.0,0.0,0.0,0.0,0.0,0.0,719.0,587.0,254.0,3.2564102564102564,18.0,12.431352763442346,9.9,0.7757808883382789
327844608780,2.0,-3.0,5.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06406190951079793,0.22196199876528055,-0.2860239082760785,0.0,0.0,0.0,0.0,0.0,0.0,242.0,153.0,44.0,1.2571428571428571,3.0,54.69274293180161,0.5,0.012679700005769252
330249272931,0.0,-3.0,3.0,0.0,-2.0,2.0,0.0,-1.0,1.0,0.0,-0.5,0.5,0.0,-1.0,1.0,0.0,0.8405328143708175,-0.8405328143708175,0.0,-0.03860294117647056,0.03860294117647056,0.0,-0.0052592687931752105,0.0052592687931752105,82.0,65.0,18.0,9.0,16.0,71.1958555825487,2.3823529411764706,0.05906635063012729
33086999729,-3.0,3.0,-6.0,0.0,0.0,0.0,-1.0,-2.0,1.0,-0.0625,-0.125,0.0625,-1.0,-2.0,1.0,0.2768942536979111,0.2547296671683412,0.022164586529569874,0.0,0.006722689075630228,-0.006722689075630228,0.0,-0.00425119336570369,0.00425119336570369,174.0,162.0,54.0,3.375,13.0,51.62668998863113,4.228571428571429,0.1049077852575739
334522083487,-4.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4361615806825228,0.0,-1.4361615806825228,0.0,0.0,0.0,0.0,0.0,0.0,124.0,32.0,0.0,0.0,0.0,84.39199983589943,1.2,0.008422064766172813
335757919983,-224.0,760.0,-984.0,-152.0,697.0,-849.0,-16.0,319.0,-335.0,-1.0,2.2211538461538463,-3.2211538461538463,-1.0,8.0,-9.0,-23.4140156645301,-20.67053843205319,-2.743477232476912,-0.5,8.68693009118541,-9.18693009118541,-0.0006666666666666666,1.966304870978338,-1.9669715376450045,224.0,152.0,16.0,1.0,1.0,23.4140156645301,0.5,0.0006666666666666666
343704493553,-40.0,-36.0,-4.0,-5.0,-11.0,6.0,0.0,-2.0,2.0,0.03176470588235314,0.044417767106842865,-0.012653061224489726,-2.0,0.0,-2.0,1.2664633259009044,1.0713771118017057,0.19508621409919868,0.2327044025157221,-0.09117875899630512,0.32388316151202723,-0.09377394734839545,-0.05616328584930025,-0.0376106614990952,678.0,479.0,162.0,1.588235294117647,7.0,16.028392947666664,10.683962264150944,0.5281398937786275
347639123651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34764634804,0.0,-8.0,8.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,7.0,0.0,0.0,0.0,100.0,0.0,0.0
35571962588,3.0,4.0,-1.0,3.0,1.0,2.0,2.0,2.0,0.0,-0.1725146198830405,-0.1725146198830405,0.0,0.0,0.0,0.0,-0.36849988574614656,-0.16180001983364178,-0.20669986591250478,-0.039829302987199,-0.039829302987199,0.0,0.007950819592486613,0.007950819592486613,0.0,291.0,237.0,95.0,5.277777777777778,17.0,46.12076854856602,8.513513513513514,0.29067442283867845
356744499920,4.0,0.0,4.0,4.0,0.0,4.0,1.0,0.0,1.0,0.11111111111111116,0.0,0.11111111111111116,2.0,0.0,2.0,-6.539999539935685,0.0,-6.539999539935685,1.4038461538461542,0.0,1.4038461538461542,0.020863875668107615,0.0,0.020863875668107615,135.0,85.0,26.0,2.888888888888889,5.0,51.46212312833457,4.846153846153846,0.0701002012315812
366654765884,0.0,7.0,-7.0,0.0,6.0,-6.0,0.0,4.0,-4.0,0.0,0.6666666666666667,-0.6666666666666667,0.0,1.0,-1.0,0.0,-10.500465339006368,10.500465339006368,0.0,0.5,-0.5,0.0,0.0015849625007211565,-0.0015849625007211565,19.0,16.0,4.0,1.3333333333333333,2.0,100.0,0.0,0.0
369786533796,50.0,49.0,1.0,21.0,20.0,1.0,6.0,6.0,0.0,-1.75,-1.75,0.0,8.0,8.0,0.0,-4.896064766925669,-3.701390317463222,-1.1946744494624468,-2.1212121212121207,-2.1212121212121207,0.0,0.0039628749250425754,0.0039628749250425754,0.0,169.0,135.0,60.0,10.0,24.0,43.97478869521531,5.454545454545454,0.12322369610621592
371824998441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377849635108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380378091414,0.0,0.0,0.0,0.0,0.0,0.0,-77.0,0.0,-77.0,-12.833333333333334,0.0,-12.833333333333334,-48.0,0.0,-48.0,-43.2698228121962,0.0,-43.2698228121962,-10.183333333333334,0.0,-10.183333333333334,-0.29092175426736083,0.0,-0.29092175426736083,311.0,181.0,77.0,12.833333333333334,48.0,43.2698228121962,10.183333333333334,0.29092175426736083
383851257846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387387732626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39763624666,-7.0,41.0,-48.0,-12.0,-17.0,5.0,-6.0,-7.0,1.0,-0.11538461538461497,-0.04411764705882337,-0.0712669683257916,0.0,0.0,0.0,0.8126295998014958,0.515659356190584,0.29697024361091184,-0.03663679493937799,-0.03663679493937799,0.0,-0.037428377120750644,-0.037428377120750644,0.0,1381.0,723.0,247.0,4.75,22.0,6.383427210664221,13.250922509225092,1.567815908919529
398726730431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403639451004,-1.0,-72.0,71.0,1.0,-43.0,44.0,0.0,-2.0,2.0,0.0,0.20329670329670346,-0.20329670329670346,0.0,0.0,0.0,0.09577375653723763,1.8008680232330683,-1.7050942666958306,0.0,0.0389705882352942,-0.0389705882352942,0.0,-0.0008053831448581183,0.0008053831448581183,697.0,450.0,102.0,3.642857142857143,16.0,27.414161322245995,5.261029411764706,0.5791793332612047
409327940943,-3.0,19.0,-22.0,-3.0,12.0,-15.0,-1.0,3.0,-4.0,-0.030303030303030276,0.09090909090909083,-0.1212121212121211,0.0,0.0,0.0,0.3244118063031536,-0.690765181396884,1.0151769877000376,0.0,0.0,0.0,0.0,0.0,0.0,519.0,385.0,131.0,3.9696969696969697,14.0,36.11708103252458,7.405063291139241,0.3044328912826606
410944372777,1.0,-13.0,14.0,1.0,-7.0,8.0,0.0,-5.0,5.0,0.0,-1.0,1.0,0.0,-5.0,5.0,-0.9132143152860337,4.145437262912083,-5.058651578198116,-0.11904761904761907,-1.1285714285714286,1.0095238095238095,-0.0015668132393803491,-0.03318027256051913,0.03161345932113878,123.0,75.0,24.0,4.8,20.0,62.21227112028616,3.9285714285714284,0.07990747520839857
412536199125,0.0,-2.0,2.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.342360813664655,-0.342360813664655,0.0,0.0,0.0,0.0,0.0,0.0,92.0,56.0,6.0,1.5,2.0,83.89658967641337,0.5,0.0006666666666666666
413716776851,-1.0,-3.0,2.0,1.0,-3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04205638830914893,0.34680629035546673,-0.38886267866461566,-0.03270009342883817,0.0,-0.03270009342883817,0.009369189803760891,0.0,0.009369189803760891,410.0,343.0,68.0,8.5,28.0,28.415052079500416,10.29585798816568,0.8827646028440228
414324359168,-31.0,-45.0,14.0,-20.0,-30.0,10.0,-12.0,-11.0,-1.0,-0.16606170598911074,-0.14851784633998788,-0.01754385964912286,-2.0,-2.0,0.0,0.9337649033455548,1.2999576212167483,-0.36619271787119345,-1.4226750261233025,-1.270833333333334,-0.15184169278996862,-0.06945584056153381,-0.05755161301479539,-0.011904227546738422,663.0,469.0,147.0,2.5344827586206895,21.0,34.502751250146964,10.56060606060606,0.4297668090279945
416581719268,-124.0,-16.0,-108.0,-98.0,-14.0,-84.0,-31.0,-31.0,0.0,-1.7208333333333332,-1.7208333333333332,0.0,-22.0,-22.0,0.0,10.297222148123957,3.872164667639389,6.425057480484568,-1.0250000000000004,0.32972972972972947,-1.3547297297297298,-0.06777516404899708,-0.00816098935555215,-0.05961417469344493,375.0,287.0,83.0,5.1875,29.0,44.43069189217719,5.4,0.1601022583540065
