repo_norm,repo,evaluated_row_count,evaluated_instance_count,benchmark_scenario_count,conflict_files_total,conflict_files_median,merge_conflicts_total,merge_conflicts_median,merge_parent_count_median,default_branch,license,stargazers,created_at,topics,programming_language,commits,branches,releases,forks,watchers,contributors,blank_lines,code_lines,comment_lines,last_commit,dominant_difficulty,dominant_project_size,difficulty_easy_scenario_count,difficulty_hard_scenario_count,difficulty_medium_scenario_count,project_size_medium_scenario_count,project_size_small_scenario_count,project_size_large_scenario_count,project_size_huge_scenario_count,active_span_days,active_span_years,repository_age_days,repository_age_years,commits_per_year,code_lines_per_contributor,stars_per_year,metadata_matched
microsoft/graphrag,microsoft/graphrag,192,7,7,24,2.0,54,3.0,2.0,main,MIT License,26971,2024-03-27T05:57:52Z,gpt;gpt-4;gpt4;graphrag;llm;llms;rag,python,393,35,26,2802,182,48,8607,32202,9150,2025-07-15T12:54:27Z,hard,medium,2,4,1,7,0,0,0,475,1.3004791238877482,491,1.3442847364818618,302.19631578947366,670.875,20063.457739307534,True
microsoft/NLWeb,microsoft/NLWeb,24,3,3,3,1.0,3,1.0,2.0,main,MIT License,5632,2025-04-28T08:44:02Z,,python,739,41,0,583,80,37,9686,46120,8071,2025-07-25T12:42:58Z,easy,medium,3,0,0,3,0,0,0,88,0.24093086926762491,94,0.25735797399041754,3067.2698863636365,1246.4864864864865,21883.91489361702,True
microsoft/presidio,microsoft/presidio,24,2,2,3,1.5,6,3.0,2.0,main,MIT License,5146,2018-05-04T11:08:58Z,anonymization;data-anonymization;data-masking;data-obfuscation;data-privacy;data-redaction;de-identification;guardrails;image-redactor;named-entity-recognition;nlp;personally-identifiable-information;phi;pii;pii-detection;privacy;python;sensitive-data;spacy;transformers,python,1328,32,44,701,73,134,8672,38887,15349,2025-07-31T06:23:36Z,hard,medium,0,1,1,2,0,0,0,2644,7.238877481177276,2645,7.241615331964408,183.4538577912254,290.2014925373134,710.614933837429,True
microsoft/promptflow,microsoft/promptflow,144,8,8,18,2.0,35,3.0,2.0,main,MIT License,10638,2023-06-30T06:03:06Z,ai;ai-application-development;ai-applications;chatgpt;gpt;llm;prompt;prompt-engineering,python,2267,697,42,1000,113,97,47166,1811031,99943,2025-07-21T10:46:41Z,hard,huge,1,7,0,0,0,0,8,752,2.0588637919233403,762,2.086242299794661,1101.0927526595744,18670.422680412372,5099.120078740158,True
mikedh/trimesh,mikedh/trimesh,16,2,2,2,1.0,3,1.5,2.0,main,MIT License,3302,2013-07-29T05:25:42Z,geometry;mesh;python;triangular-meshes,python,5566,25,471,622,48,198,13124,97211,27721,2025-07-16T07:52:43Z,easy,medium,1,0,1,2,0,0,0,4370,11.964407939767282,4385,12.005475701574264,465.21315789473687,490.9646464646465,275.0411630558723,True
mindverse/Second-Me,mindverse/Second-Me,32,4,4,4,1.0,5,1.0,2.0,master,Apache License 2.0,13643,2025-03-16T04:06:05Z,,python,185,150,2,1005,112,33,9793,818946,8533,2025-05-13T06:04:04Z,easy,large,3,0,1,0,0,4,0,58,0.15879534565366188,137,0.3750855578370979,1165.021551724138,24816.545454545456,36373.03467153284,True
MinishLab/model2vec,MinishLab/model2vec,48,4,4,6,1.0,11,2.0,2.0,main,MIT License,1783,2024-07-18T10:33:59Z,ai;embeddings;machine-learning;model2vec;nlp;python;sentence-transformers;word-embeddings,python,297,9,22,93,16,10,1202,34777,2261,2025-07-31T01:45:04Z,easy,medium,2,1,1,4,0,0,0,377,1.0321697467488022,378,1.0349075975359343,287.74336870026525,3477.7,1722.859126984127,True
mlco2/codecarbon,mlco2/codecarbon,8,1,1,1,1.0,1,1.0,2.0,master,MIT License,1503,2020-05-12T02:44:03Z,,python,2279,158,51,217,20,81,11690,88843,17090,2025-07-29T10:50:53Z,easy,medium,1,0,0,1,0,0,0,1904,5.212867898699521,1906,5.218343600273785,437.187368697479,1096.8271604938273,288.0224291710388,True
mlrun/mlrun,mlrun/mlrun,64,5,5,8,1.0,16,2.0,2.0,development,Apache License 2.0,1562,2019-09-01T04:59:19Z,data-engineering;data-science;experiment-tracking;kubernetes;machine-learning;mlops;mlops-workflow;model-serving;python;workflow,python,6702,62,719,271,27,77,44910,301264,96864,2025-07-31T06:29:37Z,easy,large,2,1,2,0,0,5,0,2160,5.9137577002053385,2160,5.9137577002053385,1133.2895833333334,3912.5194805194806,264.1298611111111,True
modelcontextprotocol/python-sdk,modelcontextprotocol/python-sdk,112,1,1,14,14.0,74,74.0,2.0,main,MIT License,16955,2024-09-24T09:01:35Z,,python,564,32,31,2196,125,108,7388,26128,5900,2025-07-26T08:37:48Z,hard,medium,0,1,0,1,0,0,0,304,0.8323066392881588,310,0.8487337440109514,677.6348684210526,241.92592592592592,19976.8185483871,True
modelscope/evalscope,modelscope/evalscope,112,11,11,14,1.0,19,1.0,2.0,main,Apache License 2.0,1410,2023-12-07T06:10:49Z,evaluation;llm;performance;rag;vlm,python,436,165,31,154,8,24,13911,59631,8705,2025-07-29T06:13:07Z,easy,medium,8,1,2,11,0,0,0,600,1.6427104722792607,602,1.648186173853525,265.415,2484.625,855.485880398671,True
modelscope/modelscope-agent,modelscope/modelscope-agent,64,5,5,8,1.0,26,1.0,2.0,master,Apache License 2.0,3188,2023-08-03T09:06:03Z,agent;android-application;assistantapi;chatbot;chatglm-4;code;codexgraph;data-science;data-science-assistant;gpts;llm;mobile-agent;mobile-agents;multi-agents;multimodal-large-language-models;open-gpts;qwen;rag,python,479,38,16,363,44,36,8575,40945,7557,2025-05-14T09:26:54Z,easy,medium,4,1,0,5,0,0,0,650,1.7796030116358659,728,1.9931553730321698,269.16115384615387,1137.361111111111,1599.473901098901,True
modelscope/swift,modelscope/swift,136,13,13,17,1.0,17,1.0,2.0,main,Apache License 2.0,2703,2023-08-01T03:06:39Z,agent;deploy;dpo;glm4;internvl;llama;llama3;llava;llm;lora;megatron;mistral-nemo;modelscope;multimodal;ollama;peft;pre-training;qwen2;sft;unsloth,python,853,22,21,242,19,30,12863,82677,5608,2024-08-03T04:05:28Z,easy,medium,10,3,0,13,0,0,0,368,1.0075290896646132,730,1.998631074606434,846.6256793478261,2755.9,1352.4256849315068,True
ModelTC/lightllm,ModelTC/lightllm,128,8,8,16,1.0,22,1.5,2.0,main,Apache License 2.0,3422,2023-07-22T08:11:15Z,deep-learning;gpt;llama;llm;model-serving;nlp;openai-triton,python,642,53,2,271,31,35,11605,65713,6313,2025-07-31T01:00:41Z,easy,medium,4,3,1,8,0,0,0,739,2.023271731690623,740,2.026009582477755,317.307848443843,1877.5142857142857,1689.0344594594594,True
moj-analytical-services/splink,moj-analytical-services/splink,8,1,1,1,1.0,8,8.0,2.0,master,MIT License,1664,2019-11-22T02:27:33Z,data-matching;data-science;deduplicate-data;deduplication;duckdb;em-algorithm;entity-resolution;fuzzy-matching;record-linkage;spark;uk-gov-data-science,python,9379,41,124,185,17,73,28125,191321,49254,2025-07-26T03:18:34Z,medium,large,0,0,1,0,0,1,0,2073,5.675564681724846,2078,5.689253935660506,1652.5227930535457,2620.8356164383563,292.48123195380174,True
mosaicml/composer,mosaicml/composer,32,3,3,4,1.0,5,2.0,2.0,main,Apache License 2.0,5389,2021-10-12T02:38:28Z,deep-learning;machine-learning;ml-efficiency;ml-systems;ml-training;neural-network;neural-networks;pytorch,python,2699,254,66,451,49,124,18413,62511,24207,2025-07-25T10:59:06Z,easy,medium,1,1,1,3,0,0,0,1382,3.783709787816564,1388,3.800136892539357,713.3210926193922,504.1209677419355,1418.1068083573487,True
mosaicml/llm-foundry,mosaicml/llm-foundry,184,14,14,23,1.0,30,1.0,2.0,main,Apache License 2.0,4296,2023-04-28T10:33:27Z,deep-learning;llm;neural-networks;nlp;pytorch,python,1348,332,32,572,49,99,9624,321692,7674,2025-07-28T08:27:47Z,easy,large,9,4,1,0,0,14,0,821,2.2477754962354553,825,2.2587268993839835,599.7040194884287,3249.4141414141413,1901.9563636363637,True
MultimediaTechLab/YOLO,MultimediaTechLab/YOLO,32,2,2,4,2.0,6,3.0,2.0,main,MIT License,1321,2024-03-14T12:06:41Z,,python,621,15,1,191,45,16,1675,5787,1306,2025-07-26T05:09:07Z,easy,small,1,1,0,0,2,0,0,498,1.3634496919917864,504,1.379876796714579,455.46234939759034,361.6875,957.3318452380952,True
MyoHub/myosuite,MyoHub/myosuite,16,1,1,2,2.0,2,2.0,2.0,main,Apache License 2.0,1001,2021-11-17T02:34:44Z,machine-learning;motor-control;mujoco;musculoskeletal,python,1142,13,11,138,28,21,4235,155295,7059,2025-07-11T02:10:25Z,hard,large,0,1,0,0,0,1,0,1331,3.6440793976728267,1352,3.701574264202601,313.38504883546204,7395.0,270.4254807692308,True
nautobot/nautobot,nautobot/nautobot,48,4,4,6,1.0,12,1.5,2.0,develop,Apache License 2.0,1252,2021-02-19T10:00:19Z,dcim;hacktoberfest;ipam;nautobot;network-automation;python;sot,python,11787,91,189,339,38,277,43690,254222,26475,2025-07-30T04:27:10Z,easy,large,2,1,1,0,0,4,0,1621,4.438056125941136,1623,4.4435318275154,2655.8925046267736,917.768953068592,281.7578558225508,True
nerfstudio-project/gsplat,nerfstudio-project/gsplat,24,2,2,3,1.5,5,2.5,2.0,main,Apache License 2.0,2914,2023-08-25T10:48:24Z,gaussian-splatting,python,511,69,22,421,53,79,3783,23614,4936,2025-05-04T07:34:52Z,easy,medium,1,1,0,2,0,0,0,617,1.6892539356605065,706,1.9329226557152634,302.5004051863857,298.9113924050633,1507.5616147308783,True
nerfstudio-project/nerfstudio,nerfstudio-project/nerfstudio,48,4,4,6,1.5,9,2.0,2.0,main,Apache License 2.0,10469,2022-05-31T06:17:37Z,3d;3d-graphics;3d-reconstruction;computer-vision;deep-learning;gaussian-splatting;machine-learning;nerf;photogrammetry;pytorch,python,2063,85,40,1459,118,243,10799,77808,414209,2025-07-29T02:28:48Z,easy,medium,2,2,0,4,0,0,0,1154,3.159479808350445,1157,3.167693360711841,652.955589254766,320.1975308641975,3304.9284788245463,True
netbox-community/netbox,netbox-community/netbox,64,8,8,8,1.0,9,1.0,2.0,main,Apache License 2.0,18253,2016-02-29T02:15:46Z,cabling;dcim;django;infrastructure-management;ipam;netbox;network;network-automation;python;sot;sysadmin,python,14027,53,331,2787,418,350,86417,495712,121794,2025-07-30T12:25:40Z,easy,large,7,0,1,0,0,8,0,3439,9.415468856947296,3440,9.418206707734429,1489.7824222157606,1416.32,1938.0547238372092,True
netflix/metaflow,netflix/metaflow,8,1,1,1,1.0,1,1.0,2.0,master,Apache License 2.0,9319,2019-09-17T05:48:25Z,agents;ai;aws;azure;data-science;datascience;gcp;generative-ai;high-performance-computing;kubernetes;llm;llmops;machine-learning;ml;ml-infrastructure;ml-platform;mlops;model-management;python,python,1363,145,209,866,295,109,20065,112168,26609,2025-07-29T06:10:54Z,easy,large,1,0,0,0,0,1,0,2142,5.864476386036961,2144,5.8699520876112254,232.41631652661064,1029.0642201834862,1587.5768423507461,True
nixtla/neuralforecast,nixtla/neuralforecast,24,3,3,3,1.0,3,1.0,2.0,main,Apache License 2.0,3664,2021-04-26T12:15:19Z,baselines;baselines-zoo;deep-learning;deep-neural-networks;deepar;esrnn;forecasting;hierarchical-forecasting;hint;machine-learning;nbeats;nbeatsx;neural-network;nhits;probabilistic-forecasting;pytorch;robust-regression;tft;time-series;transformer,python,1254,56,26,439,36,43,3713,48777,76762,2025-07-25T06:39:26Z,easy,medium,3,0,0,3,0,0,0,1550,4.243668720054757,1557,4.262833675564682,295.4990322580645,1134.3488372093022,859.5221579961463,True
NovaSky-AI/SkyThought,NovaSky-AI/SkyThought,24,1,1,3,3.0,23,23.0,2.0,main,Apache License 2.0,3300,2025-01-09T09:37:37Z,,python,59,31,1,332,41,12,14291,129307,15509,2025-07-12T03:05:27Z,hard,large,0,1,0,0,0,1,0,183,0.5010266940451745,203,0.5557837097878165,117.75819672131148,10775.583333333334,5937.56157635468,True
NUS-HPC-AI-Lab/OpenDiT,NUS-HPC-AI-Lab/OpenDiT,8,1,1,1,1.0,4,4.0,2.0,master,Apache License 2.0,1409,2024-02-17T08:40:35Z,,python,99,7,2,93,23,11,3304,15489,3093,2024-07-01T05:20:09Z,medium,medium,0,0,1,1,0,0,0,134,0.3668720054757016,530,1.4510609171800137,269.8488805970149,1408.090909090909,971.013679245283,True
nv-tlabs/3dgrut,nv-tlabs/3dgrut,8,1,1,1,1.0,1,1.0,2.0,main,Apache License 2.0,1257,2025-03-20T12:06:26Z,,python,71,13,1,110,34,16,4935,23662,6013,2025-07-29T12:11:07Z,easy,medium,1,0,0,1,0,0,0,131,0.3586584531143053,133,0.36413415468856947,197.95992366412213,1478.875,3452.0244360902257,True
NVIDIA-NeMo/Curator,NVIDIA-NeMo/Curator,96,8,8,12,1.0,16,1.0,2.0,main,Apache License 2.0,1049,2024-03-14T08:41:51Z,data;data-curation;data-prep;data-preparation;data-processing;data-processing-pipelines;data-quality;datacuration;datarecipes;deduplication;fast-data-processing;fine-tuning;large-language-models;large-scale-data-processing;llm;llm-data-quality;llmapps;python;semantic-deduplication,python,405,172,18,159,18,37,11533,55194,40878,2025-07-30T10:09:25Z,easy,medium,5,2,1,8,0,0,0,503,1.377138945927447,504,1.379876796714579,294.087972166998,1491.7297297297298,760.2127976190476,True
nvidia/modulus,nvidia/modulus,8,1,1,1,1.0,1,1.0,2.0,main,Apache License 2.0,1254,2023-01-26T08:34:45Z,deep-learning;machine-learning;nvidia-gpu;physics;pytorch,python,433,11,10,291,40,52,25408,103518,43430,2025-03-17T05:40:55Z,easy,large,1,0,0,0,0,1,0,780,2.135523613963039,917,2.510609171800137,202.7605769230769,1990.7307692307693,499.4803707742639,True
NVIDIA/nv-ingest,NVIDIA/nv-ingest,72,6,6,9,1.0,15,1.5,2.0,release/25.6.3,Apache License 2.0,2728,2024-08-22T04:09:05Z,,python,605,80,7,258,30,26,14795,81375,22088,2025-07-23T04:51:06Z,easy,medium,3,2,1,6,0,0,0,335,0.917180013689254,343,0.9390828199863107,659.6305970149253,3129.8076923076924,2904.9620991253646,True
open-mmlab/mmengine,open-mmlab/mmengine,8,1,1,1,1.0,1,1.0,2.0,main,Apache License 2.0,1309,2022-02-08T09:05:09Z,ai;computer-vision;deep-learning;machine-learning;python;pytorch,python,904,32,29,399,24,140,18855,70795,19295,2025-06-06T08:26:11Z,easy,medium,1,0,0,1,0,0,0,1213,3.3210130047912387,1269,3.4743326488706368,272.2061005770816,505.67857142857144,376.76300236406615,True
OpenAccess-AI-Collective/axolotl,OpenAccess-AI-Collective/axolotl,192,11,11,24,1.0,53,2.0,2.0,main,Apache License 2.0,6845,2023-04-14T04:25:47Z,,python,1495,138,5,750,50,133,4646,25934,2547,2024-07-05T01:24:07Z,hard,medium,4,5,2,11,0,0,0,447,1.2238193018480492,839,2.297056810403833,1221.5855704697988,194.99248120300751,2979.900178784267,True
openai/SWELancer-Benchmark,openai/SWELancer-Benchmark,380,1,1,95,95.0,101,101.0,2.0,main,MIT License,1373,2025-02-18T05:23:15Z,,python,49,9,0,126,20,9,24613,80518,12964,2025-04-03T07:07:29Z,hard,medium,0,1,0,1,0,0,0,44,0.12046543463381246,163,0.4462696783025325,406.7556818181818,8946.444444444445,3076.615030674847,True
opendatalab/labelu,opendatalab/labelu,8,1,1,1,1.0,1,1.0,2.0,main,Apache License 2.0,1277,2022-10-19T09:03:11Z,,python,1260,39,228,133,17,16,1887,10212,875,2025-07-14T03:22:39Z,easy,medium,1,0,0,1,0,0,0,998,2.732375085557837,1016,2.7816563997262147,461.1372745490982,638.25,459.0789862204725,True
OpenDevin/OpenDevin,OpenDevin/OpenDevin,1626,107,107,207,1.0,429,2.0,2.0,main,MIT License,30150,2024-03-13T03:33:31Z,agent;artificial-intelligence;llm,python,1713,39,8,3477,281,167,8627,70617,5145,2024-08-18T01:45:45Z,easy,medium,45,40,22,107,0,0,0,157,0.42984257357973993,505,1.3826146475017111,3985.179936305732,422.8562874251497,21806.5099009901,True
opendilab/lightzero,opendilab/lightzero,280,19,19,35,1.0,77,2.0,2.0,main,Apache License 2.0,1416,2022-10-08T04:12:43Z,alpha-beta-pruning;alphazero;atari;board-game;board-games;continuous-control;efficientzero;gomoku;gumbel-muzero;gym;mcts;mcts-algorithm;monte-carlo-tree-search;muzero;pytorch;reinforcement-learning;sampled-muzero;self-play;stochastic-muzero;tictactoe,python,235,92,8,165,11,24,11911,63364,25434,2025-07-27T12:44:05Z,hard,medium,7,8,4,19,0,0,0,1023,2.8008213552361396,1027,2.811772758384668,83.90395894428153,2640.1666666666665,503.5968841285297,True
OpenPipe/ART,OpenPipe/ART,32,4,4,4,1.0,6,1.0,2.0,main,Apache License 2.0,4439,2025-03-10T06:25:47Z,agent;agentic-ai;grpo;kimi-ai;llms;lora;qwen;qwen3;reinforcement-learning;rl,python,746,104,35,270,29,9,6887,1109601,13177,2025-07-31T10:03:26Z,easy,huge,3,0,1,0,0,0,4,143,0.3915126625598905,143,0.3915126625598905,1905.43006993007,123289.0,11338.075174825175,True
OpenSPG/KAG,OpenSPG/KAG,232,18,18,29,1.0,60,1.0,2.0,master,Apache License 2.0,7526,2024-09-21T01:56:44Z,knowledge-graph;large-language-model;logical-reasoning;multi-hop-question-answering;trustfulness,python,1259,110,6,559,72,21,98676,726524,24788,2025-07-16T06:27:07Z,easy,large,10,6,2,0,0,18,0,298,0.8158795345653662,313,0.8569472963723477,1543.119966442953,34596.380952380954,8782.337060702876,True
openstack/swift,openstack/swift,64,3,3,8,1.0,12,4.0,2.0,master,Apache License 2.0,2697,2010-07-22T01:50:07Z,service,python,11000,20,0,1073,316,299,51629,325846,54582,2025-07-31T08:32:31Z,easy,large,1,1,1,0,0,3,0,5488,15.025325119780971,5488,15.025325119780971,732.0973032069971,1089.7859531772576,179.4969478862974,True
opentensor/bittensor,opentensor/bittensor,516,24,24,70,1.0,135,2.0,2.0,master,MIT License,1204,2020-07-28T11:12:38Z,ai;blockchain;cryptocurrency;deep-learning;machine-learning;neural-networks;p2p;p2p-network;polkadot;pytorch;substrate;torch,python,7734,143,118,398,38,93,10439,53618,12605,2025-07-18T06:04:40Z,hard,medium,9,11,4,24,0,0,0,1815,4.969199178644764,1829,5.007529089664613,1556.3876033057852,576.5376344086021,240.43794423182067,True
OptimalScale/LMFlow,OptimalScale/LMFlow,24,2,2,3,1.5,12,6.0,2.0,main,Apache License 2.0,8446,2023-03-27T01:56:29Z,chatgpt;deep-learning;instruction-following;language-model;pretrained-models;pytorch;transformer,python,1711,65,5,836,70,34,6446,34628,6518,2025-07-11T01:55:29Z,easy,medium,1,1,0,2,0,0,0,836,2.2888432580424367,857,2.346338124572211,747.5391746411483,1018.4705882352941,3599.6516919486576,True
oraios/serena,oraios/serena,32,2,2,4,2.0,8,4.0,2.0,main,MIT License,6431,2025-03-23T10:35:24Z,agent;ai;ai-coding;language-server;llms;mcp-server;programming;vibe-coding,python,1211,31,2,441,33,26,6518,22312,8407,2025-07-31T09:35:08Z,easy,medium,1,1,0,2,0,0,0,129,0.3531827515400411,130,0.35592060232717315,3428.81976744186,858.1538461538462,18068.63653846154,True
ostris/ai-toolkit,ostris/ai-toolkit,16,1,1,2,2.0,2,2.0,2.0,main,MIT License,5393,2023-07-05T06:45:11Z,,python,782,9,0,643,62,9,11998,87512,11381,2025-07-30T04:13:22Z,hard,medium,0,1,0,1,0,0,0,755,2.0670773442847366,757,2.0725530458590007,378.3119205298013,9723.555555555555,2602.104689564069,True
oumi-ai/oumi,oumi-ai/oumi,48,5,5,6,1.0,7,1.0,2.0,main,Apache License 2.0,8341,2024-05-07T05:45:15Z,dpo;evaluation;fine-tuning;inference;llama;llms;sft;vlms,python,1692,67,18,628,66,34,21977,96320,32807,2025-07-30T03:57:35Z,easy,medium,3,1,1,5,0,0,0,448,1.2265571526351813,450,1.2320328542094456,1379.4709821428573,2832.9411764705883,6770.111666666667,True
ourownstory/neural_prophet,ourownstory/neural_prophet,80,5,5,10,1.0,28,6.0,2.0,main,MIT License,3933,2020-05-04T05:12:43Z,artificial-intelligence;autoregression;deep-learning;fbprophet;forecast;forecasting;forecasting-algorithm;forecasting-model;machine-learning;neural;neural-network;neuralprophet;prediction;prophet;python;pytorch;seasonality;time-series;timeseries;trend,python,1464,108,36,483,58,52,3740,90019,86446,2024-09-13T01:42:25Z,hard,medium,1,2,2,5,0,0,0,1592,4.358658453114305,1914,5.240246406570842,335.8831658291457,1731.1346153846155,750.5372257053292,True
pachterlab/gget,pachterlab/gget,32,2,2,4,2.0,4,2.0,2.0,main,BSD 2-Clause Simplified License,1043,2022-05-04T05:31:31Z,alphafold;alphafold2;archs4;blast;databases;enrichment-analysis;enrichr;ensembl;genomics;gget;ncbi;proteomics;reference;rna-seq;transcriptomics;uniprot,python,2963,6,36,75,8,17,4068,58089,3690,2025-07-26T06:27:36Z,easy,medium,1,1,0,2,0,0,0,1179,3.2279260780287475,1184,3.241615331964408,917.926844783715,3417.0,321.75316722972974,True
patroni/patroni,patroni/patroni,8,1,1,1,1.0,1,1.0,2.0,master,MIT License,7526,2015-07-08T09:27:19Z,consul;etcd;failover;haproxy;high-availability;kubernetes;postgresql;raft;zookeeper,python,2545,20,73,930,124,191,12784,42619,10401,2025-07-28T06:19:49Z,easy,medium,1,0,0,1,0,0,0,3672,10.053388090349076,3676,10.064339493497604,253.1484885620915,223.13612565445027,747.7887649619151,True
pennylaneai/pennylane,pennylaneai/pennylane,1314,91,91,175,1.0,424,2.0,2.0,master,Apache License 2.0,2759,2018-04-17T04:45:42Z,autograd;automatic-differentiation;cirq;deep-learning;differentiable-computing;hacktoberfest;jax;machine-learning;neural-network;optimization;python;pytorch;qiskit;qml;quantum;quantum-chemistry;quantum-computing;quantum-machine-learning;strawberryfields;tensorflow,python,5716,371,65,683,48,197,130687,491328,130063,2025-07-30T02:21:02Z,easy,large,42,34,15,0,0,91,0,2660,7.282683093771389,2662,7.2881587953456535,784.8755639097744,2494.0507614213197,378.5592599549211,True
Pennyw0rth/NetExec,Pennyw0rth/NetExec,8,1,1,1,1.0,1,1.0,2.0,main,BSD 2-Clause Simplified License,4494,2023-09-08T03:36:00Z,active-directory;hacking;infosec;infosectools;networks;pentest;pentest-tool;pentest-tools;pentesting;python;python3;red-team;security;security-tools;windows,python,5300,20,5,526,37,144,5406,31920,4089,2025-07-31T08:33:39Z,easy,medium,1,0,0,1,0,0,0,692,1.894592744695414,692,1.894592744695414,2797.434971098266,221.66666666666666,2372.0137283236995,True
piccolo-orm/piccolo,piccolo-orm/piccolo,24,2,2,3,1.5,12,6.0,2.0,master,MIT License,1655,2018-10-27T08:53:26Z,asgi;asyncio;database;fastapi;hacktoberfest;orm;piccolo;postgresql;python;python3;query-builder;sqlite;starlette,python,1905,313,176,94,17,45,14223,38009,11297,2025-07-29T08:09:21Z,easy,medium,1,1,0,2,0,0,0,2466,6.751540041067762,2469,6.759753593429158,282.15784671532845,844.6444444444444,244.83140947752125,True
pipecat-ai/pipecat,pipecat-ai/pipecat,8,1,1,1,1.0,1,1.0,2.0,main,BSD 2-Clause Simplified License,7240,2023-12-27T12:59:00Z,ai;chatbot-framework;chatbots;real-time;voice;voice-assistant,python,4797,154,75,1117,57,128,21787,122794,25033,2025-07-30T02:55:52Z,easy,large,1,0,0,0,0,1,0,580,1.5879534565366187,581,1.5906913073237507,3020.869396551724,959.328125,4551.480206540447,True
plasma-umass/scalene,plasma-umass/scalene,8,1,1,1,1.0,2,2.0,2.0,master,Apache License 2.0,12780,2019-12-17T08:56:28Z,cpu;cpu-profiling;gpu;gpu-programming;memory-allocation;memory-consumption;performance-analysis;performance-cpu;profiler;profiles-memory;profiling;python;python-profilers;scalene,python,3329,136,78,418,90,52,15619,56803,4259,2025-07-12T06:56:30Z,medium,medium,0,0,1,1,0,0,0,2033,5.566050650239562,2053,5.620807665982204,598.0901377274963,1092.3653846153845,2273.6945932781296,True
plotly/dash,plotly/dash,8,1,1,1,1.0,1,1.0,2.0,dev,MIT License,23799,2015-04-10T01:53:08Z,bioinformatics;charting;dash;data-science;data-visualization;finance;flask;gui-framework;jupyter;modeling;plotly;plotly-dash;productivity;python;react;rstats;technical-computing;web-app,python,8644,69,85,2182,421,158,17586,330634,10940,2025-07-31T06:03:44Z,easy,large,1,0,0,0,0,1,0,3765,10.30800821355236,3765,10.30800821355236,838.571314741036,2092.6202531645567,2308.7874501992032,True
plotly/plotly.py,plotly/plotly.py,2142,3,3,1066,2.0,2232,2.0,2.0,main,MIT License,17538,2013-11-21T05:53:08Z,d3;dashboard;declarative;graph-library;interactive;jupyter-notebook;plotly;plotly-dash;plotlyjs;python;regl;sparkles;visualization;webgl,python,8141,99,96,2684,279,258,87579,499166,315166,2025-07-30T05:40:44Z,hard,large,1,2,0,0,0,3,0,4268,11.685147159479808,4270,11.690622861054072,696.6964034676664,1934.7519379844962,1500.1766978922717,True
posit-dev/great-tables,posit-dev/great-tables,8,1,1,1,1.0,2,2.0,2.0,main,MIT License,2397,2022-05-06T08:11:05Z,easy-to-use;formatting-data;pandas-dataframe;polars-dataframe;python;styling;summary-tables;tables,python,3048,31,30,102,14,25,6997,121073,9871,2025-07-29T03:21:34Z,medium,large,0,0,1,0,0,1,0,1179,3.2279260780287475,1182,3.2361396303901437,944.2595419847328,4842.92,740.6973350253808,True
potpie-ai/potpie,potpie-ai/potpie,664,45,45,83,1.0,128,2.0,2.0,main,Apache License 2.0,4706,2024-08-12T09:18:25Z,agents;ai-agents;ai-agents-framework;artificial-intelligence;developer-tools;devtools;generative-ai;knowledge-graph;rag,python,486,239,14,433,26,28,4048,19298,3999,2025-07-22T08:43:09Z,easy,medium,21,16,8,45,0,0,0,343,0.9390828199863107,353,0.9664613278576317,517.5262390670554,689.2142857142857,4869.310198300283,True
predibase/lorax,predibase/lorax,16,1,1,2,2.0,2,2.0,2.0,main,Apache License 2.0,2982,2023-10-20T06:19:49Z,fine-tuning;gpt;llama;llm;llm-inference;llm-serving;llmops;lora;model-serving;pytorch;transformers,python,899,84,21,215,34,63,10443,57369,6587,2025-04-19T04:25:35Z,hard,medium,0,1,0,1,0,0,0,546,1.4948665297741273,650,1.7796030116358659,601.3914835164835,910.6190476190476,1675.6546153846155,True
pydantic/logfire,pydantic/logfire,8,1,1,1,1.0,2,2.0,2.0,main,MIT License,3422,2024-04-23T11:50:23Z,fastapi;logging;metrics;observability;openai;opentelemetry;pydantic;python;trace,python,1378,39,115,138,16,63,11279,56981,5858,2025-07-31T10:01:23Z,medium,medium,0,0,1,1,0,0,0,463,1.267624914442163,464,1.270362765229295,1087.072354211663,904.4603174603175,2693.71875,True
pydantic/pydantic-ai,pydantic/pydantic-ai,248,15,15,31,2.0,66,4.0,2.0,main,MIT License,11332,2024-06-21T03:55:04Z,agent-framework;llms;pydantic;python,python,937,97,107,1086,89,187,18783,138646,8788,2025-07-30T02:30:46Z,hard,large,6,8,1,0,0,15,0,403,1.103353867214237,405,1.108829568788501,849.2289081885856,741.4224598930481,10219.785185185185,True
pydantic/pydantic-core,pydantic/pydantic-core,8,1,1,1,1.0,2,2.0,2.0,main,MIT License,1643,2022-04-04T10:36:55Z,json-schema;parsing;pydantic;rust;schema;validation,python,1407,121,141,297,28,101,10673,64044,4250,2025-07-31T12:53:53Z,medium,medium,0,0,1,1,0,0,0,1214,3.323750855578371,1214,3.323750855578371,423.31692751235585,634.0990099009902,494.3210461285008,True
pyecharts/pyecharts,pyecharts/pyecharts,8,1,1,1,1.0,1,1.0,2.0,master,MIT License,15437,2017-06-22T02:50:25Z,echarts;python,python,1702,5,7,2869,377,39,1694,44178,473,2025-01-26T07:01:34Z,easy,medium,1,0,0,1,0,0,0,2775,7.597535934291581,2961,8.106776180698152,224.02,1132.7692307692307,1904.2094731509626,True
