method,count,min,q1,median,q3,max,mean
base_a,50,0.4932090018857134,0.8994693489925099,0.975769307352691,0.9995258867201342,1.0,0.9220668643228492
base_b,50,0.2705171854066859,0.8575720012882259,0.9348310658045327,0.990866579379701,1.0,0.8772176346522944
