stratify_by,stratum,label,display_name,n_samples,delta_exact_match,bypass_win_rate_exact_match,delta_similarity,bypass_win_rate_similarity,delta_bleu3,bypass_win_rate_bleu3,delta_rouge_l,bypass_win_rate_rouge_l
difficulty,easy,favored simplicity,Favored Simplicity,78,0.0,0.0,0.3562054204118118,83.33333333333333,0.4179583698557785,82.05128205128206,0.2974472098900047,85.8974358974359
difficulty,easy,favored complexity,Favored Complexity,48,0.0,0.0,0.458535297187083,91.66666666666667,0.5169495290174825,89.58333333333333,0.3958714344899647,93.75
difficulty,easy,fix-oriented,Fix-Oriented,11,0.0,0.0,0.37465740429017097,81.81818181818181,0.4579901998142612,90.9090909090909,0.3110322094920606,81.81818181818181
difficulty,easy,structural-change-bias,Structural Change Bias,33,0.0,0.0,0.47235939337657185,90.9090909090909,0.5314149474929795,84.84848484848484,0.4072254611152255,93.93939393939394
difficulty,easy,vague-commit-message,Vague Commit Message,30,0.0,0.0,0.29663308920580644,76.66666666666667,0.35802996309762664,76.66666666666667,0.25904535679142593,76.66666666666667
difficulty,easy,simple-commit-message,Simple Commit Message,48,0.0,0.0,0.38314251462519094,87.5,0.43861526559043656,85.41666666666667,0.309928378417833,91.66666666666667
difficulty,easy,detailed-commit-message,Detailed Commit Message,26,0.0,0.0,0.4584536351095862,88.46153846153847,0.5089177586119482,88.46153846153847,0.39271428161948246,88.46153846153847
difficulty,easy,modification-bias,Modification Bias,29,0.0,0.0,0.4149908929098119,82.75862068965517,0.47597129357904727,79.3103448275862,0.3527415878946365,86.20689655172414
difficulty,hard,favored simplicity,Favored Simplicity,76,0.0,0.0,0.2921782120813865,77.63157894736842,0.3346868260659628,72.36842105263158,0.2422555161701794,75.0
difficulty,hard,favored complexity,Favored Complexity,56,0.0,0.0,0.351954492460523,82.14285714285714,0.3987015842557585,78.57142857142857,0.2970464452975392,78.57142857142857
difficulty,hard,structural-change-bias,Structural Change Bias,36,0.0,0.0,0.3806201059153476,88.88888888888889,0.42443406695230734,86.11111111111111,0.3126851602011527,80.55555555555556
difficulty,hard,vague-commit-message,Vague Commit Message,19,0.0,0.0,0.4440632080889145,84.21052631578948,0.5394300165199161,94.73684210526316,0.41273053466663256,89.47368421052632
difficulty,hard,simple-commit-message,Simple Commit Message,34,0.0,0.0,0.2635430221084069,73.52941176470588,0.3013802799732979,67.6470588235294,0.20819715630476912,70.58823529411765
difficulty,hard,detailed-commit-message,Detailed Commit Message,18,0.0,0.0,0.2222609202433967,72.22222222222223,0.20710021290241035,55.55555555555556,0.1578872150086998,66.66666666666667
difficulty,hard,modification-bias,Modification Bias,42,0.0,0.0,0.3257660142651269,83.33333333333333,0.37243731914147804,76.19047619047619,0.2767246065467458,78.57142857142857
difficulty,medium,favored simplicity,Favored Simplicity,33,0.0,0.0,0.4651014493281995,81.81818181818181,0.5658183032358176,78.78787878787878,0.39974039148960067,81.81818181818181
difficulty,medium,favored complexity,Favored Complexity,30,0.0,0.0,0.48095103914574544,100.0,0.5829902625553167,100.0,0.39017955538018395,100.0
difficulty,medium,structural-change-bias,Structural Change Bias,13,0.0,0.0,0.48862218263084767,100.0,0.6032849102457039,100.0,0.38814124270497885,100.0
difficulty,medium,vague-commit-message,Vague Commit Message,18,0.0,0.0,0.3674063788903546,77.77777777777777,0.4399113594426908,77.77777777777777,0.30949842533571165,77.77777777777777
difficulty,medium,simple-commit-message,Simple Commit Message,15,0.0,0.0,0.48194170830508337,93.33333333333333,0.5930141480632439,93.33333333333333,0.41121181056534495,93.33333333333333
difficulty,medium,detailed-commit-message,Detailed Commit Message,15,0.0,0.0,0.45627824632402786,93.33333333333333,0.5390517871521999,93.33333333333333,0.38019969754679056,93.33333333333333
difficulty,medium,modification-bias,Modification Bias,21,0.0,0.0,0.4292058810337054,95.23809523809524,0.5023380730647289,95.23809523809524,0.3664201885364492,95.23809523809524
