stratify_by,stratum,label,display_name,n_samples,delta_exact_match,bypass_win_rate_exact_match,delta_similarity,bypass_win_rate_similarity,delta_bleu3,bypass_win_rate_bleu3,delta_rouge_l,bypass_win_rate_rouge_l
project_size,large,favored simplicity,Favored Simplicity,18,0.5,50.0,0.44196294518779256,83.33333333333333,0.5229962100571046,83.33333333333333,0.3740599118200651,83.33333333333333
project_size,large,favored complexity,Favored Complexity,18,0.3333333333333333,33.333333333333336,0.21487274795913136,72.22222222222223,0.25330515489791455,72.22222222222223,0.16362666649118368,66.66666666666667
project_size,large,structural-change-bias,Structural Change Bias,15,0.4666666666666667,46.666666666666664,0.32184379051216017,80.0,0.3797124486462111,80.0,0.24449464078625602,80.0
project_size,large,simple-commit-message,Simple Commit Message,11,0.5454545454545454,54.54545454545455,0.37164322885351814,81.81818181818181,0.4032743276091635,72.72727272727273,0.32799576029512933,72.72727272727273
project_size,large,detailed-commit-message,Detailed Commit Message,15,0.4666666666666667,46.666666666666664,0.23642607052118025,86.66666666666667,0.2760818450956236,86.66666666666667,0.20695563078777146,80.0
project_size,medium,favored simplicity,Favored Simplicity,21,0.23809523809523808,23.80952380952381,0.32282807468131913,90.47619047619048,0.38452369748967336,80.95238095238095,0.25129416160967405,95.23809523809524
project_size,medium,favored complexity,Favored Complexity,37,0.32432432432432434,32.432432432432435,0.3236555164152808,86.48648648648648,0.35921364697036984,81.08108108108108,0.252331799173267,91.89189189189189
project_size,medium,structural-change-bias,Structural Change Bias,23,0.43478260869565216,43.47826086956522,0.3430928849975453,95.65217391304348,0.4008043889838612,95.65217391304348,0.25326162357435644,95.65217391304348
project_size,medium,simple-commit-message,Simple Commit Message,12,0.4166666666666667,41.666666666666664,0.36722983371887596,91.66666666666667,0.39306438509352376,83.33333333333333,0.2975217142051527,100.0
project_size,medium,detailed-commit-message,Detailed Commit Message,20,0.2,20.0,0.2301766545126477,85.0,0.2750283064298145,85.0,0.1513366391849873,85.0
project_size,medium,modification-bias,Modification Bias,10,0.2,20.0,0.365341812349672,80.0,0.41951374333022484,80.0,0.2918768696936543,90.0
