stratify_by,stratum,label,display_name,n_samples,delta_exact_match,bypass_win_rate_exact_match,delta_similarity,bypass_win_rate_similarity,delta_bleu3,bypass_win_rate_bleu3,delta_rouge_l,bypass_win_rate_rouge_l
project_size,huge,favored simplicity,Favored Simplicity,16,0.1875,18.75,0.44306205024447365,93.75,0.5036217027560457,87.5,0.39872966774198215,93.75
project_size,huge,favored complexity,Favored Complexity,11,0.09090909090909091,9.090909090909092,0.6378946813423082,100.0,0.7441459195271114,100.0,0.5782388980814436,100.0
project_size,large,favored simplicity,Favored Simplicity,46,0.06521739130434782,6.521739130434782,0.44103175636818565,97.82608695652173,0.5032388863509974,91.30434782608695,0.38524085652436335,93.47826086956522
project_size,large,favored complexity,Favored Complexity,39,0.0,0.0,0.46003041497084796,94.87179487179488,0.5405973149865831,89.74358974358974,0.3813472008560686,89.74358974358974
project_size,large,fix-oriented,Fix-Oriented,10,0.1,10.0,0.35169705462581985,100.0,0.386817585925728,100.0,0.24911270943127195,90.0
project_size,large,structural-change-bias,Structural Change Bias,29,0.034482758620689655,3.4482758620689653,0.48278341805207425,93.10344827586206,0.5573962155674024,93.10344827586206,0.40558462739307627,89.65517241379311
project_size,large,vague-commit-message,Vague Commit Message,16,0.0625,6.25,0.4776042123820651,93.75,0.5962109888220193,93.75,0.4580252980291333,100.0
project_size,large,simple-commit-message,Simple Commit Message,28,0.0,0.0,0.4167421563860692,96.42857142857143,0.47032050627827626,89.28571428571429,0.32227942487208827,92.85714285714286
project_size,large,detailed-commit-message,Detailed Commit Message,10,0.0,0.0,0.47431647797116916,100.0,0.4755016151343329,80.0,0.41040151889305304,90.0
project_size,large,modification-bias,Modification Bias,14,0.0,0.0,0.4558693833464877,100.0,0.5457260341588331,85.71428571428571,0.3766988956629991,92.85714285714286
project_size,medium,favored simplicity,Favored Simplicity,78,0.05128205128205128,5.128205128205129,0.39951671287894086,88.46153846153847,0.4715594981062973,83.33333333333333,0.3410059532328581,88.46153846153847
project_size,medium,favored complexity,Favored Complexity,97,0.020618556701030927,2.0618556701030926,0.45450592450923144,89.69072164948453,0.525557261644023,89.69072164948453,0.3793098292621785,89.69072164948453
project_size,medium,fix-oriented,Fix-Oriented,11,0.0,0.0,0.36741793526262967,90.9090909090909,0.46090950396548125,90.9090909090909,0.2950205309878718,90.9090909090909
project_size,medium,structural-change-bias,Structural Change Bias,75,0.04,4.0,0.4956924309783812,92.0,0.5791264544660665,90.66666666666667,0.41577870133035316,92.0
project_size,medium,unclear,Unclear,18,0.05555555555555555,5.555555555555555,0.41171191371594,88.88888888888889,0.4533863760239261,88.88888888888889,0.33378649787081877,88.88888888888889
project_size,medium,vague-commit-message,Vague Commit Message,40,0.05,5.0,0.39261637669966876,82.5,0.4684264670155372,85.0,0.33512722792316224,85.0
project_size,medium,simple-commit-message,Simple Commit Message,49,0.02040816326530612,2.0408163265306123,0.4085004053874438,83.6734693877551,0.4824528207517628,79.59183673469387,0.336953890260373,83.6734693877551
project_size,medium,detailed-commit-message,Detailed Commit Message,15,0.0,0.0,0.5367730590756524,100.0,0.6237286328493922,100.0,0.42962415810502896,100.0
project_size,medium,modification-bias,Modification Bias,47,0.02127659574468085,2.127659574468085,0.4369829724100805,87.23404255319149,0.49678968078059005,87.23404255319149,0.3645578776338826,87.23404255319149
