method,count,min,q1,median,q3,max,mean
agent,49,0.2664839593744962,0.9629534079768846,0.9948774240761068,0.9997875053123672,1.0,0.9195305688630594
bypass7,50,0.2670472907465259,0.829852637281224,0.9461581729840157,0.989212826832932,1.0,0.86981438568079
