model,difficulty,n,mean_advantage_exact_match,pct_bypass_better_exact_match,mean_advantage_similarity,pct_bypass_better_similarity,mean_advantage_bleu3,pct_bypass_better_bleu3,mean_advantage_rouge_l,pct_bypass_better_rouge_l
GPT-5-nano,easy,877,-0.009122006841505131,6.2713797035347785,-0.027145457144449946,48.80273660205245,-0.03952132754504491,32.383124287343215,-0.025100981720093132,40.478905359179016
GPT-5-nano,medium,378,0.05291005291005291,6.613756613756613,0.007941159242263438,57.67195767195767,-0.014079410628074034,50.52910052910053,-0.004108905439956952,56.08465608465608
GPT-5-nano,hard,633,0.03317535545023697,3.949447077409163,-0.005629628958716576,50.86887835703001,-0.0233043358573539,43.127962085308056,-0.006774386927612075,50.39494470774092
LLaMA-3.1-8B,easy,877,0.16419612314709237,16.419612314709237,0.390859566585449,90.19384264538198,0.45426154958605164,88.48346636259977,0.3224490140554662,89.05359179019385
LLaMA-3.1-8B,medium,378,0.10846560846560846,10.846560846560847,0.4413840702501402,90.74074074074075,0.519395512423844,87.56613756613757,0.3602012503127528,90.74074074074075
LLaMA-3.1-8B,hard,633,0.06477093206951026,6.477093206951026,0.34726817827635414,91.62717219589257,0.39626623902075736,89.41548183254343,0.2798550787370313,90.52132701421802
Qwen3-32B,easy,877,0.1516533637400228,15.16533637400228,0.32989674193652,96.00912200684151,0.3150443258167315,94.18472063854047,0.2883503040396562,96.46522234891675
Qwen3-32B,medium,378,0.12169312169312169,12.16931216931217,0.2872767472744186,94.44444444444444,0.2480466400557321,90.47619047619048,0.2483772675083181,94.70899470899471
Qwen3-32B,hard,633,0.05529225908372828,5.529225908372828,0.3225797094187856,95.73459715639811,0.2972602183197496,94.3127962085308,0.28387389402708363,96.05055292259084
