model_name,bj_decision,n,pct,mean_similarity_bj,mean_similarity_no_judge,mean_delta,bj_win_pct,no_judge_win_pct,mean_em_bj,mean_em_no_judge
openai/gpt-5-nano,A,264,0.19454679439941047,0.9444753392782655,0.8939911492395414,0.050484190038724175,0.6742424242424242,0.1893939393939394,0.29545454545454547,0.10606060606060606
openai/gpt-5-nano,B,243,0.17907148120854827,0.9281496176239403,0.8818698188586809,0.046279798765259395,0.6831275720164609,0.23045267489711935,0.26337448559670784,0.0823045267489712
openai/gpt-5-nano,MIX,850,0.6263817243920413,0.8630148317390295,0.8617803091136185,0.0012345226254109696,0.45647058823529413,0.4647058823529412,0.06,0.05764705882352941
openai/gpt-5-nano,ALL,1357,1.0,0.8905264949375493,0.8716442830718306,0.0188822118657189,0.5394252026529108,0.3691967575534267,0.14222549742078114,0.07148120854826824
openrouter/meta-llama/llama-3.1-8b-instruct,A,1683,0.6729308276689324,0.9118143122143252,0.8417795808326112,0.07003473138171387,0.7183600713012478,0.2251931075460487,0.18478906714200832,0.0184194890077243
openrouter/meta-llama/llama-3.1-8b-instruct,B,566,0.2263094762095162,0.9100216058849697,0.8582506541917643,0.05177095169320524,0.7367491166077739,0.24028268551236748,0.20141342756183744,0.03356890459363958
openrouter/meta-llama/llama-3.1-8b-instruct,MIX,252,0.10075969612155138,0.8483317560734959,0.8493515426678723,-0.0010197865943764421,0.07142857142857142,0.051587301587301584,0.007936507936507936,0.007936507936507936
openrouter/meta-llama/llama-3.1-8b-instruct,ALL,2501,1.0,0.9050121227181619,0.8462700893906945,0.05874203332746731,0.6573370651739304,0.21111555377848862,0.17073170731707318,0.020791683326669332
