stratify_by,stratum,label,display_name,n_samples,delta_exact_match,bypass_win_rate_exact_match,delta_similarity,bypass_win_rate_similarity,delta_bleu3,bypass_win_rate_bleu3,delta_rouge_l,bypass_win_rate_rouge_l
project_size,large,favored simplicity,Favored Simplicity,27,0.7037037037037037,70.37037037037037,0.2612520477872453,88.88888888888889,0.3020200055306397,85.18518518518519,0.19272946914183636,88.88888888888889
project_size,large,favored complexity,Favored Complexity,35,0.7142857142857143,71.42857142857143,0.3623910757614432,88.57142857142857,0.43515367708052527,88.57142857142857,0.2840491409094744,88.57142857142857
project_size,large,structural-change-bias,Structural Change Bias,19,0.7894736842105263,78.94736842105263,0.358126941742759,89.47368421052632,0.4304226761533299,89.47368421052632,0.28340983957631194,89.47368421052632
project_size,large,vague-commit-message,Vague Commit Message,11,0.9090909090909091,90.9090909090909,0.2833994120894214,100.0,0.33369746719864346,100.0,0.22909104359546006,100.0
project_size,large,simple-commit-message,Simple Commit Message,15,0.6666666666666666,66.66666666666667,0.23701069636429845,80.0,0.2962620327671503,80.0,0.1756270833174656,80.0
project_size,large,detailed-commit-message,Detailed Commit Message,15,0.6,60.0,0.26731230447817567,93.33333333333333,0.3159351457777424,93.33333333333333,0.198413542766043,93.33333333333333
project_size,large,modification-bias,Modification Bias,18,0.5555555555555556,55.55555555555556,0.30927220457505417,83.33333333333333,0.3815970416545802,83.33333333333333,0.2498996817448537,83.33333333333333
project_size,medium,favored simplicity,Favored Simplicity,46,0.7391304347826086,73.91304347826087,0.32420269553825243,93.47826086956522,0.36292309926084576,93.47826086956522,0.26235351379739713,95.65217391304348
project_size,medium,favored complexity,Favored Complexity,85,0.8117647058823529,81.17647058823529,0.3958222523201736,97.6470588235294,0.44278663075901387,97.6470588235294,0.2993378362641594,98.82352941176471
project_size,medium,fix-oriented,Fix-Oriented,11,0.7272727272727273,72.72727272727273,0.3935162111224278,100.0,0.4524089734569188,100.0,0.3014791486467479,100.0
project_size,medium,structural-change-bias,Structural Change Bias,45,0.7333333333333333,73.33333333333333,0.3489155339708668,97.77777777777777,0.3997750848398415,97.77777777777777,0.26503521294682064,100.0
project_size,medium,vague-commit-message,Vague Commit Message,19,0.6842105263157895,68.42105263157895,0.48099824969843985,100.0,0.527953865655055,100.0,0.382381397566953,100.0
project_size,medium,simple-commit-message,Simple Commit Message,22,0.7272727272727273,72.72727272727273,0.32462309842702136,95.45454545454545,0.3456306549750375,95.45454545454545,0.23548625022203631,95.45454545454545
project_size,medium,detailed-commit-message,Detailed Commit Message,42,0.8571428571428571,85.71428571428571,0.41211367001722254,100.0,0.4655952863217252,100.0,0.3110797700745009,100.0
project_size,medium,modification-bias,Modification Bias,33,0.7575757575757576,75.75757575757575,0.37221542969877375,96.96969696969697,0.417046021005455,96.96969696969697,0.28080731681423143,100.0
project_size,small,favored complexity,Favored Complexity,14,0.7142857142857143,71.42857142857143,0.25928359983469595,100.0,0.25889495454144146,100.0,0.18912159280100807,100.0
project_size,small,structural-change-bias,Structural Change Bias,10,0.7,70.0,0.30428956498418663,100.0,0.312328678145804,100.0,0.23486088484524145,100.0
