method,count,min,q1,median,q3,max,mean
base_a,50,0.368421052631579,0.8983977061429097,0.9804878007095221,0.9993216311238167,1.0,0.9068314240216127
base_b,50,0.2670472907465259,0.8689308449931342,0.9444509266338635,0.9922703305302587,1.0,0.867279149782635
