method,count,min,q1,median,q3,max,mean
base_a,50,0.5,0.9380622098016917,0.9844704906582853,0.9998349839232985,1.0,0.9383509733418913
base_b,50,0.4265109890109891,0.9128436041669254,0.9711983016921678,0.9948016505911244,1.0,0.9070767031793203
