stratify_by,stratum,label,display_name,n_samples,delta_exact_match,bypass_win_rate_exact_match,delta_similarity,bypass_win_rate_similarity,delta_bleu3,bypass_win_rate_bleu3,delta_rouge_l,bypass_win_rate_rouge_l
difficulty,easy,favored simplicity,Favored Simplicity,95,0.10526315789473684,10.526315789473685,0.44339378417756276,88.42105263157895,0.5141515868334924,85.26315789473684,0.36591597924422925,87.36842105263158
difficulty,easy,favored complexity,Favored Complexity,38,0.0,0.0,0.3789108872149397,86.84210526315789,0.433909199376522,84.21052631578948,0.3086398328172275,86.84210526315789
difficulty,easy,feature-oriented,Feature-Oriented,14,0.07142857142857142,7.142857142857143,0.5471821710382561,100.0,0.6245391311090105,100.0,0.4764451798201082,100.0
difficulty,easy,fix-oriented,Fix-Oriented,16,0.0625,6.25,0.49623129584091025,93.75,0.5962847590877383,93.75,0.3945004805858133,93.75
difficulty,easy,structural-change-bias,Structural Change Bias,26,0.0,0.0,0.4452515738844491,84.61538461538461,0.5036994026744316,84.61538461538461,0.3785926504661831,84.61538461538461
difficulty,easy,unclear,Unclear,14,0.21428571428571427,21.428571428571427,0.3850252603026151,92.85714285714286,0.48480895611553076,92.85714285714286,0.3393831147487262,92.85714285714286
difficulty,easy,vague-commit-message,Vague Commit Message,23,0.21739130434782608,21.73913043478261,0.435874395208007,95.65217391304348,0.5056445932084924,91.30434782608695,0.3694775740298047,95.65217391304348
difficulty,easy,simple-commit-message,Simple Commit Message,30,0.13333333333333333,13.333333333333334,0.3930941550164635,86.66666666666667,0.47042918049272486,86.66666666666667,0.3201597735365446,86.66666666666667
difficulty,easy,detailed-commit-message,Detailed Commit Message,33,0.09090909090909091,9.090909090909092,0.4238327645222148,87.87878787878788,0.5020618130491475,87.87878787878788,0.36393599041546,87.87878787878788
difficulty,easy,modification-bias,Modification Bias,13,0.0,0.0,0.4917107532149281,92.3076923076923,0.5634545281916563,92.3076923076923,0.4137888581159972,92.3076923076923
difficulty,hard,favored simplicity,Favored Simplicity,75,0.08,8.0,0.3828258281079036,80.0,0.4402468441537844,76.0,0.30996832173236544,82.66666666666667
difficulty,hard,favored complexity,Favored Complexity,45,0.044444444444444446,4.444444444444445,0.422015139808247,91.11111111111111,0.49123050070343105,82.22222222222223,0.35479867167153806,93.33333333333333
difficulty,hard,structural-change-bias,Structural Change Bias,32,0.09375,9.375,0.32381165234067544,84.375,0.36837266087067755,75.0,0.2566920669552414,87.5
difficulty,hard,unclear,Unclear,19,0.21052631578947367,21.05263157894737,0.3147834371006406,73.6842105263158,0.3836361858523723,68.42105263157895,0.2524456837919637,73.6842105263158
difficulty,hard,vague-commit-message,Vague Commit Message,17,0.17647058823529413,17.647058823529413,0.4176497537030426,88.23529411764706,0.4435688455166537,82.3529411764706,0.35218865140615896,88.23529411764706
difficulty,hard,simple-commit-message,Simple Commit Message,11,0.09090909090909091,9.090909090909092,0.23914850987960545,72.72727272727273,0.2856453805552505,63.63636363636363,0.2209005717302735,72.72727272727273
difficulty,hard,detailed-commit-message,Detailed Commit Message,24,0.16666666666666666,16.666666666666668,0.28285658686024945,75.0,0.32814414861508334,75.0,0.2309409297247554,79.16666666666667
difficulty,hard,modification-bias,Modification Bias,17,0.058823529411764705,5.882352941176471,0.23603895656379473,76.47058823529412,0.27677702255389525,64.70588235294117,0.18752949778396336,76.47058823529412
difficulty,medium,favored simplicity,Favored Simplicity,34,0.08823529411764706,8.823529411764707,0.43061982845947055,94.11764705882354,0.48503616729917776,88.23529411764706,0.3454895116677511,94.11764705882354
difficulty,medium,structural-change-bias,Structural Change Bias,12,0.08333333333333333,8.333333333333334,0.437579608395197,83.33333333333333,0.5135564482042291,83.33333333333333,0.3721368893944124,83.33333333333333
difficulty,medium,unclear,Unclear,11,0.0,0.0,0.13006621244459537,63.63636363636363,0.15610018280988666,54.54545454545455,0.046820780399992164,72.72727272727273
difficulty,medium,simple-commit-message,Simple Commit Message,10,0.1,10.0,0.38055098870544635,90.0,0.45423916893771343,90.0,0.32895652492549293,90.0
difficulty,medium,detailed-commit-message,Detailed Commit Message,18,0.05555555555555555,5.555555555555555,0.29465150617856445,72.22222222222223,0.2867933960005024,66.66666666666667,0.2428009377934426,77.77777777777777
