label,display_name,n_with_label,n_without_label,agent_exact_match_with,bypass_exact_match_with,delta_exact_match_with,delta_exact_match_ci_low,delta_exact_match_ci_high,bypass_win_rate_exact_match_with,delta_exact_match_without,bypass_win_rate_exact_match_without,agent_similarity_with,bypass_similarity_with,delta_similarity_with,delta_similarity_ci_low,delta_similarity_ci_high,bypass_win_rate_similarity_with,delta_similarity_without,bypass_win_rate_similarity_without,agent_bleu3_with,bypass_bleu3_with,delta_bleu3_with,delta_bleu3_ci_low,delta_bleu3_ci_high,bypass_win_rate_bleu3_with,delta_bleu3_without,bypass_win_rate_bleu3_without,agent_rouge_l_with,bypass_rouge_l_with,delta_rouge_l_with,delta_rouge_l_ci_low,delta_rouge_l_ci_high,bypass_win_rate_rouge_l_with,delta_rouge_l_without,bypass_win_rate_rouge_l_without
favored simplicity,Favored Simplicity,204,108,0.0,0.09313725490196079,0.09313725490196079,0.05392156862745098,0.13725490196078433,9.313725490196079,0.09259259259259259,9.25925925925926,0.4893281111334962,0.908325271783414,0.41899716064991777,0.3654567360836349,0.4714224959468808,86.27450980392157,0.3543070469534866,84.25925925925925,0.4284282218674413,0.9105563774992436,0.4821281556318022,0.41941907102879983,0.5453074863238601,82.3529411764706,0.41504464251515244,81.48148148148148,0.5946893403933086,0.9366319166424886,0.3419425762491801,0.29313490575064494,0.389007433308997,86.76470588235294,0.302398075689856,85.18518518518519
favored complexity,Favored Complexity,92,220,0.0,0.021739130434782608,0.021739130434782608,0.0,0.05434782608695652,2.1739130434782608,0.12272727272727273,12.272727272727273,0.5035707070172272,0.9111555857678441,0.4075848787506171,0.3388510445407985,0.47980186461381613,88.04347826086956,0.39201260453865,84.54545454545455,0.4430639518578416,0.9124033893411484,0.46933943748330675,0.38230569719810353,0.556873254411686,82.6086956521739,0.45454425860027226,81.81818181818181,0.6011564360822174,0.9444556335179835,0.34329919743576603,0.28241156110396104,0.41029231081839634,89.1304347826087,0.32196250711475777,85.0
misprioritization,Misprioritization,18,294,0.0,0.2222222222222222,0.2222222222222222,0.05555555555555555,0.4444444444444444,22.22222222222222,0.08503401360544217,8.503401360544217,0.4806519480704679,0.8327130976406566,0.3520611495701886,0.15338659541324565,0.5449422656841519,83.33333333333333,0.3993315685418244,85.71428571428571,0.41375914796109553,0.8239506489985252,0.41019150103742963,0.1722294186111768,0.6381752574360848,83.33333333333333,0.46188951742125983,81.97278911564626,0.5753348398537093,0.8708776792186709,0.2955428393649615,0.10227295223704781,0.47474823134106375,83.33333333333333,0.33025682524070704,86.39455782312925
feature-oriented,Feature-Oriented,23,289,0.0,0.13043478260869565,0.13043478260869565,0.0,0.2608695652173913,13.043478260869565,0.08996539792387544,8.996539792387543,0.5020431180262677,0.9171668692102388,0.41512375118397105,0.22527450837452537,0.5880908795645812,91.30434782608695,0.39513057289387,85.12110726643598,0.45034471804377124,0.9183125536067279,0.4679678355629569,0.24620111741334513,0.6680423439728602,91.30434782608695,0.45818583018192427,81.31487889273356,0.5825155708039434,0.9393871521607602,0.3568715813568168,0.17341124027244145,0.5221912956370333,95.65217391304348,0.32597657909387684,85.46712802768167
fix-oriented,Fix-Oriented,26,286,0.0,0.07692307692307693,0.07692307692307693,0.0,0.19230769230769232,7.6923076923076925,0.0944055944055944,9.44055944055944,0.43352997270020377,0.8737965173488316,0.44026654464862774,0.29275087735341226,0.5792808643925201,88.46153846153847,0.39263514574369035,85.31468531468532,0.3232479630232961,0.8756985631646041,0.5524506001413081,0.38291337155558214,0.7138278445348015,88.46153846153847,0.4504029704085668,81.46853146853147,0.5615400162815198,0.8975697067899364,0.3360296905084165,0.19280339119716505,0.47125713146753345,88.46153846153847,0.3275472229934208,86.01398601398601
structural-change-bias,Structural Change Bias,70,242,0.0,0.05714285714285714,0.05714285714285714,0.014285714285714285,0.11428571428571428,5.714285714285714,0.10330578512396695,10.330578512396695,0.5046976078841278,0.8931185949789798,0.38842098709485223,0.30213777136408715,0.47212408792876703,84.28571428571429,0.3989715402765294,85.9504132231405,0.4454252587790248,0.888950787291134,0.4435255285121093,0.33899241395483787,0.549250318899945,80.0,0.4633561080358532,82.64462809917356,0.6063079333029034,0.9280679008374952,0.32175996753459196,0.24438245048209353,0.3994140371329834,85.71428571428571,0.3301325619913874,86.36363636363636
unclear,Unclear,44,268,0.0,0.1590909090909091,0.1590909090909091,0.06818181818181818,0.2727272727272727,15.909090909090908,0.08208955223880597,8.208955223880597,0.5906734810070282,0.8816272829624673,0.2909538019554394,0.18352744520057018,0.4038424663429933,77.27272727272727,0.41395005431910614,86.94029850746269,0.5432005863289819,0.902144107413556,0.358943521084574,0.23463751008579312,0.4885097939467278,72.72727272727273,0.47531884407762265,83.58208955223881,0.6751904971339278,0.9038918649277776,0.2287013677938498,0.13085536883400628,0.33103143977082217,79.54545454545455,0.3445985729343574,87.31343283582089
vague-commit-message,Vague Commit Message,49,263,0.0,0.1836734693877551,0.1836734693877551,0.08163265306122448,0.2857142857142857,18.367346938775512,0.07604562737642585,7.604562737642586,0.48834511322440344,0.9173866495102857,0.42904153628588204,0.32843449307560846,0.5264239698377066,91.83673469387755,0.3905610135572302,84.4106463878327,0.4416658678291553,0.9300339645868007,0.4883680967576452,0.3750849841075732,0.5990238931848265,87.75510204081633,0.45341797870494105,80.98859315589354,0.5832285481876012,0.9369468101505375,0.35371826196293626,0.25628837093461,0.45143884624984454,91.83673469387755,0.3235098208865145,85.17110266159696
simple-commit-message,Simple Commit Message,51,261,0.0,0.11764705882352941,0.11764705882352941,0.0392156862745098,0.21568627450980393,11.764705882352942,0.08812260536398467,8.812260536398467,0.5477637505952596,0.9051944985604364,0.357430747965177,0.257838197353264,0.4574362205774228,84.31372549019608,0.4042590563116312,85.82375478927203,0.48562289003939574,0.9130222290642318,0.427399339024836,0.30745578782962896,0.5458061513978746,82.3529411764706,0.46506359712742334,81.99233716475096,0.63329408669351,0.9337698659951624,0.3004757793016525,0.21347201100075056,0.38954191805998756,84.31372549019608,0.33368204208794217,86.59003831417624
detailed-commit-message,Detailed Commit Message,75,237,0.0,0.10666666666666667,0.10666666666666667,0.04,0.17333333333333334,10.666666666666666,0.08860759493670886,8.860759493670885,0.5330295106070153,0.880746396274925,0.34771688566790976,0.2568512462642504,0.44272166346811065,80.0,0.41207517054205295,87.34177215189874,0.48277539132657393,0.8775191316651462,0.39474374033857224,0.28582286001685014,0.5100239670741394,78.66666666666667,0.47921174943093336,83.12236286919831,0.6224520003429486,0.9147571587080989,0.29230515836515036,0.2131684755598165,0.37806871116413476,82.66666666666667,0.3396303411474722,87.34177215189874
