model_name,eval_method,n_instances,exact_match,exact_match_ci_low,exact_match_ci_high,similarity,similarity_ci_low,similarity_ci_high,bleu3,bleu3_ci_low,bleu3_ci_high,rouge_l,rouge_l_ci_low,rouge_l_ci_high
Baselines,base_a,1909,0.11262441068622316,0.09848088004190676,0.12729177579884757,0.9042661131512079,0.8965725860295327,0.9109888247230093,0.9100196228401862,0.9026120180902231,0.9167328817635162,0.9315328788446079,0.9248607192100932,0.9374890734398456
Baselines,base_b,1909,0.10057621791513882,0.08748035620743845,0.1141959140911472,0.8888676597440569,0.8808249335780104,0.8965257599800271,0.8913641306702813,0.8833755274304254,0.8992003726936953,0.919281277037731,0.9121932086433416,0.9261972470585974
groq:qwen/qwen3-32b,agent,1899,0.0,0.0,0.0,0.5863066489767239,0.5749330370803375,0.5964955433236183,0.6152431491407442,0.6029606551413849,0.6261019057618902,0.6535384517699807,0.6423068137968422,0.6640026571319434
groq:qwen/qwen3-32b,bypass7,1899,0.11321748288572933,0.0995260663507109,0.12743549236440233,0.905211701417904,0.8978128216775187,0.9124456325835942,0.9109311028657809,0.9035405656176487,0.9180559232621615,0.9324234765255095,0.9259678318462183,0.9386977551308455
local:meta-llama/Llama-3.1-8B-Instruct,agent,1897,0.0,0.0,0.0,0.5173434793488665,0.5042034066593575,0.5305887668626017,0.4611310246222346,0.44535354330113336,0.4768747150444681,0.6151950312354936,0.6028010561568111,0.627484085814543
local:meta-llama/Llama-3.1-8B-Instruct,bypass7,1897,0.11966262519768055,0.10542962572482868,0.13442277279915657,0.9028773748078056,0.8954753156383597,0.9101204513202874,0.9081010327335153,0.9007575176235366,0.9152231045859676,0.9301373422962006,0.9235564146065642,0.9364278592907401
openai/gpt-5-nano,agent,1896,0.05168776371308017,0.041666666666666664,0.061708860759493674,0.8712600544086163,0.8634363534581342,0.877985106826976,0.8930880059780214,0.8852360700931464,0.8998328225829466,0.9110155602816596,0.904626268007092,0.9167129738989794
openai/gpt-5-nano,bypass7,1896,0.06962025316455696,0.058544303797468354,0.08069620253164557,0.8592188063355529,0.850372935720893,0.867478917168528,0.8651384251248554,0.8559657259490893,0.8736658773103675,0.8970891053409624,0.8891215481325035,0.9043805616342314
