model_name,n_scenarios,single_exact_match,single_exact_match_ci_low,single_exact_match_ci_high,multi_exact_match,multi_exact_match_ci_low,multi_exact_match_ci_high,delta_exact_match,delta_exact_match_pct,single_similarity,single_similarity_ci_low,single_similarity_ci_high,multi_similarity,multi_similarity_ci_low,multi_similarity_ci_high,delta_similarity,delta_similarity_pct,single_bleu3,single_bleu3_ci_low,single_bleu3_ci_high,multi_bleu3,multi_bleu3_ci_low,multi_bleu3_ci_high,delta_bleu3,delta_bleu3_pct,single_rouge_l,single_rouge_l_ci_low,single_rouge_l_ci_high,multi_rouge_l,multi_rouge_l_ci_low,multi_rouge_l_ci_high,delta_rouge_l,delta_rouge_l_pct
groq:qwen/qwen3-32b,1899,0.0,0.0,0.0,0.146562123039807,0.1344993968636912,0.1589264173703257,0.146562123039807,0.0,0.5693153097133454,0.5606003648327695,0.5781988422221503,0.8959365073146971,0.8897261682379175,0.9019418462850131,0.32662119760135166,57.37087902410493,0.5969726197886288,0.5878362127376865,0.6060385057660899,0.9009781235731538,0.8946731513624626,0.9070767069919086,0.30400550378452496,50.92453049055495,0.6377969637439,0.6292782626382314,0.6461199510775575,0.9252094127208245,0.9197945232625331,0.9304949158186594,0.2874124489769244,45.06331408192961
local:meta-llama/Llama-3.1-8B-Instruct,1897,0.0,0.0,0.0,0.15605191669182011,0.14458194989435558,0.16842740718382132,0.15605191669182011,0.0,0.5404811405063286,0.5300755703943767,0.5509863389404891,0.896181629271336,0.8899629537387683,0.9024430604880018,0.3557004887650075,65.81182248686484,0.4911943503446349,0.47865386546053584,0.5040559747771388,0.9013626193594918,0.8949706027392714,0.9077256263639641,0.4101682690148569,83.50427254040525,0.6378826613333991,0.62817753782368,0.647420191914631,0.925677148919467,0.9203867958852211,0.9311360262853959,0.28779448758606785,45.11715163796366
openai/gpt-5-nano,1896,0.06681961571551477,0.0585030111843992,0.07513622024663034,0.10840263837109262,0.0983653570404359,0.11901347863492974,0.04158302265557785,62.23175965665235,0.859327761731995,0.8526782106927252,0.8657236046029121,0.8374634286048029,0.8296876537684977,0.8454788942562875,-0.021864333127192048,-2.544353167774305,0.8798220813400771,0.8730133676650393,0.8865059248915885,0.8432252961184362,0.8350625529459987,0.8512593486849913,-0.03659678522164089,-4.15956657576717,0.8996656142507861,0.8937576394414152,0.9052528313916622,0.8747445547017425,0.867348809096575,0.8822648037820455,-0.024921059549043556,-2.770035794887754
